,회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(순금융비용),[U01250010]   이자비용(천원),[U01230000]영업이익(손실)(천원)
1932,(주)스카이문스테크놀로지,33790,2017/12,-7.22,-470.97,508099.0,-3667686.0
1933,(주)스카이문스테크놀로지,33790,2018/12,-2.8,-20.96,940060.0,-2632302.0
1934,(주)스카이문스테크놀로지,33790,2019/12,-39.7,999999999.0,264767.0,-10511246.0
1935,(주)스카이문스테크놀로지,33790,2020/12,-20.94,-31.97,69774.0,-1460760.0
1936,(주)스카이문스테크놀로지,33790,2021/12,17.71,28.82,120055.0,2126003.0
1937,(주)스카이문스테크놀로지,33790,2022/12,53.76,999999999.0,32051.0,1723217.0
1938,(주)스코넥엔터테인먼트,276040,2022/12,-44.56,999999999.0,98575.0,-4392143.0
1939,(주)스킨앤스킨,159910,2012/12,83.42,999999999.0,67842.0,5659578.0
1940,(주)스킨앤스킨,159910,2013/12,-25.32,-217.59,132530.0,-3356024.0
1941,(주)스킨앤스킨,159910,2014/12,-12.45,-17.41,429941.0,-5351309.0
1942,(주)스킨앤스킨,159910,2015/12,-3.32,-9.91,1693254.0,-5613348.0
1943,(주)스킨앤스킨,159910,2016/12,0.67,-3.31,2136723.0,1438661.0
1944,(주)스킨앤스킨,159910,2017/12,-2.99,-11.97,1596364.0,-4768634.0
1945,(주)스킨앤스킨,159910,2018/12,-2.95,-20.08,1049602.0,-3093807.0
1946,(주)스킨앤스킨,159910,2019/12,-23.48,999999999.0,287263.0,-6743820.0
1947,(주)스킨앤스킨,159910,2020/12,-49.26,999999999.0,113269.0,-5579461.0
1948,(주)스킨앤스킨,159910,2021/12,33.33,999999999.0,30456.0,1015245.0
1949,(주)스킨앤스킨,159910,2022/12,-211.64,999999999.0,25155.0,-5323836.0
1950,(주)스타플렉스,115570,2012/12,7.58,-20.59,2315531.0,17543897.0
1951,(주)스타플렉스,115570,2013/12,2.8,5.24,3180333.0,8917610.0
1952,(주)스타플렉스,115570,2014/12,2.59,1.53,2703927.0,7014501.0
1953,(주)스타플렉스,115570,2015/12,4.02,-3.19,2150159.0,8643994.0
1954,(주)스타플렉스,115570,2016/12,6.81,999999999.0,1541192.0,10497817.0
1955,(주)스타플렉스,115570,2017/12,2.03,-2.6,1528264.0,3102922.0
1956,(주)스타플렉스,115570,2018/12,-0.77,999999999.0,1807400.0,-1400428.0
1957,(주)스타플렉스,115570,2019/12,0.51,-12.16,1998623.0,1017700.0
1958,(주)스타플렉스,115570,2020/12,-2.33,-17.7,1700819.0,-3955011.0
1959,(주)스타플렉스,115570,2021/12,-9.44,999999999.0,1249703.0,-11802523.0
1960,(주)스타플렉스,115570,2022/12,3.97,-2.86,1171597.0,4646922.0
1961,(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,,
1962,(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,11.68,999999999.0,97753.0,1141408.0
1963,(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,-0.91,-1.02,536454.0,-486141.0
1964,(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,-0.97,-16.19,640728.0,-619805.0
1965,(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,0.54,999999999.0,480737.0,261602.0
1966,(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,-20.31,-55.57,395494.0,-8034122.0
1967,(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,-20.06,-162.51,225045.0,-4514646.0
1968,(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,-0.03,1.92,10986551.0,-330314.0
1969,(주)스튜디오산타클로스엔터테인먼트,204630,2022/12,-0.65,-36.42,2842615.0,-1835374.0
1970,(주)스페코,13810,2012/12,2.16,4.42,2168115.0,4693817.0
1971,(주)스페코,13810,2013/12,2.91,4.0,1925680.0,5612034.0
1972,(주)스페코,13810,2014/12,4.74,14.55,1456334.0,6905229.0
1973,(주)스페코,13810,2015/12,8.1,999999999.0,982677.0,7956935.0
1974,(주)스페코,13810,2016/12,4.99,999999999.0,709720.0,3542241.0
1975,(주)스페코,13810,2017/12,1.08,999999999.0,766783.0,829625.0
1976,(주)스페코,13810,2018/12,-0.69,-57.03,853586.0,-593061.0
1977,(주)스페코,13810,2019/12,4.15,999999999.0,716612.0,2975579.0
1978,(주)스페코,13810,2020/12,8.3,999999999.0,487923.0,4048198.0
1979,(주)스페코,13810,2021/12,4.7,999999999.0,426696.0,2004403.0
1980,(주)스페코,13810,2022/12,0.17,999999999.0,581478.0,99831.0
1981,(주)스피어파워,203690,2014/12,,,,
1982,(주)스피어파워,203690,2015/12,43.54,-157.82,142706.0,6212746.0
1983,(주)스피어파워,203690,2016/12,209.85,999999999.0,20847.0,4374789.0
1984,(주)스피어파워,203690,2017/12,-62725.8,999999999.0,66.0,-4139903.0
1985,(주)스피어파워,203690,2018/12,-7946.7,999999999.0,596.0,-4736234.0
1986,(주)스피어파워,203690,2019/12,-20.75,999999999.0,96700.0,-2006316.0
1987,(주)스피어파워,203690,2020/12,3.64,999999999.0,109038.0,396788.0
1988,(주)스피어파워,203690,2021/12,-30.35,-133.02,161928.0,-4913724.0
1989,(주)스피어파워,203690,2022/12,-3.67,-1.91,1808053.0,-6638911.0
1990,(주)시공테크,20710,2012/12,259.22,999999999.0,16259.0,4214616.0
1991,(주)시공테크,20710,2013/12,999999999.0,999999999.0,0.0,-13706.0
1992,(주)시공테크,20710,2014/12,999999999.0,999999999.0,0.0,3312919.0
1993,(주)시공테크,20710,2015/12,999999999.0,999999999.0,0.0,-195428.0
1994,(주)시공테크,20710,2016/12,-18511.11,999999999.0,377.0,-6978687.0
1995,(주)시공테크,20710,2017/12,22297.14,999999999.0,670.0,14939085.0
1996,(주)시공테크,20710,2018/12,-7786.09,999999999.0,692.0,-5387972.0
1997,(주)시공테크,20710,2019/12,65.27,999999999.0,110147.0,7189829.0
1998,(주)시공테크,20710,2020/12,39.87,999999999.0,110996.0,4425693.0
1999,(주)시공테크,20710,2021/12,-48.28,999999999.0,20934.0,-1010785.0
2000,(주)시공테크,20710,2022/12,-63.98,999999999.0,71096.0,-4548401.0
2001,(주)시너지이노베이션,48870,2012/12,-0.4,-9.67,2812579.0,-1138799.0
2002,(주)시너지이노베이션,48870,2013/12,-4.88,-33.24,2525441.0,-12317250.0
2003,(주)시너지이노베이션,48870,2014/12,-1.66,-10.37,2443464.0,-4064166.0
2004,(주)시너지이노베이션,48870,2015/12,-6.29,-28.89,2024172.0,-12736655.0
2005,(주)시너지이노베이션,48870,2016/12,0.16,14.49,1332516.0,218337.0
2006,(주)시너지이노베이션,48870,2017/12,-0.75,-1.19,4230340.0,-3155075.0
2007,(주)시너지이노베이션,48870,2018/12,0.16,5.13,5138223.0,846065.0
2008,(주)시너지이노베이션,48870,2019/12,0.17,2.7,4419069.0,731494.0
2009,(주)시너지이노베이션,48870,2020/12,2.27,-10.54,3177871.0,7201871.0
2010,(주)시너지이노베이션,48870,2021/12,1.12,4.14,1918829.0,2141331.0
2011,(주)시너지이노베이션,48870,2022/12,0.31,-17.31,2559747.0,785844.0
2012,(주)시스웍,269620,2017/12,171.33,999999999.0,36942.0,6329294.0
2013,(주)시스웍,269620,2018/12,642.23,999999999.0,7766.0,4987527.0
2014,(주)시스웍,269620,2019/12,0.85,999999999.0,454961.0,387290.0
2015,(주)시스웍,269620,2020/12,-0.09,5.29,1192955.0,-112992.0
2016,(주)시스웍,269620,2021/12,-3.47,-7.23,5743569.0,-19902953.0
2017,(주)시스웍,269620,2022/12,-2.81,-1.4,4698461.0,-13197901.0
2018,(주)시큐브,131090,2012/12,46.42,999999999.0,74669.0,3465967.0
2019,(주)시큐브,131090,2013/12,17.54,999999999.0,77137.0,1353104.0
2020,(주)시큐브,131090,2014/12,-24.71,999999999.0,16727.0,-413316.0
2021,(주)시큐브,131090,2015/12,1407.18,999999999.0,1168.0,1643589.0
2022,(주)시큐브,131090,2016/12,999999999.0,999999999.0,0.0,2269659.0
2023,(주)시큐브,131090,2017/12,999999999.0,999999999.0,0.0,2873124.0
2024,(주)시큐브,131090,2018/12,999999999.0,999999999.0,0.0,2316342.0
2025,(주)시큐브,131090,2019/12,805.02,999999999.0,6324.0,5090925.0
2026,(주)시큐브,131090,2020/12,756.66,999999999.0,5592.0,4231244.0
2027,(주)시큐브,131090,2021/12,1631.9,999999999.0,3369.0,5497867.0
2028,(주)시큐브,131090,2022/12,2739.86,999999999.0,1936.0,5304365.0
2029,(주)시티랩스,139050,2012/12,14.69,999999999.0,155675.0,2287218.0
2030,(주)시티랩스,139050,2013/12,148.24,999999999.0,1218.0,180560.0
2031,(주)시티랩스,139050,2014/12,522.35,999999999.0,2941.0,1536221.0
2032,(주)시티랩스,139050,2015/12,-4.31,999999999.0,249230.0,-1074387.0
2033,(주)시티랩스,139050,2016/12,-1.99,999999999.0,294042.0,-584460.0
2034,(주)시티랩스,139050,2017/12,-32.47,999999999.0,24784.0,-804826.0
2035,(주)시티랩스,139050,2018/12,3.83,999999999.0,264250.0,1010866.0
2036,(주)시티랩스,139050,2019/12,-0.76,-8.85,2076601.0,-1585581.0
2037,(주)시티랩스,139050,2020/12,-1.1,-4.13,2339172.0,-2566798.0
2038,(주)시티랩스,139050,2021/12,-1.89,-5.55,2044137.0,-3865401.0
2039,(주)시티랩스,139050,2022/12,-3.68,-6.67,1403000.0,-5167715.0
2040,(주)신도기연,290520,2020/12,-7.0,999999999.0,355923.0,-2490987.0
2041,(주)신도기연,290520,2021/12,-7.77,999999999.0,326638.0,-2539259.0
2042,(주)신도기연,290520,2022/12,-19.74,999999999.0,205061.0,-4047153.0
2043,(주)신진에스엠,138070,2012/12,31.52,999999999.0,304601.0,9600933.0
2044,(주)신진에스엠,138070,2013/12,30.91,135.7,217452.0,6722456.0
2045,(주)신진에스엠,138070,2014/12,38.64,155.66,171174.0,6614482.0
2046,(주)신진에스엠,138070,2015/12,32.49,51.19,323772.0,10519042.0
2047,(주)신진에스엠,138070,2016/12,18.43,17.03,249941.0,4606208.0
2048,(주)신진에스엠,138070,2017/12,31.52,111.19,192442.0,6065066.0
2049,(주)신진에스엠,138070,2018/12,10.1,15.81,360287.0,3637732.0
2050,(주)신진에스엠,138070,2019/12,5.78,9.11,492587.0,2845523.0
2051,(주)신진에스엠,138070,2020/12,-0.2,-0.07,500079.0,-97663.0
2052,(주)신진에스엠,138070,2021/12,13.36,33.95,249787.0,3336462.0
2053,(주)신진에스엠,138070,2022/12,12.47,20.82,478550.0,5969773.0
2054,(주)신테카바이오,226330,2019/12,-93.67,999999999.0,55450.0,-5194158.0
2055,(주)신테카바이오,226330,2020/12,-84.14,999999999.0,84355.0,-7097675.0
2056,(주)신테카바이오,226330,2021/12,-35.16,999999999.0,252582.0,-8881425.0
2057,(주)신테카바이오,226330,2022/12,-8.78,-12.52,1228776.0,-10788278.0
2058,(주)신풍,2870,2012/12,-7.58,999999999.0,1675551.0,-12692351.0
2059,(주)신풍,2870,2013/12,-4.42,999999999.0,643919.0,-2843143.0
2060,(주)신풍,2870,2014/12,-56.28,999999999.0,337102.0,-18971546.0
2061,(주)신풍,2870,2015/12,-48.12,999999999.0,398966.0,-19198756.0
2062,(주)신풍,2870,2016/12,8.34,999999999.0,295880.0,2468945.0
2063,(주)신풍,2870,2017/12,-6.98,999999999.0,292135.0,-2037713.0
2064,(주)신풍,2870,2018/12,33.9,999999999.0,347208.0,11770052.0
2065,(주)신풍,2870,2019/12,56.05,999999999.0,216959.0,12160986.0
2066,(주)신풍,2870,2020/12,-105.67,999999999.0,87941.0,-9293136.0
2067,(주)신풍,2870,2021/12,-65.23,999999999.0,44341.0,-2892549.0
2068,(주)신풍,2870,2022/12,-77.96,999999999.0,47862.0,-3731484.0
2069,(주)신화다이나믹스,1770,2012/12,2.27,1.48,1532317.0,3472698.0
2070,(주)신화다이나믹스,1770,2013/12,-0.56,-0.86,1460389.0,-819951.0
2071,(주)신화다이나믹스,1770,2014/12,1.27,1.91,1156893.0,1473915.0
2072,(주)신화다이나믹스,1770,2015/12,3.32,4.28,792939.0,2633028.0
2073,(주)신화다이나믹스,1770,2016/12,0.99,2.33,609990.0,605646.0
2074,(주)신화다이나믹스,1770,2017/12,-3.14,-3.67,574738.0,-1807041.0
2075,(주)신화다이나믹스,1770,2018/12,5.83,6.84,545281.0,3180505.0
2076,(주)신화다이나믹스,1770,2019/12,2.15,3.57,471994.0,1013612.0
2077,(주)신화다이나믹스,1770,2020/12,0.57,3.54,326997.0,187172.0
2078,(주)신화다이나믹스,1770,2021/12,21.53,41.12,265365.0,5712546.0
2079,(주)신화다이나믹스,1770,2022/12,31.81,38.61,445726.0,14179053.0
2080,(주)신화콘텍,187270,2014/12,18.02,26.7,490529.0,8839655.0
2081,(주)신화콘텍,187270,2015/12,-1.13,0.54,482618.0,-546572.0
2082,(주)신화콘텍,187270,2016/12,1.03,2.04,623305.0,644451.0
2083,(주)신화콘텍,187270,2017/12,13.08,12.75,736421.0,9634277.0
2084,(주)신화콘텍,187270,2018/12,0.41,2.47,671109.0,274420.0
2085,(주)신화콘텍,187270,2019/12,3.88,-7.91,631415.0,2452952.0
2086,(주)신화콘텍,187270,2020/12,4.96,5.43,722377.0,3581296.0
2087,(주)신화콘텍,187270,2021/12,5.48,6.6,618108.0,3387484.0
2088,(주)신화콘텍,187270,2022/12,2.94,13.32,1038801.0,3051962.0
2089,(주)실리콘투,257720,2021/12,57.29,999999999.0,137218.0,7861020.0
2090,(주)실리콘투,257720,2022/12,82.26,999999999.0,156230.0,12851672.0
2091,(주)싸이버원,356890,2021/12,1507.85,999999999.0,1121.0,1690300.0
2092,(주)싸이버원,356890,2022/12,641.93,999999999.0,2911.0,1868663.0
2093,(주)싸이토젠,217330,2018/12,-300.71,999999999.0,8679.0,-2609864.0
2094,(주)싸이토젠,217330,2019/12,-94.69,999999999.0,47399.0,-4488206.0
2095,(주)싸이토젠,217330,2020/12,-29.67,999999999.0,221999.0,-6586871.0
2096,(주)싸이토젠,217330,2021/12,-4.84,-4.48,2656420.0,-12860920.0
2097,(주)싸이토젠,217330,2022/12,-2.93,-4.51,3925399.0,-11515682.0
2098,(주)쌍방울,102280,2012/12,3.95,4.75,1429248.0,5638458.0
2099,(주)쌍방울,102280,2013/12,0.34,0.48,1447764.0,499277.0
2100,(주)쌍방울,102280,2014/12,0.35,0.72,1618228.0,558648.0
2101,(주)쌍방울,102280,2015/12,0.7,2.16,1444744.0,1015166.0
2102,(주)쌍방울,102280,2016/12,-11.63,-42.26,1189315.0,-13835102.0
2103,(주)쌍방울,102280,2017/12,-12.5,999999999.0,1022570.0,-12778880.0
2104,(주)쌍방울,102280,2018/12,0.6,999999999.0,1332162.0,802847.0
2105,(주)쌍방울,102280,2019/12,-3.07,-23.16,3120909.0,-9591958.0
2106,(주)쌍방울,102280,2020/12,-3.43,-13.54,4196201.0,-14413437.0
2107,(주)쌍방울,102280,2021/12,-1.05,999999999.0,1437671.0,-1505538.0
2108,(주)쌍방울,102280,2022/12,-16.94,999999999.0,605601.0,-10258810.0
2109,(주)썸에이지,208640,2014/12,,,,
2110,(주)썸에이지,208640,2015/12,,,,
2111,(주)썸에이지,208640,2016/12,-146.73,999999999.0,5685.0,-834160.0
2112,(주)썸에이지,208640,2017/12,-108.34,999999999.0,64042.0,-6938213.0
2113,(주)썸에이지,208640,2018/12,-121.96,999999999.0,168800.0,-20587314.0
2114,(주)썸에이지,208640,2019/12,-10.91,999999999.0,457025.0,-4984348.0
2115,(주)썸에이지,208640,2020/12,-35.4,999999999.0,83948.0,-2971971.0
2116,(주)썸에이지,208640,2021/12,77.85,999999999.0,42017.0,3270986.0
2117,(주)썸에이지,208640,2022/12,-138.23,999999999.0,96863.0,-13389028.0
2118,(주)쎄노텍,222420,2015/12,,,,
2119,(주)쎄노텍,222420,2016/12,17.01,11.25,383754.0,6528648.0
2120,(주)쎄노텍,222420,2017/12,13.62,10.23,301181.0,4102282.0
2121,(주)쎄노텍,222420,2018/12,-3.58,-10.36,439357.0,-1571837.0
2122,(주)쎄노텍,222420,2019/12,-0.18,-3.85,621336.0,-112521.0
2123,(주)쎄노텍,222420,2020/12,-2.11,-3.19,1188368.0,-2504228.0
2124,(주)쎄노텍,222420,2021/12,1.48,1.42,1807319.0,2671761.0
2125,(주)쎄노텍,222420,2022/12,0.43,0.45,2621430.0,1125897.0
2126,(주)쎄니트,37760,2012/12,3.25,-2.0,459298.0,1491877.0
2127,(주)쎄니트,37760,2013/12,2.71,4.29,498738.0,1352705.0
2128,(주)쎄니트,37760,2014/12,2.63,3.45,881446.0,2317834.0
2129,(주)쎄니트,37760,2015/12,3.24,3.7,1190150.0,3851158.0
2130,(주)쎄니트,37760,2016/12,2.46,3.66,1515180.0,3726865.0
2131,(주)쎄니트,37760,2017/12,1.32,1.38,1510224.0,1995551.0
2132,(주)쎄니트,37760,2018/12,1.86,1.28,1428650.0,2653503.0
2133,(주)쎄니트,37760,2019/12,3.17,1.16,1428976.0,4526005.0
2134,(주)쎄니트,37760,2020/12,-2.05,41.44,896883.0,-1841531.0
2135,(주)쎄니트,37760,2021/12,3.83,18.07,1053157.0,4030301.0
2136,(주)쎄니트,37760,2022/12,2.72,6.58,1546280.0,4200196.0
2137,(주)쎄트렉아이,99320,2012/12,147.28,999999999.0,31702.0,4669094.0
2138,(주)쎄트렉아이,99320,2013/12,28.13,999999999.0,116356.0,3273181.0
2139,(주)쎄트렉아이,99320,2014/12,80.4,999999999.0,38785.0,3118196.0
2140,(주)쎄트렉아이,99320,2015/12,999999999.0,999999999.0,0.0,3716280.0
2141,(주)쎄트렉아이,99320,2016/12,999999999.0,999999999.0,0.0,3449190.0
2142,(주)쎄트렉아이,99320,2017/12,87.79,118.15,75156.0,6597891.0
2143,(주)쎄트렉아이,99320,2018/12,32.34,35.51,128169.0,4144365.0
2144,(주)쎄트렉아이,99320,2019/12,299.36,999999999.0,27390.0,8199405.0
2145,(주)쎄트렉아이,99320,2020/12,18039.12,999999999.0,763.0,13763845.0
2146,(주)쎄트렉아이,99320,2021/12,6.76,999999999.0,924967.0,6256076.0
2147,(주)쎄트렉아이,99320,2022/12,-4.34,999999999.0,736259.0,-3194099.0
2148,(주)쎌바이오텍,49960,2012/12,931.03,999999999.0,7030.0,6545160.0
2149,(주)쎌바이오텍,49960,2013/12,9206.85,999999999.0,1141.0,10505019.0
2150,(주)쎌바이오텍,49960,2014/12,999999999.0,999999999.0,0.0,14616720.0
2151,(주)쎌바이오텍,49960,2015/12,999999999.0,999999999.0,0.0,19214527.0
2152,(주)쎌바이오텍,49960,2016/12,999999999.0,999999999.0,0.0,21126351.0
2153,(주)쎌바이오텍,49960,2017/12,999999999.0,999999999.0,0.0,23753054.0
2154,(주)쎌바이오텍,49960,2018/12,999999999.0,999999999.0,0.0,22816116.0
2155,(주)쎌바이오텍,49960,2019/12,3177.64,999999999.0,2296.0,7295863.0
2156,(주)쎌바이오텍,49960,2020/12,386.02,999999999.0,9235.0,3564939.0
2157,(주)쎌바이오텍,49960,2021/12,724.87,999999999.0,9071.0,6575293.0
2158,(주)쎌바이오텍,49960,2022/12,699.75,999999999.0,11854.0,8294864.0
2159,(주)씨씨에스충북방송,66790,2012/12,0.71,1.4,2106889.0,1496457.0
2160,(주)씨씨에스충북방송,66790,2013/12,-0.66,-0.05,2170531.0,-1428348.0
2161,(주)씨씨에스충북방송,66790,2014/12,-1.85,-14.12,1151905.0,-2135161.0
2162,(주)씨씨에스충북방송,66790,2015/12,0.13,-2.98,1115742.0,142911.0
2163,(주)씨씨에스충북방송,66790,2016/12,-1.73,-3.63,755610.0,-1305979.0
2164,(주)씨씨에스충북방송,66790,2017/12,-2.17,-13.15,525865.0,-1141417.0
2165,(주)씨씨에스충북방송,66790,2018/12,-10.51,-20.88,351042.0,-3689907.0
2166,(주)씨씨에스충북방송,66790,2019/12,1.39,-2.28,453470.0,631944.0
2167,(주)씨씨에스충북방송,66790,2020/12,-1.7,-15.74,204134.0,-347835.0
2168,(주)씨씨에스충북방송,66790,2021/12,-1.49,17.27,158392.0,-236359.0
2169,(주)씨씨에스충북방송,66790,2022/12,6.11,999999999.0,106792.0,652904.0
2170,(주)씨아이테크,4920,2012/12,-123.22,999999999.0,11468.0,-1413092.0
2171,(주)씨아이테크,4920,2013/12,-7.6,999999999.0,197457.0,-1501224.0
2172,(주)씨아이테크,4920,2014/12,-4.92,999999999.0,429576.0,-2112015.0
2173,(주)씨아이테크,4920,2015/12,1.71,34.61,411080.0,703233.0
2174,(주)씨아이테크,4920,2016/12,-4.19,999999999.0,421609.0,-1764477.0
2175,(주)씨아이테크,4920,2017/12,-11.13,999999999.0,405226.0,-4510689.0
2176,(주)씨아이테크,4920,2018/12,-4.79,-42.43,450612.0,-2156779.0
2177,(주)씨아이테크,4920,2019/12,-5.49,999999999.0,298158.0,-1637794.0
2178,(주)씨아이테크,4920,2020/12,-3.15,-11.75,872417.0,-2746572.0
2179,(주)씨아이테크,4920,2021/12,-2.25,999999999.0,747105.0,-1678443.0
2180,(주)씨아이테크,4920,2022/12,0.35,999999999.0,951752.0,330915.0
2181,(주)씨앤씨인터내셔널,352480,2021/12,1.73,-113.74,488217.0,845991.0
2182,(주)씨앤씨인터내셔널,352480,2022/12,17.56,999999999.0,732718.0,12868016.0
2183,(주)씨앤투스,352700,2021/12,361.78,999999999.0,138338.0,50047554.0
2184,(주)씨앤투스,352700,2022/12,271.59,999999999.0,101026.0,27437311.0
2185,(주)씨에스,65770,2012/12,-2.52,-3.16,2439289.0,-6137960.0
2186,(주)씨에스,65770,2013/12,-3.18,-3.76,2796666.0,-8884053.0
2187,(주)씨에스,65770,2014/12,1.96,-7.69,3143818.0,6155158.0
2188,(주)씨에스,65770,2015/12,-3.23,0.77,2589049.0,-8365944.0
2189,(주)씨에스,65770,2016/12,-0.17,-5.58,1775552.0,-306858.0
2190,(주)씨에스,65770,2017/12,2.19,2.4,861914.0,1885747.0
2191,(주)씨에스,65770,2018/12,999999999.0,999999999.0,0.0,2280067.0
2192,(주)씨에스,65770,2019/12,-71.33,999999999.0,10103.0,-720657.0
2193,(주)씨에스,65770,2020/12,15.82,999999999.0,26125.0,413260.0
2194,(주)씨에스,65770,2021/12,0.92,-13.26,249700.0,230750.0
2195,(주)씨에스,65770,2022/12,-7.85,-32.0,525179.0,-4122282.0
2196,(주)씨엔알리서치,359090,2020/12,,,,
2197,(주)씨엔알리서치,359090,2021/12,12.02,-3.13,509523.0,6125544.0
2198,(주)씨엔알리서치,359090,2022/12,12.86,29.93,380946.0,4900272.0
2199,(주)씨엔플러스,115530,2012/12,7.35,34.71,474647.0,3487192.0
2200,(주)씨엔플러스,115530,2013/12,-1.65,2.05,330060.0,-543878.0
2201,(주)씨엔플러스,115530,2014/12,-12.42,-28.48,555747.0,-6901974.0
2202,(주)씨엔플러스,115530,2015/12,-4.72,-13.67,759468.0,-3584940.0
2203,(주)씨엔플러스,115530,2016/12,-4.08,-11.43,1111940.0,-4542191.0
2204,(주)씨엔플러스,115530,2017/12,0.41,-0.01,1157747.0,479463.0
2205,(주)씨엔플러스,115530,2018/12,-3.29,-5.12,991772.0,-3263090.0
2206,(주)씨엔플러스,115530,2019/12,-0.23,-5.0,1082769.0,-251997.0
2207,(주)씨엔플러스,115530,2020/12,4.89,-29.39,88421.0,432755.0
2208,(주)씨엔플러스,115530,2021/12,-1.01,-0.35,245116.0,-247360.0
2209,(주)씨엔플러스,115530,2022/12,4.21,6.92,363995.0,1530958.0
2210,(주)씨유메디칼시스템,115480,2012/12,21.17,52.71,152675.0,3232627.0
2211,(주)씨유메디칼시스템,115480,2013/12,0.56,0.05,641845.0,357294.0
2212,(주)씨유메디칼시스템,115480,2014/12,0.65,-5.49,615006.0,397170.0
2213,(주)씨유메디칼시스템,115480,2015/12,4.35,7.62,519972.0,2264381.0
2214,(주)씨유메디칼시스템,115480,2016/12,0.95,-1.71,885773.0,840747.0
2215,(주)씨유메디칼시스템,115480,2017/12,-3.15,-44.95,602343.0,-1899168.0
2216,(주)씨유메디칼시스템,115480,2018/12,0.51,27.93,1176045.0,600640.0
2217,(주)씨유메디칼시스템,115480,2019/12,0.08,-0.57,4358932.0,351105.0
2218,(주)씨유메디칼시스템,115480,2020/12,-1.11,-7.52,3076879.0,-3418656.0
2219,(주)씨유메디칼시스템,115480,2021/12,3.81,-15.68,1075239.0,4095475.0
2220,(주)씨유메디칼시스템,115480,2022/12,17.63,21.84,435903.0,7683747.0
2221,(주)씨이랩,189330,2021/12,-13.24,-255.76,151532.0,-2006226.0
2222,(주)씨이랩,189330,2022/12,-33.88,999999999.0,145388.0,-4925683.0
2223,(주)씨티케이,260930,2017/12,3132.04,999999999.0,7921.0,24808902.0
2224,(주)씨티케이,260930,2018/12,999999999.0,999999999.0,0.0,8207466.0
2225,(주)씨티케이,260930,2019/12,1019.26,999999999.0,9243.0,9421030.0
2226,(주)씨티케이,260930,2020/12,1163.46,999999999.0,7010.0,8155820.0
2227,(주)씨티케이,260930,2021/12,121.44,999999999.0,7811.0,948549.0
2228,(주)씨티케이,260930,2022/12,-349.39,999999999.0,9546.0,-3335283.0
2229,(주)씨티프라퍼티,52300,2012/12,-2.12,-20.72,566991.0,-1202961.0
2230,(주)씨티프라퍼티,52300,2013/12,0.14,0.07,1541402.0,213853.0
2231,(주)씨티프라퍼티,52300,2014/12,-4.63,-11.65,628442.0,-2909144.0
2232,(주)씨티프라퍼티,52300,2015/12,-13.59,20.37,239384.0,-3254341.0
2233,(주)씨티프라퍼티,52300,2016/12,0.44,2.46,3459197.0,1516987.0
2234,(주)씨티프라퍼티,52300,2017/12,0.73,3.09,2019895.0,1482823.0
2235,(주)씨티프라퍼티,52300,2018/12,0.67,1.08,2079119.0,1389563.0
2236,(주)씨티프라퍼티,52300,2019/12,-0.79,-2.51,3920232.0,-3090227.0
2237,(주)씨티프라퍼티,52300,2020/12,0.18,11.17,2678561.0,479953.0
2238,(주)씨티프라퍼티,52300,2021/12,0.3,4.79,1640297.0,490325.0
2239,(주)씨티프라퍼티,52300,2022/12,-0.12,0.24,4921794.0,-576384.0
2240,(주)아나패스,123860,2012/12,999999999.0,999999999.0,0.0,18026047.0
2241,(주)아나패스,123860,2013/12,46.68,999999999.0,264695.0,12355246.0
2242,(주)아나패스,123860,2014/12,40.3,999999999.0,575570.0,23196897.0
2243,(주)아나패스,123860,2015/12,16.2,999999999.0,641927.0,10401909.0
2244,(주)아나패스,123860,2016/12,28.6,999999999.0,251442.0,7192156.0
2245,(주)아나패스,123860,2017/12,17.22,999999999.0,289287.0,4982208.0
2246,(주)아나패스,123860,2018/12,-16.74,999999999.0,478967.0,-8017869.0
2247,(주)아나패스,123860,2019/12,-35.82,999999999.0,659261.0,-23615808.0
2248,(주)아나패스,123860,2020/12,-12.6,-56.86,1780456.0,-22426677.0
2249,(주)아나패스,123860,2021/12,5.93,25.68,1318263.0,7811109.0
2250,(주)아나패스,123860,2022/12,-7.65,999999999.0,917062.0,-7015267.0
2251,(주)아리온테크놀로지,58220,2012/12,41.73,118.32,182527.0,7616868.0
2252,(주)아리온테크놀로지,58220,2013/12,9.32,20.02,211324.0,1968493.0
2253,(주)아리온테크놀로지,58220,2014/12,4.36,3.29,157581.0,687107.0
2254,(주)아리온테크놀로지,58220,2015/12,10.65,18.47,170460.0,1815979.0
2255,(주)아리온테크놀로지,58220,2016/12,-22.21,-31.67,423997.0,-9414861.0
2256,(주)아리온테크놀로지,58220,2017/12,-8.76,-23.76,1213496.0,-10629590.0
2257,(주)아리온테크놀로지,58220,2018/12,-1.6,-1.98,4169061.0,-6663422.0
2258,(주)아리온테크놀로지,58220,2019/12,0.24,-0.12,5840773.0,1415652.0
