회사명,거래소코드,회계년도,종가(원),현재까지 발행한 주식의 총수(주),현재까지 감소한 주식의 총수(주),발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수)(주),발행주식수(주),발행주식수(주),[U01B840000000]당기순이익(손실)(요약)(IFRS연결)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),[U01D101000000]   당기순손익(요약)(IFRS연결)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS연결)(백만원),[U01B840000000]당기순이익(손실)(요약)(IFRS)(백만원),[U01C500011300]   당기순이익(총포괄손익)(요약)(IFRS)(백만원),[U01D101000000]   당기순손익(요약)(IFRS)(백만원),[U01E100099100]   당기순이익(순손실)(요약)(IFRS)(백만원),[U01119300]      *당기순이익(요약)(백만원),[U01218800]당기순이익(요약)(백만원),[U01219300]CPA수정후 당기순이익(요약)(백만원),[U01311400]   당기순이익(요약)(백만원),[U01410100]   당기순이익(요약)(백만원),[U01550700]   당기순이익(요약)(백만원),[U01A600000000]자본(*)(요약)(IFRS연결)(백만원),[U01A600000000]자본(*)(IFRS연결)(백만원),[U01A600000000]자본(*)(요약)(IFRS)(백만원),[U01A600000000]자본(*)(IFRS)(천원),[U01119400]자본총계(요약)(천원),[U01160000]자본(*)(연결)(천원),[U01160000]자본(*)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[U01410000]영업활동으로 인한 현금흐름(요약)(백만원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),[U01D100000000]영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(연결)(천원),[U01410000]영업활동으로 인한 현금흐름(*)(천원),[U01B100000000]매출액(수익)(요약)(IFRS연결)(백만원),[U01B100000000]매출액(수익)(요약)(IFRS)(백만원),[U01210000]매출액(요약)(백만원),[U01B100000000]매출액(수익)(*)(IFRS연결)(천원),[U01B100000000]매출액(수익)(*)(IFRS)(천원),[U01210000]매출액(영업수익)(*)(연결)(천원),[U01210000]매출액(영업수익)(*)(천원)
도부마스크 (주),227420,2016/12,,8141295,0,8141295,8141295,8141295,-2044,-768,-2044,0,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,11775,11774966,11836,11836030,11836,11774966,11836030,-13234,-2021,-2021,-13233635,-2020659,-13233635,-2020659,136186,2775,2775,136186074,2775467,136186074,2775467
도부마스크 (주),227420,2016/12,,1027667,0,1027667,8141295,8141295,-2044,-768,-2044,0,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,11775,11774966,11836,11836030,11836,11774966,11836030,-13234,-2021,-2021,-13233635,-2020659,-13233635,-2020659,136186,2775,2775,136186074,2775467,136186074,2775467
도부마스크 (주),227420,2016/12,,7113628,0,7113628,8141295,8141295,-2044,-768,-2044,0,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,-1325,11775,11774966,11836,11836030,11836,11774966,11836030,-13234,-2021,-2021,-13233635,-2020659,-13233635,-2020659,136186,2775,2775,136186074,2775467,136186074,2775467
도부마스크 (주),227420,2017/12,,8615603,0,8615603,8615603,8615603,-7298,-7298,-7298,0,-5395,-5395,-5395,-5395,-5395,-5395,0,-5395,-5395,-5395,9312,9311567,9473,9472848,9473,9311567,9472848,-4379,-396,-396,-4379337,-396411,-4379337,-396411,14922,12251,12251,14921920,12251168,14921920,12251168
도부마스크 (주),227420,2017/12,,7587936,0,7587936,8615603,8615603,-7298,-7298,-7298,0,-5395,-5395,-5395,-5395,-5395,-5395,0,-5395,-5395,-5395,9312,9311567,9473,9472848,9473,9311567,9472848,-4379,-396,-396,-4379337,-396411,-4379337,-396411,14922,12251,12251,14921920,12251168,14921920,12251168
도부마스크 (주),227420,2017/12,,1027667,0,1027667,8615603,8615603,-7298,-7298,-7298,0,-5395,-5395,-5395,-5395,-5395,-5395,0,-5395,-5395,-5395,9312,9311567,9473,9472848,9473,9311567,9472848,-4379,-396,-396,-4379337,-396411,-4379337,-396411,14922,12251,12251,14921920,12251168,14921920,12251168
도부마스크 (주),227420,2018/12,,8615603,0,8615603,8615603,8615603,-3251,-3251,-3251,0,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,5400,5400196,5492,5492061,5492,5400196,5492061,-799,-681,-681,-799392,-681067,-799392,-681067,12560,10565,10565,12559649,10565310,12559649,10565310
도부마스크 (주),227420,2018/12,,1027667,0,1027667,8615603,8615603,-3251,-3251,-3251,0,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,5400,5400196,5492,5492061,5492,5400196,5492061,-799,-681,-681,-799392,-681067,-799392,-681067,12560,10565,10565,12559649,10565310,12559649,10565310
도부마스크 (주),227420,2018/12,,7587936,0,7587936,8615603,8615603,-3251,-3251,-3251,0,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,-3304,5400,5400196,5492,5492061,5492,5400196,5492061,-799,-681,-681,-799392,-681067,-799392,-681067,12560,10565,10565,12559649,10565310,12559649,10565310
도부마스크 (주),227420,2019/12,,8615603,0,8615603,8615603,8615603,-5568,-5568,-5568,0,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,46,46268,249,248970,249,46268,248970,-1161,-1111,-1111,-1161412,-1110925,-1161412,-1110925,4494,3470,3470,4493898,3469876,4493898,3469876
도부마스크 (주),227420,2019/12,,1027667,0,1027667,8615603,8615603,-5568,-5568,-5568,0,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,46,46268,249,248970,249,46268,248970,-1161,-1111,-1111,-1161412,-1110925,-1161412,-1110925,4494,3470,3470,4493898,3469876,4493898,3469876
도부마스크 (주),227420,2019/12,,7587936,0,7587936,8615603,8615603,-5568,-5568,-5568,0,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,-5414,46,46268,249,248970,249,46268,248970,-1161,-1111,-1111,-1161412,-1110925,-1161412,-1110925,4494,3470,3470,4493898,3469876,4493898,3469876
도부마스크 (주),227420,2020/12,,8615603,0,8615603,8615603,8615603,,,,,26352,26352,26352,26352,26352,26352,26352,26352,26352,26352,,,26844,26844246,26844,,26844246,,26896,26896,,26895733,,26895733,,124052,124052,,124052196,,124052196
도부마스크 (주),227420,2020/12,,0,0,0,8615603,8615603,,,,,26352,26352,26352,26352,26352,26352,26352,26352,26352,26352,,,26844,26844246,26844,,26844246,,26896,26896,,26895733,,26895733,,124052,124052,,124052196,,124052196
도부마스크 (주),227420,2020/12,,8615603,0,8615603,8615603,8615603,,,,,26352,26352,26352,26352,26352,26352,26352,26352,26352,26352,,,26844,26844246,26844,,26844246,,26896,26896,,26895733,,26895733,,124052,124052,,124052196,,124052196
도부마스크 (주),227420,2021/12,,8615603,0,8615603,8615603,8615603,,,,,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,,,17323,17323348,17323,,17323348,,-11198,-11198,,-11198155,,-11198155,,5172,5172,,5171798,,5171798
도부마스크 (주),227420,2021/12,,8615603,0,8615603,8615603,8615603,,,,,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,,,17323,17323348,17323,,17323348,,-11198,-11198,,-11198155,,-11198155,,5172,5172,,5171798,,5171798
도부마스크 (주),227420,2021/12,,0,0,0,8615603,8615603,,,,,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,-9974,,,17323,17323348,17323,,17323348,,-11198,-11198,,-11198155,,-11198155,,5172,5172,,5171798,,5171798
도부마스크 (주),227420,2022/12,,0,0,0,17231206,17231206,,,,,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,,,3151,3151357,3151,,3151357,,-1261,-1261,,-1261459,,-1261459,,4714,4714,,4713863,,4713863
도부마스크 (주),227420,2022/12,,17231206,0,17231206,17231206,17231206,,,,,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,,,3151,3151357,3151,,3151357,,-1261,-1261,,-1261459,,-1261459,,4714,4714,,4713863,,4713863
도부마스크 (주),227420,2022/12,,17231206,0,17231206,17231206,17231206,,,,,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,-15668,,,3151,3151357,3151,,3151357,,-1261,-1261,,-1261459,,-1261459,,4714,4714,,4713863,,4713863
럭스피아(주),092590,2015/12,,0,0,0,7291098,7291098,,,,,,,,,633,633,0,633,633,633,,,,,8057,,8057049,,,1398,,,,1398339,,,9373,,,,9372577
럭스피아(주),092590,2015/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,633,633,0,633,633,633,,,,,8057,,8057049,,,1398,,,,1398339,,,9373,,,,9372577
럭스피아(주),092590,2015/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,633,633,0,633,633,633,,,,,8057,,8057049,,,1398,,,,1398339,,,9373,,,,9372577
럭스피아(주),092590,2016/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,421,421,421,421,421,421,,,,,8522,,8522443,,,1562,,,,1562137,,,10334,,,,10333502
럭스피아(주),092590,2016/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,421,421,421,421,421,421,,,,,8522,,8522443,,,1562,,,,1562137,,,10334,,,,10333502
럭스피아(주),092590,2016/12,,0,0,0,7291098,7291098,,,,,,,,,421,421,421,421,421,421,,,,,8522,,8522443,,,1562,,,,1562137,,,10334,,,,10333502
럭스피아(주),092590,2017/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,592,592,0,592,592,592,,,,,9114,,9114375,,,1304,,,,1304029,,,11167,,,,11166765
럭스피아(주),092590,2017/12,,0,0,0,7291098,7291098,,,,,,,,,592,592,0,592,592,592,,,,,9114,,9114375,,,1304,,,,1304029,,,11167,,,,11166765
럭스피아(주),092590,2017/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,592,592,0,592,592,592,,,,,9114,,9114375,,,1304,,,,1304029,,,11167,,,,11166765
럭스피아(주),092590,2018/12,,0,0,0,7291098,7291098,,,,,,,,,564,564,564,564,564,564,,,,,9679,,9678655,,,792,,,,792161,,,12154,,,,12154241
럭스피아(주),092590,2018/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,564,564,564,564,564,564,,,,,9679,,9678655,,,792,,,,792161,,,12154,,,,12154241
럭스피아(주),092590,2018/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,564,564,564,564,564,564,,,,,9679,,9678655,,,792,,,,792161,,,12154,,,,12154241
럭스피아(주),092590,2019/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,1618,1618,1618,1618,1618,1618,,,,,11296,,11296183,,,2809,,,,2809430,,,15303,,,,15303200
럭스피아(주),092590,2019/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,1618,1618,1618,1618,1618,1618,,,,,11296,,11296183,,,2809,,,,2809430,,,15303,,,,15303200
럭스피아(주),092590,2019/12,,0,0,0,7291098,7291098,,,,,,,,,1618,1618,1618,1618,1618,1618,,,,,11296,,11296183,,,2809,,,,2809430,,,15303,,,,15303200
럭스피아(주),092590,2020/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,3310,3310,3310,3310,3310,3310,,,,,14351,,14351234,,,2978,,,,2978219,,,22464,,,,22463818
럭스피아(주),092590,2020/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,3310,3310,3310,3310,3310,3310,,,,,14351,,14351234,,,2978,,,,2978219,,,22464,,,,22463818
럭스피아(주),092590,2020/12,,0,0,0,7291098,7291098,,,,,,,,,3310,3310,3310,3310,3310,3310,,,,,14351,,14351234,,,2978,,,,2978219,,,22464,,,,22463818
럭스피아(주),092590,2021/12,,0,0,0,7291098,7291098,,,,,,,,,933,933,933,933,933,933,,,,,15285,,15284714,,,2635,,,,2635334,,,16681,,,,16681410
럭스피아(주),092590,2021/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,933,933,933,933,933,933,,,,,15285,,15284714,,,2635,,,,2635334,,,16681,,,,16681410
럭스피아(주),092590,2021/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,933,933,933,933,933,933,,,,,15285,,15284714,,,2635,,,,2635334,,,16681,,,,16681410
럭스피아(주),092590,2022/12,,0,0,0,7291098,7291098,,,,,,,,,381,381,381,381,381,381,,,,,15666,,15666164,,,-511,,,,-511398,,,14825,,,,14824681
럭스피아(주),092590,2022/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,381,381,381,381,381,381,,,,,15666,,15666164,,,-511,,,,-511398,,,14825,,,,14824681
럭스피아(주),092590,2022/12,,7291098,0,7291098,7291098,7291098,,,,,,,,,381,381,381,381,381,381,,,,,15666,,15666164,,,-511,,,,-511398,,,14825,,,,14824681
베른(주),322190,2020/12,,0,0,0,7505197,7505197,,,,,,,,,-1883,-1883,-1883,-1883,-1883,-1883,,,,,1158,,1158420,,,-1894,,,,-1893506,,,10091,,,,10090820
베른(주),322190,2020/12,,7505197,0,7505197,7505197,7505197,,,,,,,,,-1883,-1883,-1883,-1883,-1883,-1883,,,,,1158,,1158420,,,-1894,,,,-1893506,,,10091,,,,10090820
베른(주),322190,2020/12,,7505197,0,7505197,7505197,7505197,,,,,,,,,-1883,-1883,-1883,-1883,-1883,-1883,,,,,1158,,1158420,,,-1894,,,,-1893506,,,10091,,,,10090820
베른(주),322190,2021/12,,0,0,0,8925197,8925197,,,,,,,,,-3573,-3573,-3573,-3573,-3573,-3573,,,,,1495,,1494727,,,-2930,,,,-2929970,,,9089,,,,9088622
베른(주),322190,2021/12,,8925197,0,8925197,8925197,8925197,,,,,,,,,-3573,-3573,-3573,-3573,-3573,-3573,,,,,1495,,1494727,,,-2930,,,,-2929970,,,9089,,,,9088622
베른(주),322190,2021/12,,8925197,0,8925197,8925197,8925197,,,,,,,,,-3573,-3573,-3573,-3573,-3573,-3573,,,,,1495,,1494727,,,-2930,,,,-2929970,,,9089,,,,9088622
베른(주),322190,2022/12,,8925197,0,8925197,8925197,8925197,,,,,,,,,-3415,-3415,-3415,-3415,-3415,-3415,,,,,-1917,-2217148,-1917148,,,-608,,,-934479,-608137,,,3529,,,4020737,3528654
베른(주),322190,2022/12,,8925197,0,8925197,8925197,8925197,,,,,,,,,-3415,-3415,-3415,-3415,-3415,-3415,,,,,-1917,-2217148,-1917148,,,-608,,,-934479,-608137,,,3529,,,4020737,3528654
베른(주),322190,2022/12,,0,0,0,8925197,8925197,,,,,,,,,-3415,-3415,-3415,-3415,-3415,-3415,,,,,-1917,-2217148,-1917148,,,-608,,,-934479,-608137,,,3529,,,4020737,3528654
뿌리깊은나무들(주),266170,2017/12,,2177017,0,2177017,2177017,2177017,149,133,149,0,116,116,116,116,116,116,0,116,116,116,1375,1375400,1065,1064770,1065,1375400,1064770,-639,-637,-637,-639312,-636759,-639312,-636759,1779,244,244,1778924,243528,1778924,243528
뿌리깊은나무들(주),266170,2017/12,,1958750,0,1958750,2177017,2177017,149,133,149,0,116,116,116,116,116,116,0,116,116,116,1375,1375400,1065,1064770,1065,1375400,1064770,-639,-637,-637,-639312,-636759,-639312,-636759,1779,244,244,1778924,243528,1778924,243528
뿌리깊은나무들(주),266170,2017/12,,218267,0,218267,2177017,2177017,149,133,149,0,116,116,116,116,116,116,0,116,116,116,1375,1375400,1065,1064770,1065,1375400,1064770,-639,-637,-637,-639312,-636759,-639312,-636759,1779,244,244,1778924,243528,1778924,243528
뿌리깊은나무들(주),266170,2018/12,,2194249,0,2194249,2412516,2412516,-1737,-1587,-1737,0,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,1809,1808635,1797,1797369,1797,1808635,1797369,610,568,568,610296,567553,610296,567553,1314,567,567,1314460,567170,1314460,567170
뿌리깊은나무들(주),266170,2018/12,,2412516,0,2412516,2412516,2412516,-1737,-1587,-1737,0,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,1809,1808635,1797,1797369,1797,1808635,1797369,610,568,568,610296,567553,610296,567553,1314,567,567,1314460,567170,1314460,567170
뿌리깊은나무들(주),266170,2018/12,,218267,0,218267,2412516,2412516,-1737,-1587,-1737,0,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,-1438,1809,1808635,1797,1797369,1797,1808635,1797369,610,568,568,610296,567553,610296,567553,1314,567,567,1314460,567170,1314460,567170
뿌리깊은나무들(주),266170,2019/12,,166600,0,166600,2581550,2581550,-5950,-5899,-5950,0,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-3610,-3610447,-3519,-3519337,-3519,-3610447,-3519337,-2291,-1327,-1327,-2290548,-1327175,-2290548,-1327175,1827,1471,1471,1826882,1471024,1826882,1471024
뿌리깊은나무들(주),266170,2019/12,,2414950,0,2414950,2581550,2581550,-5950,-5899,-5950,0,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-3610,-3610447,-3519,-3519337,-3519,-3610447,-3519337,-2291,-1327,-1327,-2290548,-1327175,-2290548,-1327175,1827,1471,1471,1826882,1471024,1826882,1471024
뿌리깊은나무들(주),266170,2019/12,,2581550,0,2581550,2581550,2581550,-5950,-5899,-5950,0,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-5848,-3610,-3610447,-3519,-3519337,-3519,-3610447,-3519337,-2291,-1327,-1327,-2290548,-1327175,-2290548,-1327175,1827,1471,1471,1826882,1471024,1826882,1471024
뿌리깊은나무들(주),266170,2020/12,,333200,0,333200,5937177,5937177,,,,,589,589,589,589,589,589,0,589,589,589,,,-2310,-2310285,-2310,,-2310285,,1292,1292,,1292274,,1292274,,3641,3641,,3641282,,3641282
뿌리깊은나무들(주),266170,2020/12,,5937177,0,5937177,5937177,5937177,,,,,589,589,589,589,589,589,0,589,589,589,,,-2310,-2310285,-2310,,-2310285,,1292,1292,,1292274,,1292274,,3641,3641,,3641282,,3641282
뿌리깊은나무들(주),266170,2020/12,,5603977,0,5603977,5937177,5937177,,,,,589,589,589,589,589,589,0,589,589,589,,,-2310,-2310285,-2310,,-2310285,,1292,1292,,1292274,,1292274,,3641,3641,,3641282,,3641282
뿌리깊은나무들(주),266170,2021/12,,6156236,0,6156236,6156236,6156236,-5928,-5791,-5928,0,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-7615,-7614724,-7277,-7276828,-7277,-7614724,-7276828,-1847,-1200,-1200,-1846981,-1199782,-1846981,-1199782,776,776,776,776152,776152,776152,776152
뿌리깊은나무들(주),266170,2021/12,,333200,0,333200,6156236,6156236,-5928,-5791,-5928,0,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-7615,-7614724,-7277,-7276828,-7277,-7614724,-7276828,-1847,-1200,-1200,-1846981,-1199782,-1846981,-1199782,776,776,776,776152,776152,776152,776152
뿌리깊은나무들(주),266170,2021/12,,5823036,0,5823036,6156236,6156236,-5928,-5791,-5928,0,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-5586,-7615,-7614724,-7277,-7276828,-7277,-7614724,-7276828,-1847,-1200,-1200,-1846981,-1199782,-1846981,-1199782,776,776,776,776152,776152,776152,776152
뿌리깊은나무들(주),266170,2022/12,,5823036,0,5823036,6156236,6156236,-1228,-1111,-1228,0,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-8193,-8192753,-7940,-7939813,-7940,-8192753,-7939813,-1716,-1961,-1961,-1715525,-1961355,-1715525,-1961355,1290,1290,1290,1290129,1290129,1290129,1290129
뿌리깊은나무들(주),266170,2022/12,,6156236,0,6156236,6156236,6156236,-1228,-1111,-1228,0,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-8193,-8192753,-7940,-7939813,-7940,-8192753,-7939813,-1716,-1961,-1961,-1715525,-1961355,-1715525,-1961355,1290,1290,1290,1290129,1290129,1290129,1290129
뿌리깊은나무들(주),266170,2022/12,,333200,0,333200,6156236,6156236,-1228,-1111,-1228,0,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-1293,-8193,-8192753,-7940,-7939813,-7940,-8192753,-7939813,-1716,-1961,-1961,-1715525,-1961355,-1715525,-1961355,1290,1290,1290,1290129,1290129,1290129,1290129
아이케이세미콘(주),149010,2014/12,,3705000,585000,3120000,3120000,3120000,,,,,,,,,600,600,0,600,600,600,,,,,6162,,6162208,,,981,,,,981438,,,15134,,,,15134286
아이케이세미콘(주),149010,2014/12,,3120000,0,3120000,3120000,3120000,,,,,,,,,600,600,0,600,600,600,,,,,6162,,6162208,,,981,,,,981438,,,15134,,,,15134286
아이케이세미콘(주),149010,2014/12,,585000,585000,0,3120000,3120000,,,,,,,,,600,600,0,600,600,600,,,,,6162,,6162208,,,981,,,,981438,,,15134,,,,15134286
아이케이세미콘(주),149010,2015/12,,585000,585000,0,3120000,3120000,-1959,-1959,-1959,0,-1932,-1932,-1932,-1932,-1932,-1932,0,-1932,-1932,-1932,4025,4025044,4158,4158269,4158,4025044,4158269,144,112,112,144357,111601,144357,111601,15202,15005,15005,15201966,15004871,15201966,15004871
아이케이세미콘(주),149010,2015/12,,3705000,585000,3120000,3120000,3120000,-1959,-1959,-1959,0,-1932,-1932,-1932,-1932,-1932,-1932,0,-1932,-1932,-1932,4025,4025044,4158,4158269,4158,4025044,4158269,144,112,112,144357,111601,144357,111601,15202,15005,15005,15201966,15004871,15201966,15004871
아이케이세미콘(주),149010,2015/12,,3120000,0,3120000,3120000,3120000,-1959,-1959,-1959,0,-1932,-1932,-1932,-1932,-1932,-1932,0,-1932,-1932,-1932,4025,4025044,4158,4158269,4158,4025044,4158269,144,112,112,144357,111601,144357,111601,15202,15005,15005,15201966,15004871,15201966,15004871
아이케이세미콘(주),149010,2016/12,,585000,585000,0,3120000,3120000,1297,1297,1297,0,1268,1268,1268,1268,1268,1268,0,1268,1268,1268,5314,5314383,5409,5408701,5409,5314383,5408701,891,841,841,891455,840548,891455,840548,16331,16265,16265,16330813,16265182,16330813,16265182
아이케이세미콘(주),149010,2016/12,,3705000,585000,3120000,3120000,3120000,1297,1297,1297,0,1268,1268,1268,1268,1268,1268,0,1268,1268,1268,5314,5314383,5409,5408701,5409,5314383,5408701,891,841,841,891455,840548,891455,840548,16331,16265,16265,16330813,16265182,16330813,16265182
아이케이세미콘(주),149010,2016/12,,3120000,0,3120000,3120000,3120000,1297,1297,1297,0,1268,1268,1268,1268,1268,1268,0,1268,1268,1268,5314,5314383,5409,5408701,5409,5314383,5408701,891,841,841,891455,840548,891455,840548,16331,16265,16265,16330813,16265182,16330813,16265182
아이케이세미콘(주),149010,2017/12,,585000,585000,0,3120000,3120000,477,477,477,0,515,515,515,515,515,515,0,515,515,515,5842,5842235,5978,5977687,5978,5842235,5977687,1490,1420,1420,1489825,1419629,1489825,1419629,15623,15598,15598,15623007,15598421,15623007,15598421
아이케이세미콘(주),149010,2017/12,,3120000,0,3120000,3120000,3120000,477,477,477,0,515,515,515,515,515,515,0,515,515,515,5842,5842235,5978,5977687,5978,5842235,5977687,1490,1420,1420,1489825,1419629,1489825,1419629,15623,15598,15598,15623007,15598421,15623007,15598421
아이케이세미콘(주),149010,2017/12,,3705000,585000,3120000,3120000,3120000,477,477,477,0,515,515,515,515,515,515,0,515,515,515,5842,5842235,5978,5977687,5978,5842235,5977687,1490,1420,1420,1489825,1419629,1489825,1419629,15623,15598,15598,15623007,15598421,15623007,15598421
아이케이세미콘(주),149010,2018/12,,3120000,0,3120000,3120000,3120000,426,426,426,0,419,419,419,419,419,419,419,419,419,419,6102,6102064,6236,6236234,6236,6102064,6236234,858,792,792,858320,792472,858320,792472,12938,12876,12876,12937665,12875967,12937665,12875967
아이케이세미콘(주),149010,2018/12,,585000,585000,0,3120000,3120000,426,426,426,0,419,419,419,419,419,419,419,419,419,419,6102,6102064,6236,6236234,6236,6102064,6236234,858,792,792,858320,792472,858320,792472,12938,12876,12876,12937665,12875967,12937665,12875967
아이케이세미콘(주),149010,2018/12,,3705000,585000,3120000,3120000,3120000,426,426,426,0,419,419,419,419,419,419,419,419,419,419,6102,6102064,6236,6236234,6236,6102064,6236234,858,792,792,858320,792472,858320,792472,12938,12876,12876,12937665,12875967,12937665,12875967
아이케이세미콘(주),149010,2019/12,,585000,585000,0,3120000,3120000,604,604,604,0,592,592,592,592,592,592,592,592,592,592,6528,6527674,6653,6653431,6653,6527674,6653431,1443,1381,1381,1443004,1381406,1443004,1381406,12551,12420,12420,12551297,12420242,12551297,12420242
아이케이세미콘(주),149010,2019/12,,3705000,585000,3120000,3120000,3120000,604,604,604,0,592,592,592,592,592,592,592,592,592,592,6528,6527674,6653,6653431,6653,6527674,6653431,1443,1381,1381,1443004,1381406,1443004,1381406,12551,12420,12420,12551297,12420242,12551297,12420242
아이케이세미콘(주),149010,2019/12,,3120000,0,3120000,3120000,3120000,604,604,604,0,592,592,592,592,592,592,592,592,592,592,6528,6527674,6653,6653431,6653,6527674,6653431,1443,1381,1381,1443004,1381406,1443004,1381406,12551,12420,12420,12551297,12420242,12551297,12420242
아이케이세미콘(주),149010,2020/12,,585000,585000,0,3120000,3120000,611,611,611,0,592,592,592,592,592,592,592,592,592,592,6988,6988189,7090,7089870,7090,6988189,7089870,928,901,901,928003,901386,928003,901386,12476,12237,12237,12476220,12236748,12476220,12236748
아이케이세미콘(주),149010,2020/12,,3705000,585000,3120000,3120000,3120000,611,611,611,0,592,592,592,592,592,592,592,592,592,592,6988,6988189,7090,7089870,7090,6988189,7089870,928,901,901,928003,901386,928003,901386,12476,12237,12237,12476220,12236748,12476220,12236748
아이케이세미콘(주),149010,2020/12,,3120000,0,3120000,3120000,3120000,611,611,611,0,592,592,592,592,592,592,592,592,592,592,6988,6988189,7090,7089870,7090,6988189,7089870,928,901,901,928003,901386,928003,901386,12476,12237,12237,12476220,12236748,12476220,12236748
아이케이세미콘(주),149010,2021/12,,585000,585000,0,3120000,3120000,1850,1850,1850,0,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,8670,8669689,8692,8692497,8692,8669689,8692497,1711,1354,1354,1710903,1354179,1710903,1354179,18917,18705,18705,18917275,18704811,18917275,18704811
아이케이세미콘(주),149010,2021/12,,3705000,585000,3120000,3120000,3120000,1850,1850,1850,0,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,8670,8669689,8692,8692497,8692,8669689,8692497,1711,1354,1354,1710903,1354179,1710903,1354179,18917,18705,18705,18917275,18704811,18917275,18704811
아이케이세미콘(주),149010,2021/12,,3120000,0,3120000,3120000,3120000,1850,1850,1850,0,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,8670,8669689,8692,8692497,8692,8669689,8692497,1711,1354,1354,1710903,1354179,1710903,1354179,18917,18705,18705,18917275,18704811,18917275,18704811
아이케이세미콘(주),149010,2022/12,,3120000,0,3120000,3120000,3120000,3023,3023,3023,0,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,11382,11381847,11350,11350194,11350,11381847,11350194,2299,2502,2502,2298763,2502037,2298763,2502037,21395,21260,21260,21395094,21259554,21395094,21259554
아이케이세미콘(주),149010,2022/12,,585000,585000,0,3120000,3120000,3023,3023,3023,0,2986,2986,2986,2986,2986,2986,2986,2986,2986,2986,11382,11381847,11350,11350194,11350,11381847,11350194,2299,2502,2502,2298763,2502037,2298763,2502037,21395,21260,21260,21395094,21259554,21395094,21259554
