회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치,총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,쭈피처,영업투자현금비율,영업재무현금비율,도입기,성숙기,성장기,쇠퇴기,부실판단
대한메디칼씨스템(주),82198,2022,28.99,507.57,13.9,6.5,194.45,142.48,92.11,66.6,2.74,32.75,29.52,67.41,52.05,28.49,16.4,7.07,21.7,21.49,9.39,-0.04,0.0731975158839928,15.058869197409985,15.06,21.46,3.75,39.13,5.02,9050.53,41.31,134.89,19.3,36.61,58.02,2.13981876130939,7.42,4.62,6.79,2.32,2.29,6.69,3.48,25.0,0.1409392514696313,-4.314293561036656,-1.0889569337071707,0,1,0,0,0.0
(주)제일,74314,2022,28.88,91.82,15.71,15.73,158.7,158.14,119.29,112.83,17.11,30.2,36.34,81.65,45.6,28.74,13.91,11.47,18.68,17.97,15.71,0.01,-0.0630926068149263,34.022497546091074,34.02,40.7,10.64,9.26,14.58,14087.68,16.86,151.89,16.88,67.98,93.75,0.998758579225853,4.4,1.44,8.47,1.21,1.14,5.72,1.43,30.0,0.0242853730774107,-1.6599640945606722,-2.51299060713238,0,1,0,0,0.0
(주)시노텍스,52553,2022,45.3,71.56,16.11,14.81,34.25,24.63,55.2,48.04,22.52,-20.35,8.94,10.6,64.43,29.75,50.17880000000001,15.32,23.49,23.23,19.56,0.69,0.1453342539303318,39.213228231573055,20.15,-39.67,36.17,81.63,1770.0844000000016,7654.7,26.74,5507.01,24.57,62.34,81.81,1.6933459922511345,19.25,9.4,448.25,6.357200000000002,1.19,1.4,7.72,17.0,0.3126376640006995,-1.1082963207246292,-4.102244433547059,0,1,0,0,0.0
(주)프럼파스트,35200,2022,17.0,285.0,2.0,2.0,828.0,704.0,11.0,9.0,1.0,61.0,125.0,70.0,90.0,3.62,3.41,4.38,4.46,3.75,5.06,-0.93,-0.0235992436892018,0.1658367746351128,0.17,2.07,-3.92,2.25,-1.61,4573.0,11.0,66.0,15.0,29.0,38.0,0.7411788567919726,3.45,1.0,4.0,1.0,1.0,2.0,1.0,32.0,0.1147565103703443,-0.0846896085084486,-2.4417642076081933,0,1,0,0,0.0
신원스틸주식회사,56644,2022,85.91,0.0,12.77,6.05,531.24,392.43,17.46,16.92,0.0,62.12,112.02,76.52,85.13,-5.48,-4.73,-2.3,11.3,11.0,5.49,-0.15,-0.2855835590289404,-9.83155113121838,-9.83,-6.63,-18.9,27.35,-3.74,347.93,2.54,11.87,1.2,-190.61,-78.03519999999999,2.111827648357462,11.76,3.97,9.67,2.06,2.0,8.06,2.67,34.0,0.0384697338499738,-1.257390081014777,-9.18011440677966,0,1,0,0,0.0
(주)에버종합건설,88741,2022,-1.85,-5.54,-1.36,-0.94,143.66,53.12,282.36,257.7,24.62,29.42,1.91,96.82,26.15,7.41,1.92,1.29,11.21,10.6,7.26,4.27,-0.0122511011466999,1.4286789135278972,1.43,-0.25,108.45,31.6,-26.22,6368.07,11.11,35949.81,7.67,16.81,91.45,1.4497759930747944,18.02,5.01,3981.57,1.49,1.46,61.61,1.5,21.0,0.0177310267306379,-1.2078996995145488,-6.255565637065637,0,1,0,0,0.0
주식회사애스큠케어,66115,2015,12.82,26.4,10.16,7.18,121.98,73.12,381.64,355.97,38.47,16.24,0.82,90.15,20.76,8.34,1.44,1.17,7.03,6.28,5.27,1.0,0.0,0.0,-27.18,-29.77,9.92,-35.83,25.73,2469.21,28.71,996.77,20.29,5.79,35.1,0.0,3.22,2.32,54.72,1.22,1.19,15.05,1.3,16.0,0.2188744924979095,-2.219741271458605,-1.1579413383426878,0,1,0,0,0.0
주식회사아이트로닉스,46177,2022,34.87,67.84,10.09,14.68,178.1,125.67,40.73,37.55,14.87,20.84,3.6,47.52,71.06,2.38,1.84,2.43,1.03,0.52,0.72,0.39,0.0,0.0,10.04,-21.18,71.53,-5.95,13.89,2458.94,9.73,31.19,14.16,17.13,52.53,0.0,4.43,1.73,2.26,0.76,0.72,1.65,1.28,24.0,0.2343808410743919,-0.4500591988052692,-1.3593461579607675,0,1,0,0,0.0
주식회사티티에스,51931,2022,4.25,5.65,2.5,3.06,99.47,58.59,143.42,89.98,44.25,-0.2,5.3,36.77,41.08,6.15,2.75,3.0,6.11,5.87,7.23,1.67,0.0070614336119764,-1.122819264167806,-1.12,-8.16,3.49,-5.34,3.58,7885.18,15.48,31.69,18.94,15.82,65.95,0.8172332865052799,5.05,3.26,1.59,0.92,0.81,1.31,2.13,21.0,0.206562914640151,-0.7795509875260564,-5.295679766561495,0,1,0,0,0.0
(주)동하정밀,46965,2022,8.84,11.31,6.88,5.06,81.49,67.09,350.16,151.87,60.84,-6.24,8.94,27.49,22.21,10.48,2.29,1.63,1.27,1.25,0.96,1.52,0.306650097738944,-7.280766198984001,-7.28,-14.2,-4.36,20.88,-4.37,4222.1,13.62,21.11,10.01,16.24,70.4,1.360088399352643,6.94,6.26,2.06,1.41,1.31,1.83,4.57,31.0,0.0857754952770449,-7.034088218179281,-1.5344830209835014,0,1,0,0,0.0
(주)한국물류,86298,2022,3.81,4.59,3.28,1.79,29.43,22.02,623.52,260.98,71.51,-25.45,6.56,10.62,13.82,13.47,1.76,0.95,3.21,3.18,1.74,0.58,0.118272355864568,-0.3136537072131443,-0.31,-1.49,-0.17,27.94,-0.33,1774.39,8.22,9.32,4.48,21.23,55.85,1.834890960394076,29.44,24.02,2.08,1.85,1.83,2.05,14.629600000000046,25.0,0.0451232350855542,-25.82960303015397,-1.9411829944547128,0,1,0,0,0.0
주식회사프라브,98932,2022,2.84,3.11,2.54,40.51,2.34,2.34,845.61,570.22,81.77,-58.89,1.66,1.41,10.58,14.06,1.42,22.32,3.66,3.65,57.89,29.07,0.0062416441573917,1.1723680304664106,1.17,50.31,0.7,10.33,-1.25,3214.66,5.2,5.41,82.86,26.94,91.54,0.0627410202271408,23.03,5.35,0.06,0.06,0.06,0.06,5.35,19.0,0.4211044297206395,-1.488210456027338,-11.657953846153848,0,1,0,0,0.0
(주)켐텍,45505,2014,11.06,15.28,5.63,11.9,86.05,67.61,103.5,62.81,36.82,-4.31,7.91,26.56,49.14,5.5,2.6,5.56,2.71,2.71,5.82,3.0,0.0440528950128846,-3.368508089714475,-3.37,-9.56,-0.92,-23.34,-3.08,1441.34,13.58,50.42,28.72,19.36,63.84,0.4728378522631739,2.6,2.19,1.73,0.47,0.46,0.64,1.69,30.0,0.2685145444307222,-1.4568258112644537,-1.9998506587017968,0,1,0,0,0.0
(주)씨스테인웨그로지스틱스코리아,45714,2021,88.55,0.0,6.17,38.36,223.7,223.7,7.49,4.87,0.0,5.61,135.19,10.14,93.03,4.65,4.34,27.1,0.37,-1.2,-7.5,-7.2404,0.0109464442122992,-0.7947534988346185,-0.79,-23.42,2.63,-38.05,-1.05,4011.52,8.92,16.69,55.41,48.91,66.68,0.1609280455896768,10.47,1.38,0.3,0.16,0.16,0.18,1.38,20.0,0.3178327517778141,-7.597048327137546,-0.7705904977375566,0,1,0,0,0.0
거림테크주식회사,50211,2022,43.82,304.1,14.66,11.82,300.07,259.85,50.3,29.33,4.82,39.05,73.02,58.56,66.53,14.75,12.05,7.38,7.05,6.45,4.97,-0.38,-0.0959693725772424,9.548503163948018,9.55,0.05,26.53,19.77,0.9,13943.31,19.49,120.77,15.71,46.96,58.39,1.240753835234057,4.23,2.45,7.58,1.63,1.3,3.35,2.12,22.0,0.1410582582498956,-0.9145357626101092,-15.77125609571634,0,1,0,0,0.0
(주)의신정밀,60783,2022,68.99,18189.750000000306,12.41,13.7,561.26,546.45,21.93,17.29,0.04,65.41,61.82,79.59,82.01,9.73,8.15,8.4,9.59,8.91,9.35,-0.71,-0.075796663363428,11.068314545615616,11.07,11.79,8.33,2.74,9.1,5646.49,20.09,107.64,22.18,37.9,67.09,0.9057326056232954,3.88,1.24,4.99,0.97,0.95,4.62,1.2,28.0,0.127240581767654,-0.3772840156666898,-60.50478749052834,0,1,0,0,0.0
거우인터내셔날,78864,2017,33.59,0.0,25.73,4.8,108.08,72.11,327.56,316.62,0.0,5.98,1.76,80.04,23.39,12.27,3.05,0.5,3.16,2.81,0.55,-0.07,0.0616464406734467,-10.247812178978712,-10.25,-14.57,12.58,28.45,245.39,764.05,8.65,616.51,1.61,31.26,56.7,5.360228468407775,14.87,9.03,592.66,6.05,5.07,28.44,6.17,24.0,0.0293833073482837,-12.156739197997334,-0.7313023562069885,0,1,0,0,0.0
비지엠주식회사,67038,2022,9.47,42.88,7.87,7.14,91.04,50.33,492.05,491.85,18.35,-7.44,26.71,75.64,16.89,6.55,1.4,1.0,1.61,1.6,1.14,0.54,0.01555039394026,61.68684342160893,62.51120000000005,138.33,-3.16,25.9,-3.57,2972.04,4.19,17.65,3.81,26.19,74.22,1.10234123260236,7.62,3.91,4.55,1.41,1.41,4.45,2.05,12.0,0.023766244819387,-110.55530265598549,-22.37512459016393,0,1,0,0,0.0
삼원액트주식회사,61990,2022,76.5,751.24,10.8,12.9,696.32,531.71,16.44,12.36,1.44,63.28,77.42,73.89,85.88,16.33,14.25,15.6,16.9,16.31,18.35,-0.61,0.0082535661965386,13.179684550233144,13.18,18.4,0.63,11.92,1.61,19327.19,25.03,108.17,29.89,52.19,72.64,0.8374606626832275,5.24,1.6,3.61,0.91,0.89,3.22,1.23,22.0,0.157834931687113,-2.0108195628384045,-5.386725730994152,0,1,0,0,0.0
서울엔이티(주),41992,2022,70.46,148.8,10.98,19.47,249.93,247.4,18.46,12.44,7.38,15.74,31.34,26.25,84.42,10.91,9.3,15.48,10.56,10.54,18.2,0.27,0.0106440826789766,5.495025301526166,5.5,33.1,-1.76,-3.42,-1.88,7428.9,17.21,24.9,30.51,50.74,87.0,0.563980365922962,11.7,2.47,0.81,0.6,0.58,0.76,2.45,29.0,0.0676203638014979,-0.6731399738559127,-3.3651390739738094,0,1,0,0,0.0
주식회사유플러스아이티,85945,2022,27.02,98.06,15.15,5.34,153.29,153.29,127.71,106.14,15.45,24.84,114.39,71.45,43.92,35.25,17.56,5.53,20.23,20.14,7.16,0.11,0.0,0.0,-1.72,-4.04,4.59,-20.1,0.43,8296.61,47.48,422.32,16.74,33.06,51.21,0.0,25.66,3.89,25.28,3.17,2.81,10.16,3.89,17.0,0.1382305401930863,-2.537516060444121,-0.3019918809201624,0,1,0,0,0.0
삼일테크주식회사,52269,2022,31.36,74.12,10.08,6.6,330.18,302.65,47.38,30.82,13.6,48.14,118.84,69.05,67.85,24.36,14.3,9.67,13.62,13.11,8.93,-0.19,0.21985718939816,-7.676556574463469,-7.68,-8.51,-5.77,104.19,-0.75,6008.42,39.35,148.67,25.75,37.54,52.59,1.5283693320004383,5.3,2.59,5.75,1.48,1.47,4.79,2.12,25.0,0.1646278844655612,-6.632989360696867,-11.310969193128305,0,1,0,0,0.0
주식회사태일씨앤티,86000,2022,13.2,43.54,7.82,1.5,153.75,153.5,145.39,122.21,17.97,26.77,20.78,76.58,40.75,34.91,15.3,2.37,18.13,16.83,3.04,-0.06,0.0875469016036672,12.050869500487853,12.05,20.48,-8.82,18.9,36.24,5243.94,31.99,250.36,6.12,38.71,52.72,5.230983879854626,10.09,7.48,47.22,6.357200000000002,5.404400000000005,21.3,7.47,30.0,0.0445508956421378,-3.124640211605741,-4.379139822646857,0,1,0,0,0.0
대광고분자(주),76255,2022,12.73,16.33,8.0,7.03,69.44,60.45,169.24,133.25,49.0,-15.12,8.18,34.37,37.14,12.11,4.32,3.74,6.48,6.47,5.6,1.48,-0.0169799759785746,3.295822340896405,3.3,5.06,2.4,17.92,2.65,2541.93,14.11,21.68,12.4,30.15,69.84,1.1378399782743296,6.66,3.96,1.77,1.16,1.16,1.75,3.39,34.0,0.0793877016857706,-1.1130435780261831,-5.739432966232821,0,1,0,0,0.0
(주)에스앤디,45208,2015,19.97,44.06,6.44,8.39,273.01,183.84,47.56,24.7,14.61,28.96,87.89,45.69,67.77,1.99,1.39,1.74,1.51,1.33,1.73,0.28,0.0538248090439049,-0.3852195583309831,-0.39,10.12,-7.78,21.45,-10.7,2300.16,11.45,27.55,14.93,11.65,67.38,0.7671158005723349,5.12,2.6,1.74,0.8,0.77,1.36,1.76,26.0,0.138730917827573,-4.968602672688445,-1.875656858997039,0,1,0,0,0.0
용화여객자동차(주),96472,2022,43.7,562.5,21.04,11.34,54.34,53.74,92.9,49.53,3.74,-11.72,34.63,13.95,51.84,7.69,3.7,2.07,1.94,1.93,1.08,0.09,-0.0392658489607325,-6.869341579468864,-6.87,61.16,-12.84,7.33,-4.98,3815.72,35.69,48.61,19.23,10.76,70.99,1.855484479469516,0.0,16.65,2.46,1.79,1.79,2.01,14.629600000000046,44.0,0.1375311007563183,-3.062794882597095,-2.4579969792029743,0,1,0,0,0.0
고령컨트리클럽주식회사,53897,2022,4.6,4.96,3.11,28.64,17.43,17.43,208.43,21.82,62.73,-5.84,1.37,1.23,32.42,7.3,2.29,21.03,4.51,4.47,41.15,18.62,0.027849325959495,-0.1156109371275208,-0.12,-5.64,-0.04,-6.38,-0.04,2737.78,9.27,9.46,85.38,24.63,70.49,0.1085941865966183,281.48,8.55,0.11,0.11,0.11,0.11,8.55,23.0,0.5884517685363788,-2.177341048325076,-1.5031295371968882,0,1,0,0,0.0
주식회사청명건설,87887,2019,92.55,105.57,83.81,30.95,106.47,31.71,958.99,958.28,79.39,5.86,11.79,96.35,9.44,74.43,3.77,1.89,5.6,5.59,2.81,0.57,-3.4552589155649773,-41.81686751571759,-41.82,-43.94,0.0,147.28,0.0,442.12,7.94,217.45,2.93,64.49,96.81,2.7074562950944303,0.0,12.26,148.25,1.99,1.99,148.25,2.02,7.0,0.0566300546589127,-27.74241180893041,-1.1548315241069949,0,1,0,0,0.0
블루포션게임즈(주),95160,2022,45.94,235.98,10.74,15.41,399.23,399.23,30.49,25.95,4.55,59.5,123.75,79.39,76.63,13.87,11.13,14.26,10.74,10.14,13.29,-0.59,0.0704929370391352,20.935524474361,20.94,9.44,103.07,-13.97,73.73,10361.57,32.25,2643.38,46.3,30.8,45.88,0.6966078145017611,14.27,0.92,72.48,0.78,0.76,4.53,0.92,6.0,0.8670591675249998,-0.9226879200350528,-14.84319918878046,0,1,0,0,0.0
(주)로지스캠프,73878,2022,12.8,21.01,7.54,25.35,17.49,17.49,143.5,102.37,35.89,-34.69,15.54,7.35,41.07,1.07,0.46,1.47,2.77,2.76,9.17,3.91,-0.125040659744713,2.5006664120052995,2.5,170.05160000000038,-2.56,9.56,-2.78,2589.69,18.23,20.42,61.27,2.4,47.56,0.2975035641450387,240.71,6.05,0.33,0.31,0.3,0.32,6.05,11.0,0.9083033927508108,-8.17167381974249,-8.568008568008567,0,1,0,0,0.0
(주)지넷시스템,50261,2022,27.8,50.96,7.79,6.56,749.0,442.84,38.94,12.76,15.29,59.61,125.97,68.8,71.98,15.49,11.73,9.05,14.19,13.75,11.29,0.06,-0.057203692049496,5.377491644713574,5.38,15.19,-11.29,19.93,-2.02,8727.47,27.51,107.84,23.18,39.03,53.99,1.1870220542580758,14.32,2.99,4.6,1.3,1.22,3.58,1.85,26.0,0.1693795041030123,-1.0317631940350889,-1.1037045002298616,0,1,0,0,0.0
주식회사누리엔,58139,2022,14.99,20.13,10.28,19.46,19.96,19.48,218.11,181.29,51.06,-45.62,2.22,11.38,31.44,19.11,5.72,10.4,8.32,8.22,15.41,3.24,0.0712676984126867,1.985047174042761,1.99,36.2,-1.2,47.71,-5.12,4744.61,27.53,32.84,52.12,19.95,61.15,0.5282040998869046,35.31,5.51,0.61,0.55,0.53,0.59,5.35,16.0,0.8458509399134673,-1.372593956825341,-3.766488047808765,0,1,0,0,0.0
삼봉해운주식회사,86299,2022,23.04,24.17,16.08,74.54,8.94,8.94,230.85,86.66,66.51,-23.85,8.72,2.34,30.23,27.69,7.11,34.1,10.08,10.08,48.34,3.16,-0.043051160341245,-6.38683182780916,-6.39,170.05160000000038,-8.0,13.56,-8.0,5214.3,18.81,19.26,87.24,39.08,96.2,0.2156528479543074,0.0,14.31,0.21,0.21,0.21,0.21,14.31,7.0,0.5166433608084807,-36.23632582377176,-1.1489308570318228,0,1,0,0,0.0
(주)삼성정밀,53273,2022,7.68,9.64,5.19,3.33,69.7,26.08,208.9,144.64,53.86,-14.19,3.34,32.64,32.37,3.57,1.14,0.73,2.81,2.79,1.83,1.71,0.0206177663238326,-3.927996184951213,-3.93,-10.9,-0.14,16.71,0.42,4348.93,12.4,19.44,7.95,9.15,73.99,1.5602705194839883,15.86,11.9,2.39,1.56,1.53,2.31,4.5,30.0,0.0303699767522737,-2.7199326448479417,-1.7211309622086397,0,1,0,0,0.0
(주)에프디에스,92388,2020,57.49,66.05,38.21,58.99,157.46,19.78,198.23,188.17,57.85,36.26,19.48,99.35,33.53,39.06,9.41,16.92,15.4,15.39,27.66,6.4,0.2689827593349951,-24.76005393275306,-24.76,-24.87,-3.43,66.77,-29.84,2385.67,20.11,37307.06,31.05,54.48,92.7,0.6477613933649705,267.05,6.3,990.72,0.56,0.56,98.55,0.56,19.0,0.1477988092665821,-19.31646391427671,-1.161432956871068,0,1,0,0,0.0
흥진산업주식회사,52195,2022,7.55,10.34,4.78,5.03,51.21,17.16,172.86,75.32,46.27,-13.47,1.37,14.14,36.65,7.79,2.07,1.93,2.94,2.94,2.75,1.67,0.371795233995882,28.33932265678484,28.34,-6.79,36.83,13.49,37.07,4828.56,13.86,16.35,14.57,13.21,56.96,0.9512125799462876,19.74,18.88,1.3,1.08,1.07,1.28,6.49,24.0,0.0925491191350034,-3.1259428548572927,-1.5709188832452732,0,1,0,0,0.0
(주)오성알에프,70340,2022,51.18,105.25,10.57,13.87,469.22,422.62,26.03,15.92,10.04,46.64,243.52,59.27,79.35,47.71,50.17880000000001,41.37,13.46,12.19,14.56,-0.93,0.2153668917295298,21.80811268570661,21.81,-1.85,87.6,-8.2,-22.92,14774.32,39.5,1782.36,51.82,79.83,89.07,0.762245818562599,5.04,1.44,29.68,1.22,0.84,2.44,1.27,11.0,0.0891887142726368,-3.9701840055873343,-1.640318857959863,0,1,0,0,0.0
주식회사나경,85586,2022,13.86,15.82,6.93,10.21,193.07,122.95,100.06,36.77,43.82,17.11,41.96,35.49,49.99,7.93,3.86,5.61,4.37,4.26,6.28,1.74,-1.383860676549436,-0.1396419595189117,-0.14,9.43,-4.72,17.88,-5.64,9097.13,14.82,23.92,21.83,25.72,76.41,0.6787928492921148,5.41,3.14,1.05,0.69,0.68,1.03,2.0,11.0,0.1197851745974171,-1.7924395265565365,-29.061423373571603,0,1,0,0,0.0
(주)리빙지코,92918,2022,6.54,19.36,4.47,14.86,133.32,126.75,216.83,194.07,23.11,20.41,17.49,81.66,31.56,-5.84,-2.46,-6.41,1.42,-0.72,-2.33,-4.1,0.093709705471584,6.913923512573339,6.91,14.94,-18.45,100.49,-35.53,1019.29,4.85,589.09,16.12,-39.74,-27.65,0.301092860598777,3.28,0.43,28.64,0.38,0.31,1.48,0.39,19.0,0.4089639226102312,-1.3021892653559572,-11.351017272759147,0,1,0,0,0.0
동인철강산업주식회사,84646,2022,23.66,53.09,12.65,3.39,152.41,137.39,114.8,88.99,23.82,21.71,21.58,63.14,46.55,47.57,20.27,4.8,24.16,24.12,5.91,0.22,-0.0923989533459972,20.96038290311826,20.96,35.84,1.85,74.35,2.57,10033.92,29.47,87.51,7.91,60.7,87.65,3.726656452971131,11.68,7.64,11.28,4.22,4.08,10.2,6.8,24.0,0.019041415737544,-1.6806526506591444,-3.935373526506005,0,1,0,0,0.0
(주)케이티이,77103,2022,64.28,253.14,22.25,10.76,183.85,123.69,52.93,30.57,8.79,16.76,43.16,36.75,65.39,43.28,24.44,11.25,22.19,22.17,10.96,0.17,0.0888204675960543,-4.327035738580631,-4.33,-3.78,-4.64,27.74,-5.21,12709.91,36.86,65.9,17.83,63.12,89.22,2.067693373824402,19.72,8.76,3.56,2.17,2.02,3.19,5.52,10.0,0.1273255045822149,-12.06097293772416,-1.0479216077327094,0,1,0,0,0.0
농업회사법인주식회사갑부농원,81504,2019,-15.5992,-27.4584,-8.5176,-11.7636,239.71,46.34,4199.72640000004,2976.614400000009,89.59800000000004,54.67,0.12,93.8,2.3252,-22.95,-1.86,-8.6,2.89,1.92,8.92,14.5,-0.2626467878511595,-20.558134919139462,-20.56,-20.59,-20.15,-22.04,-22.22,454.51,5.99,1223.77,24.57,-35.0,66.54,0.2437778021994819,791.458800000012,1.09,43.58,0.22,0.22,3.49,0.23,11.0,0.1842383783783783,-2.428230364451374,-1.7013380631850803,0,1,0,0,0.0
주식회사제드,89221,2022,-1.85,-2.11,-1.78,-8.5,4.82,4.82,2370.82,2290.54,84.18,-72.0788,4.15,4.47,4.05,-71.74,-4.43,-21.65,-3.22,-3.23,-15.79,10.13,-0.1741537228127633,-4.367497640599229,-4.37,-31.06,-2.6,23.95,-2.6,1074.13,7.75,8.12,37.08,-58.38,21.57,0.2091337745934791,24.73,3.82,0.22,0.2,0.2,0.22,3.82,6.0,0.9979350217038075,-5.9302,-0.1324829096108306,0,1,0,0,0.0
(주)신흥티지,95365,2022,14.21,17.81,10.43,18.88,55.71,40.79,276.46,168.98,58.57,-19.88,13.12,25.01,26.56,55.55,11.87,20.9,12.71,12.65,22.56,4.56,0.4992281100494494,3.024565935610661,3.02,20.73,-1.78,60.15,-3.06,4346.74,23.07,31.5,41.74,50.06,84.43,0.5526100031390992,6.57,3.69,0.74,0.57,0.56,0.73,2.42,19.0,0.0927905998969347,-4.771853874471916,-1.51128909322147,0,1,0,0,0.0
케이웨더(주),47838,2022,16.92,23.81,5.69,5.17,457.93,386.99,50.62,15.24,23.89,36.23,62.49,46.35,66.39,8.63,4.04,3.73,5.11,4.43,4.13,-0.01,0.2954262558089235,-4.784832261387182,-4.86,-5.1,-4.65,50.51,-0.81,1983.3,12.78,24.93,11.62,32.13,56.69,1.0781170936295204,18.14,2.9,2.14,1.08,1.07,2.0,2.31,27.0,0.2540486819792042,-1.3137491795160714,-1.5111662199227862,0,1,0,0,0.0
(주)월드이엔지,86967,2019,9.43,13.69,4.85,8.44,69.12,53.11,105.65,94.74,35.4,-14.22,8.94,31.84,48.63,-0.31,-0.15,-0.26,1.42,1.37,2.47,1.83,-0.0105521297083813,-6.681201909928178,-6.68,-15.78,-1.72,-19.7,0.63,1135.0,8.47,16.54,14.76,-1.76,50.72,0.5740515351745054,2.47,1.92,1.12,0.56,0.55,0.83,1.65,14.0,0.1311936977951023,-1.4373576493447335,-0.8219782195747192,0,1,0,0,0.0
주식회사한일정공,49345,2022,32.33,88.08,14.18,12.07,279.74,240.85,78.11,37.2,16.1,37.54,38.93,58.43,56.15,32.78,17.39,14.34,20.75,20.03,16.9,-0.09,-0.0288237349705051,1.8640482604791644,1.86,11.34,-9.02,13.02,-3.83,6506.19,26.18,65.78,22.29,64.34,85.83,1.174691819244939,5.17,2.39,2.89,1.21,1.19,2.69,2.12,41.0,0.0503623453501742,-2.851509472660555,-1.1713514435695538,0,1,0,0,0.0
대원디씨,63718,2022,32.28,58.74,15.86,11.13,137.89,123.73,96.55,71.09,26.99,13.7,19.8,49.87,50.88,32.93,15.63,9.9,19.3,18.93,12.09,0.42,-0.0743728474515013,22.070802658094617,22.07,32.18,13.44,37.53,14.31,6039.38,30.38,61.64,21.33,46.43,83.17,1.4244540600380036,5.89,3.74,3.08,1.58,1.57,3.02,3.25,30.0,0.0427542573580051,-1.4764125297234976,-3.990956458090551,0,1,0,0,0.0
주식회사케이팜,92843,2022,29.97,0.0,22.82,4.99,129.21,85.19,319.34,319.34,0.0,22.24,20.16,98.4,23.85,79.52,18.32,3.85,23.17,22.94,4.83,-0.05,-0.1625619864949006,8.010095386690006,8.01,7.83,20.26,8.76,-28.91,4338.3,30.03,7893.03,6.56,58.62,84.93,4.576657821408294,11.61,7.55,999.66,4.76,4.75,311.91,4.83,5.0,0.0411315734999324,-2.303136968339281,-1.426065056710812,0,1,0,0,0.0
주식회사희성,64830,2022,9.92,15.63,5.2,4.22,28.97,24.36,109.97,103.14,33.26,-34.89,5.08,14.23,47.62,8.98,4.14,3.32,7.14,7.14,5.79,1.24,0.0182045303021625,0.0879784832352445,0.09,-4.15,0.83,-1.58,0.31,2027.43,13.48,15.98,10.93,30.36,59.49,1.2329111183817252,14.36,10.05,1.46,1.25,1.23,1.44,8.48,14.0,0.0765535591478802,-2.639053429907997,-1.0831598933800708,0,1,0,0,0.0
그린에코주식회사,52299,2015,9.2,12.96,2.5,16.41,14.88,14.88,37.36,28.27,19.3,-17.52,5.61,3.06,72.8,1.02,1.22,4.84,1.94,1.91,12.89,8.21,0.1504583969085109,-5.870510222300182,-5.87,-62.44,-1.17,20.11,-8.01,1138.72,7.58,15.43,49.71,9.73,84.88,0.1524623939166065,4.96,2.72,0.3,0.25,0.15,0.16,2.72,19.0,0.127616897434252,-1.8226696779803,-1.07436125,0,1,0,0,0.0
(주)세영기업,92911,2022,27.34,268.91,18.94,6.97,81.68,81.68,225.41,183.27,7.04,-10.32,14.18,46.0,30.73,31.01,11.89,3.28,7.64,4.03,1.41,-1.15,-0.001652846847062,11.307578188133975,11.31,32.66,-2.12,1.72,3.34,2714.98,33.43,105.97,12.31,26.66,38.54,2.7162024048293607,9.74,6.73,8.75,3.62,2.86,4.98,6.73,30.0,0.0989977993729151,-1.951047863333148,-1.808492927094668,0,1,0,0,0.0
주식회사금곡골프프라자,39454,2019,4.21,4.89,3.41,22.6,34.85,34.82,422.21,360.48,69.62,-44.97,0.11,24.05,19.15,1.35,0.26,1.7,3.23,2.71,18.17,14.05,-0.0212664723002667,-1.766901485495959,-1.77,1.22,-2.68,-5.93,-3.15,1286.11,11.87,15.93,78.74,2.16,55.46,0.1507182808208206,63.17,0.63,0.2,0.15,0.15,0.2,0.63,22.0,0.818267361162129,-4.306524792595063,-1.2177453689284603,0,1,0,0,0.0
동신부로아(주),81478,2022,5.86,7.06,4.49,6.78,53.83,52.3,328.45,185.73,63.63,-20.01,18.39,23.34,23.34,15.17,3.48,5.07,5.19,4.88,7.43,2.28,0.1380006368973412,-1.7603699561502324,-1.76,0.65,-2.47,29.35,-1.41,2667.75,12.5,17.18,18.88,26.86,70.08,0.6621655246787501,8.09,2.93,0.9,0.69,0.66,0.85,2.85,17.0,0.1005165635280168,-2.715410795649812,-1.715390444335192,0,1,0,0,0.0
홍진실업(주),64421,2022,37.09,80.12,23.3,12.35,178.8,103.36,168.97,133.5,29.08,39.11,43.96,88.75,37.18,25.07,8.42,4.82,9.63,9.27,5.4,0.22,-0.3478509396293565,-16.613302588420545,-16.61,-16.94,-13.95,81.49,-22.17,8641.51,42.16,582.7,22.34,21.58,42.92,1.8874370918818224,20.34,4.44,22.83,1.75,1.72,15.52,1.93,28.0,0.1950585634052078,-142.35994184783516,-2.0422025425754216,0,1,0,0,0.0
