,회사명,거래소코드,회계년도,GAAP(개별) 기업수명주기,GAAP(연결) 기업수명주기,IFRS(개별) 기업수명주기,IFRS(개별)(비교) 기업수명주기,IFRS(연결) 기업수명주기,IFRS(연결)(비교) 기업수명주기
1626,(주)디모아,16670,2020/12,도입기,성장기,도입기,도입기,성장기,성장기
1627,(주)디모아,16670,2021/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1628,(주)디모아,16670,2022/12,,쇠퇴기,,,쇠퇴기,
1629,(주)디바이스이엔지,187870,2012/12,성장기,,,,,
1630,(주)디바이스이엔지,187870,2013/12,도입기,,,,,
1631,(주)디바이스이엔지,187870,2014/12,도입기,,,,,
1632,(주)디바이스이엔지,187870,2015/12,성숙기,,성숙기,성숙기,,
1633,(주)디바이스이엔지,187870,2016/12,성숙기,,성숙기,성숙기,,
1634,(주)디바이스이엔지,187870,2017/12,도입기,,도입기,도입기,,
1635,(주)디바이스이엔지,187870,2018/12,성숙기,,성숙기,성숙기,,
1636,(주)디바이스이엔지,187870,2019/12,성숙기,,성숙기,성숙기,,
1637,(주)디바이스이엔지,187870,2020/12,성장기,,성장기,성장기,,성장기
1638,(주)디바이스이엔지,187870,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1639,(주)디바이스이엔지,187870,2022/12,,,,,,
1640,(주)디스플레이테크,66670,2012/12,성장기,,성장기,성장기,,
1641,(주)디스플레이테크,66670,2013/12,도입기,,도입기,도입기,,
1642,(주)디스플레이테크,66670,2014/12,성숙기,,성숙기,성숙기,,
1643,(주)디스플레이테크,66670,2015/12,성숙기,,성숙기,성숙기,,
1644,(주)디스플레이테크,66670,2016/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1645,(주)디스플레이테크,66670,2017/12,성숙기,,성숙기,성숙기,,
1646,(주)디스플레이테크,66670,2018/12,성숙기,,성숙기,성숙기,,
1647,(주)디스플레이테크,66670,2019/12,성숙기,,성숙기,성숙기,,성숙기
1648,(주)디스플레이테크,66670,2020/12,,,,,,
1649,(주)디스플레이테크,66670,2021/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1650,(주)디스플레이테크,66670,2022/12,성숙기,성숙기,성숙기,,성숙기,
1651,(주)디알젬,263690,2012/12,도입기,,,,,
1652,(주)디알젬,263690,2013/12,도입기,,,,,
1653,(주)디알젬,263690,2014/12,성장기,,,,,
1654,(주)디알젬,263690,2015/12,성장기,,,성장기,,성장기
1655,(주)디알젬,263690,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1656,(주)디알젬,263690,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1657,(주)디알젬,263690,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1658,(주)디알젬,263690,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1659,(주)디알젬,263690,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1660,(주)디알젬,263690,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1661,(주)디알젬,263690,2022/12,성장기,성장기,성장기,,성장기,
1662,(주)디알텍,214680,2015/12,,,,,,
1663,(주)디알텍,214680,2016/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1664,(주)디알텍,214680,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
1665,(주)디알텍,214680,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1666,(주)디알텍,214680,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1667,(주)디알텍,214680,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
1668,(주)디알텍,214680,2021/12,성숙기,,성숙기,성숙기,,
1669,(주)디알텍,214680,2022/12,성장기,성장기,성장기,,성장기,
1670,(주)디앤씨미디어,263720,2016/12,성장기,,성장기,성장기,,
1671,(주)디앤씨미디어,263720,2017/12,성장기,,성장기,성장기,,성장기
1672,(주)디앤씨미디어,263720,2018/12,,성장기,,,성장기,성장기
1673,(주)디앤씨미디어,263720,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1674,(주)디앤씨미디어,263720,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1675,(주)디앤씨미디어,263720,2021/12,,성장기,,,성장기,성장기
1676,(주)디앤씨미디어,263720,2022/12,성숙기,성숙기,성숙기,,성숙기,
1677,(주)디에스앤엘,141020,2012/12,성장기,,성장기,성장기,,성장기
1678,(주)디에스앤엘,141020,2013/12,도입기,도입기,도입기,도입기,도입기,도입기
1679,(주)디에스앤엘,141020,2014/12,도입기,도입기,도입기,도입기,도입기,도입기
1680,(주)디에스앤엘,141020,2015/12,,쇠퇴기,,,쇠퇴기,쇠퇴기
1681,(주)디에스앤엘,141020,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1682,(주)디에스앤엘,141020,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1683,(주)디에스앤엘,141020,2018/12,도입기,도입기,도입기,성장기,도입기,도입기
1684,(주)디에스앤엘,141020,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1685,(주)디에스앤엘,141020,2020/12,성장기,쇠퇴기,성장기,성장기,쇠퇴기,
1686,(주)디에스앤엘,141020,2021/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1687,(주)디에스앤엘,141020,2022/12,도입기,,도입기,,,
1688,(주)디에스이엔,65150,2012/12,,,,,,
1689,(주)디에스이엔,65150,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1690,(주)디에스이엔,65150,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
1691,(주)디에스이엔,65150,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
1692,(주)디에스이엔,65150,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1693,(주)디에스이엔,65150,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1694,(주)디에스이엔,65150,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1695,(주)디에스이엔,65150,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1696,(주)디에스이엔,65150,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1697,(주)디에스이엔,65150,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1698,(주)디에스이엔,65150,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
1699,(주)디에스케이,109740,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1700,(주)디에스케이,109740,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1701,(주)디에스케이,109740,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1702,(주)디에스케이,109740,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
1703,(주)디에스케이,109740,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
1704,(주)디에스케이,109740,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1705,(주)디에스케이,109740,2018/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
1706,(주)디에스케이,109740,2019/12,,도입기,,,도입기,도입기
1707,(주)디에스케이,109740,2020/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
1708,(주)디에스케이,109740,2021/12,성장기,쇠퇴기,성장기,성장기,쇠퇴기,쇠퇴기
1709,(주)디에스케이,109740,2022/12,성장기,성장기,성장기,,성장기,
1710,(주)디에이테크놀로지,196490,2012/12,성장기,,,성장기,,
1711,(주)디에이테크놀로지,196490,2013/12,도입기,,도입기,도입기,,도입기
1712,(주)디에이테크놀로지,196490,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
1713,(주)디에이테크놀로지,196490,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
1714,(주)디에이테크놀로지,196490,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1715,(주)디에이테크놀로지,196490,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
1716,(주)디에이테크놀로지,196490,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1717,(주)디에이테크놀로지,196490,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1718,(주)디에이테크놀로지,196490,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
1719,(주)디에이테크놀로지,196490,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1720,(주)디에이테크놀로지,196490,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
1721,(주)디엔에이링크,127120,2012/12,도입기,,도입기,도입기,,
1722,(주)디엔에이링크,127120,2013/12,,,,,,
1723,(주)디엔에이링크,127120,2014/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
1724,(주)디엔에이링크,127120,2015/12,도입기,도입기,도입기,도입기,도입기,도입기
1725,(주)디엔에이링크,127120,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1726,(주)디엔에이링크,127120,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1727,(주)디엔에이링크,127120,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
1728,(주)디엔에이링크,127120,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1729,(주)디엔에이링크,127120,2020/12,,,,,,
1730,(주)디엔에이링크,127120,2021/12,,,,,,
1731,(주)디엔에이링크,127120,2022/12,성장기,성장기,성장기,,성장기,
1732,(주)디엔에프,92070,2012/12,성장기,,성장기,성장기,,
1733,(주)디엔에프,92070,2013/12,도입기,,도입기,도입기,,
1734,(주)디엔에프,92070,2014/12,성숙기,,성숙기,성숙기,,
1735,(주)디엔에프,92070,2015/12,성숙기,,성숙기,성숙기,,
1736,(주)디엔에프,92070,2016/12,성장기,,성장기,성장기,,
1737,(주)디엔에프,92070,2017/12,성숙기,,성숙기,성숙기,,
1738,(주)디엔에프,92070,2018/12,성장기,,성장기,성장기,,
1739,(주)디엔에프,92070,2019/12,성숙기,,성숙기,성숙기,,성숙기
1740,(주)디엔에프,92070,2020/12,성장기,,성장기,성장기,,
1741,(주)디엔에프,92070,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1742,(주)디엔에프,92070,2022/12,성숙기,성숙기,성숙기,,성숙기,
1743,(주)디오,39840,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1744,(주)디오,39840,2013/12,도입기,도입기,도입기,도입기,도입기,도입기
1745,(주)디오,39840,2014/12,도입기,도입기,도입기,도입기,도입기,도입기
1746,(주)디오,39840,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1747,(주)디오,39840,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
1748,(주)디오,39840,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1749,(주)디오,39840,2018/12,도입기,성장기,도입기,도입기,성장기,성장기
1750,(주)디오,39840,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1751,(주)디오,39840,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
1752,(주)디오,39840,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1753,(주)디오,39840,2022/12,성장기,도입기,성장기,,도입기,
1754,(주)디와이디,219550,2015/12,,,,,,
1755,(주)디와이디,219550,2016/12,,,,,,
1756,(주)디와이디,219550,2017/12,,,,,,
1757,(주)디와이디,219550,2018/12,,,,,,
1758,(주)디와이디,219550,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1759,(주)디와이디,219550,2020/12,,,,,,
1760,(주)디와이디,219550,2021/12,도입기,,도입기,도입기,,
1761,(주)디와이디,219550,2022/12,도입기,,도입기,,,
1762,(주)디이엔티,79810,2012/12,성숙기,,성숙기,성숙기,,
1763,(주)디이엔티,79810,2013/12,,,,,,
1764,(주)디이엔티,79810,2014/12,,,,,,
1765,(주)디이엔티,79810,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
1766,(주)디이엔티,79810,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1767,(주)디이엔티,79810,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1768,(주)디이엔티,79810,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1769,(주)디이엔티,79810,2019/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1770,(주)디이엔티,79810,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1771,(주)디이엔티,79810,2021/12,,쇠퇴기,,,쇠퇴기,쇠퇴기
1772,(주)디이엔티,79810,2022/12,성장기,성장기,성장기,,성장기,
1773,(주)디지아이,43360,2012/12,성장기,,성장기,성장기,,
1774,(주)디지아이,43360,2013/12,쇠퇴기,,쇠퇴기,쇠퇴기,,쇠퇴기
1775,(주)디지아이,43360,2014/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,
1776,(주)디지아이,43360,2015/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1777,(주)디지아이,43360,2016/12,성숙기,,성숙기,성숙기,,
1778,(주)디지아이,43360,2017/12,성숙기,,성숙기,성숙기,,
1779,(주)디지아이,43360,2018/12,,,,,,
1780,(주)디지아이,43360,2019/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1781,(주)디지아이,43360,2020/12,,,,,,
1782,(주)디지아이,43360,2021/12,,,,,,
1783,(주)디지아이,43360,2022/12,성숙기,,성숙기,,,
1784,(주)디지캡,197140,2012/12,성장기,,,,,
1785,(주)디지캡,197140,2013/12,성장기,,,,,
1786,(주)디지캡,197140,2014/12,,,,,,
1787,(주)디지캡,197140,2015/12,,,,,,
1788,(주)디지캡,197140,2016/12,성장기,,성장기,성장기,,
1789,(주)디지캡,197140,2017/12,성장기,,성장기,성장기,,
1790,(주)디지캡,197140,2018/12,성장기,,성장기,성장기,,성장기
1791,(주)디지캡,197140,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1792,(주)디지캡,197140,2020/12,,성숙기,,,성숙기,성숙기
1793,(주)디지캡,197140,2021/12,,,,,,
1794,(주)디지캡,197140,2022/12,성숙기,성숙기,성숙기,,성숙기,
1795,(주)디지틀조선일보,33130,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1796,(주)디지틀조선일보,33130,2013/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1797,(주)디지틀조선일보,33130,2014/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1798,(주)디지틀조선일보,33130,2015/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1799,(주)디지틀조선일보,33130,2016/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1800,(주)디지틀조선일보,33130,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1801,(주)디지틀조선일보,33130,2018/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1802,(주)디지틀조선일보,33130,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1803,(주)디지틀조선일보,33130,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1804,(주)디지틀조선일보,33130,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1805,(주)디지틀조선일보,33130,2022/12,성숙기,성숙기,성숙기,,성숙기,
1806,(주)디케이앤디,263020,2012/12,성숙기,,,,,
1807,(주)디케이앤디,263020,2013/12,성장기,,,,,
1808,(주)디케이앤디,263020,2014/12,성장기,,,,,
1809,(주)디케이앤디,263020,2015/12,,,,,,
1810,(주)디케이앤디,263020,2016/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1811,(주)디케이앤디,263020,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1812,(주)디케이앤디,263020,2018/12,도입기,성장기,도입기,도입기,성장기,성장기
1813,(주)디케이앤디,263020,2019/12,도입기,성숙기,도입기,도입기,성숙기,성숙기
1814,(주)디케이앤디,263020,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1815,(주)디케이앤디,263020,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1816,(주)디케이앤디,263020,2022/12,,,,,,
1817,(주)디티앤씨,187220,2012/12,성장기,,,,,
1818,(주)디티앤씨,187220,2013/12,성장기,,성장기,성장기,,
1819,(주)디티앤씨,187220,2014/12,성장기,,성장기,성장기,,성장기
1820,(주)디티앤씨,187220,2015/12,성장기,도입기,성장기,성장기,도입기,도입기
1821,(주)디티앤씨,187220,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
1822,(주)디티앤씨,187220,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1823,(주)디티앤씨,187220,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1824,(주)디티앤씨,187220,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1825,(주)디티앤씨,187220,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
1826,(주)디티앤씨,187220,2021/12,성숙기,성장기,성숙기,성숙기,성장기,성장기
1827,(주)디티앤씨,187220,2022/12,성숙기,성장기,성숙기,,성장기,
1828,(주)디티앤씨알오,383930,2022/12,성장기,,성장기,,,
1829,(주)딜리,131180,2012/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1830,(주)딜리,131180,2013/12,,,,,,
1831,(주)딜리,131180,2014/12,,,,,,
1832,(주)딜리,131180,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
1833,(주)딜리,131180,2016/12,,,,,,
1834,(주)딜리,131180,2017/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1835,(주)딜리,131180,2018/12,성숙기,,성숙기,성숙기,,
1836,(주)딜리,131180,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1837,(주)딜리,131180,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1838,(주)딜리,131180,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1839,(주)딜리,131180,2022/12,성숙기,성숙기,성숙기,,성숙기,
1840,(주)딥노이드,315640,2017/12,도입기,,,,,
1841,(주)딥노이드,315640,2018/12,도입기,,,도입기,,
1842,(주)딥노이드,315640,2019/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1843,(주)딥노이드,315640,2020/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1844,(주)딥노이드,315640,2021/12,도입기,,도입기,도입기,,
1845,(주)딥노이드,315640,2022/12,,,,,,
1846,(주)라닉스,317120,2018/12,성장기,,성장기,성장기,,
1847,(주)라닉스,317120,2019/12,성장기,,성장기,성장기,,
1848,(주)라닉스,317120,2020/12,도입기,,도입기,도입기,,도입기
1849,(주)라닉스,317120,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1850,(주)라닉스,317120,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
1851,(주)라온테크,232680,2012/12,도입기,,,,,
1852,(주)라온테크,232680,2013/12,도입기,,,,,
1853,(주)라온테크,232680,2014/12,성장기,,,,,
1854,(주)라온테크,232680,2015/12,도입기,,,,,
1855,(주)라온테크,232680,2016/12,도입기,,,,,
1856,(주)라온테크,232680,2017/12,도입기,,,도입기,,
1857,(주)라온테크,232680,2018/12,,,,,,
1858,(주)라온테크,232680,2019/12,,,,,,
1859,(주)라온테크,232680,2020/12,,,,,,
1860,(주)라온테크,232680,2021/12,성장기,,성장기,성장기,,
1861,(주)라온테크,232680,2022/12,성숙기,,성숙기,,,
1862,(주)라온텍,418420,2012/12,도입기,,,,,
1863,(주)라온텍,418420,2013/12,쇠퇴기,,,,,
1864,(주)라온텍,418420,2021/12,성장기,,성장기,성장기,,
1865,(주)라온텍,418420,2022/12,성장기,,성장기,,,
1866,(주)라이트론,69540,2012/12,도입기,성장기,도입기,도입기,성장기,성장기
1867,(주)라이트론,69540,2013/12,도입기,도입기,도입기,도입기,도입기,도입기
1868,(주)라이트론,69540,2014/12,성장기,성장기,성장기,성장기,성장기,성장기
1869,(주)라이트론,69540,2015/12,,,,,,
1870,(주)라이트론,69540,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1871,(주)라이트론,69540,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
1872,(주)라이트론,69540,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1873,(주)라이트론,69540,2019/12,,,,,,
1874,(주)라이트론,69540,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1875,(주)라이트론,69540,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1876,(주)라이트론,69540,2022/12,성장기,성장기,성장기,,성장기,
1877,(주)라이프시맨틱스,347700,2018/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1878,(주)라이프시맨틱스,347700,2019/12,,,,,,
1879,(주)라이프시맨틱스,347700,2020/12,도입기,,도입기,도입기,,
1880,(주)라이프시맨틱스,347700,2021/12,도입기,,도입기,도입기,,
1881,(주)라이프시맨틱스,347700,2022/12,,,,,,
1882,(주)라파스,214260,2013/12,도입기,,,,,
1883,(주)라파스,214260,2014/12,성장기,,,성장기,,성장기
1884,(주)라파스,214260,2015/12,성장기,성장기,성장기,성장기,성장기,성장기
1885,(주)라파스,214260,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1886,(주)라파스,214260,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
1887,(주)라파스,214260,2018/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1888,(주)라파스,214260,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1889,(주)라파스,214260,2020/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1890,(주)라파스,214260,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1891,(주)라파스,214260,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
1892,(주)래몽래인,200350,2012/12,성숙기,,,,,
1893,(주)래몽래인,200350,2013/12,쇠퇴기,,,,,
1894,(주)래몽래인,200350,2014/12,쇠퇴기,,,,,
1895,(주)래몽래인,200350,2015/12,도입기,,,도입기,,도입기
1896,(주)래몽래인,200350,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1897,(주)래몽래인,200350,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1898,(주)래몽래인,200350,2018/12,,,,,,
1899,(주)래몽래인,200350,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1900,(주)래몽래인,200350,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
1901,(주)래몽래인,200350,2021/12,성장기,도입기,성장기,성장기,도입기,도입기
1902,(주)래몽래인,200350,2022/12,도입기,도입기,도입기,,도입기,
1903,(주)랩지노믹스,84650,2012/12,성장기,,,성장기,,
1904,(주)랩지노믹스,84650,2013/12,성장기,,성장기,성장기,,
1905,(주)랩지노믹스,84650,2014/12,성장기,,성장기,성장기,,
1906,(주)랩지노믹스,84650,2015/12,성숙기,,성숙기,성숙기,,
1907,(주)랩지노믹스,84650,2016/12,성장기,,성장기,성장기,,
1908,(주)랩지노믹스,84650,2017/12,도입기,,도입기,도입기,,
1909,(주)랩지노믹스,84650,2018/12,성장기,,성장기,성장기,,
1910,(주)랩지노믹스,84650,2019/12,성숙기,,성숙기,성숙기,,성숙기
1911,(주)랩지노믹스,84650,2020/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1912,(주)랩지노믹스,84650,2021/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1913,(주)랩지노믹스,84650,2022/12,성장기,성장기,성장기,,성장기,
1914,(주)러셀,217500,2015/12,,,,,,
1915,(주)러셀,217500,2016/12,,,,,,
1916,(주)러셀,217500,2017/12,,,,,,
1917,(주)러셀,217500,2018/12,성장기,,성장기,성장기,,
1918,(주)러셀,217500,2019/12,,,,,,
1919,(주)러셀,217500,2020/12,,,,,,
1920,(주)러셀,217500,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1921,(주)러셀,217500,2022/12,쇠퇴기,쇠퇴기,쇠퇴기,,쇠퇴기,
1922,(주)레고켐바이오사이언스,141080,2012/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1923,(주)레고켐바이오사이언스,141080,2013/12,도입기,,도입기,도입기,,
1924,(주)레고켐바이오사이언스,141080,2014/12,도입기,,도입기,도입기,,도입기
1925,(주)레고켐바이오사이언스,141080,2015/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1926,(주)레고켐바이오사이언스,141080,2016/12,도입기,도입기,도입기,도입기,도입기,도입기
1927,(주)레고켐바이오사이언스,141080,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1928,(주)레고켐바이오사이언스,141080,2018/12,도입기,도입기,도입기,도입기,도입기,도입기
1929,(주)레고켐바이오사이언스,141080,2019/12,,,,,,
1930,(주)레고켐바이오사이언스,141080,2020/12,쇠퇴기,,쇠퇴기,쇠퇴기,,
1931,(주)레고켐바이오사이언스,141080,2021/12,도입기,,도입기,도입기,,도입기
1932,(주)레고켐바이오사이언스,141080,2022/12,도입기,도입기,도입기,,도입기,
1933,(주)레이,228670,2014/12,성숙기,,,,,
1934,(주)레이,228670,2015/12,도입기,,,도입기,,도입기
1935,(주)레이,228670,2016/12,성장기,성장기,성장기,성장기,성장기,성장기
1936,(주)레이,228670,2017/12,성장기,성장기,성장기,성장기,성장기,성장기
1937,(주)레이,228670,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1938,(주)레이,228670,2019/12,성장기,성장기,성장기,성장기,성장기,성장기
1939,(주)레이,228670,2020/12,성장기,성장기,성장기,성장기,성장기,성장기
1940,(주)레이,228670,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1941,(주)레이,228670,2022/12,도입기,도입기,도입기,,도입기,
1942,(주)레이크머티리얼즈,281740,2017/12,,,,,,
1943,(주)레이크머티리얼즈,281740,2018/12,,,,,,
1944,(주)레이크머티리얼즈,281740,2019/12,,,,,,
1945,(주)레이크머티리얼즈,281740,2020/12,,,,,,
1946,(주)레이크머티리얼즈,281740,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1947,(주)레이크머티리얼즈,281740,2022/12,성장기,성장기,성장기,,성장기,
1948,(주)레인보우로보틱스,277810,2017/12,도입기,도입기,도입기,도입기,도입기,도입기
1949,(주)레인보우로보틱스,277810,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1950,(주)레인보우로보틱스,277810,2019/12,도입기,도입기,도입기,도입기,도입기,도입기
1951,(주)레인보우로보틱스,277810,2020/12,도입기,도입기,도입기,도입기,도입기,도입기
1952,(주)레인보우로보틱스,277810,2021/12,도입기,도입기,도입기,도입기,도입기,도입기
1953,(주)레인보우로보틱스,277810,2022/12,성숙기,성숙기,성숙기,,성숙기,
1954,(주)로보로보,215100,2015/12,,,,,,
1955,(주)로보로보,215100,2016/12,,,,,,
1956,(주)로보로보,215100,2017/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1957,(주)로보로보,215100,2018/12,성장기,성장기,성장기,성장기,성장기,성장기
1958,(주)로보로보,215100,2019/12,성숙기,성숙기,성숙기,성숙기,성숙기,성숙기
1959,(주)로보로보,215100,2020/12,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기,쇠퇴기
1960,(주)로보로보,215100,2021/12,성장기,성장기,성장기,성장기,성장기,성장기
1961,(주)로보로보,215100,2022/12,성장기,성장기,성장기,,성장기,
1962,(주)로보티즈,108490,2012/12,성장기,성장기,성장기,성장기,성장기,성장기
