회사명,거래소코드,회계년도,감사의견코드,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
옵티시스(주),109080,Dec-17,UQ,2636300,21
옵티시스(주),109080,Dec-18,UQ,3125514,62.92
옵티시스(주),109080,Dec-19,UQ,2148996,31.59
옵티시스(주),109080,Dec-20,UQ,3713666,29.6
옵티시스(주),109080,Dec-21,UQ,3721360,105.88
옵티시스(주),109080,Dec-22,UQ,4609508,176.26
와이더블유(주),51390,Dec-12,UQ,6441440,47.97
와이더블유(주),51390,Dec-13,UQ,8107114,6.51
와이더블유(주),51390,Dec-14,UQ,-4035790,3.37
와이더블유(주),51390,Dec-15,UQ,-4691583,3.71
와이더블유(주),51390,Dec-16,UQ,-4800010,7.73
와이더블유(주),51390,Dec-17,UQ,3910117,7.54
와이더블유(주),51390,Dec-18,UQ,-854285,2.29
와이더블유(주),51390,Dec-19,UQ,10061650,1.57
와이더블유(주),51390,Dec-20,UQ,-2173479,1.94
와이더블유(주),51390,Dec-21,UQ,4026955,2.54
와이더블유(주),51390,Dec-22,UQ,-7589131,3.31
와이씨켐(주),112290,Dec-22,UQ,4167825,3.54
와이엠티(주),251370,Dec-17,UQ,-1611539,9.65
와이엠티(주),251370,Dec-18,UQ,7916544,7.41
와이엠티(주),251370,Dec-19,UQ,78725,9.93
와이엠티(주),251370,Dec-20,UQ,-3732923,2.75
와이엠티(주),251370,Dec-21,UQ,5857464,0.53
와이엠티(주),251370,Dec-22,UQ,9656244,-2.84
와토스코리아(주),79000,Dec-12,UQ,1489349,999999999
와토스코리아(주),79000,Dec-13,UQ,2619252,999999999
와토스코리아(주),79000,Dec-14,UQ,5905630,999999999
와토스코리아(주),79000,Dec-15,UQ,5135408,999999999
와토스코리아(주),79000,Dec-16,UQ,3864995,999999999
와토스코리아(주),79000,Dec-17,UQ,5315505,999999999
와토스코리아(주),79000,Dec-18,UQ,5143689,999999999
와토스코리아(주),79000,Dec-19,UQ,1661497,15.75
와토스코리아(주),79000,Dec-20,UQ,3239451,7.85
와토스코리아(주),79000,Dec-21,UQ,3278611,18.67
와토스코리아(주),79000,Dec-22,UQ,3117387,6.57
우림피티에스(주),101170,Dec-12,UQ,8581864,16.52
우림피티에스(주),101170,Dec-13,UQ,9166588,10.15
우림피티에스(주),101170,Dec-14,UQ,5515689,14.66
우림피티에스(주),101170,Dec-15,UQ,7748663,26.68
우림피티에스(주),101170,Dec-16,UQ,3521505,8.25
우림피티에스(주),101170,Dec-17,UQ,6738810,-34.85
우림피티에스(주),101170,Dec-18,UQ,5751998,61.99
우림피티에스(주),101170,Dec-19,UQ,7887230,-38.06
우림피티에스(주),101170,Dec-20,UQ,3952021,27.19
우림피티에스(주),101170,Dec-21,UQ,5423674,73.33
우림피티에스(주),101170,Dec-22,UQ,1864141,999999999
우진비앤지(주),18620,Dec-12,UQ,2080489,7.83
우진비앤지(주),18620,Dec-13,UQ,364515,4.22
우진비앤지(주),18620,Dec-14,UQ,1481554,4.76
우진비앤지(주),18620,Dec-15,UQ,-1569444,0
우진비앤지(주),18620,Dec-16,UQ,2827973,0.46
우진비앤지(주),18620,Dec-17,UQ,-1539869,-3.14
우진비앤지(주),18620,Dec-18,UQ,-3688728,-3.73
우진비앤지(주),18620,Dec-19,UQ,742714,1.64
우진비앤지(주),18620,Dec-20,UQ,-1728534,-1.25
우진비앤지(주),18620,Dec-21,UQ,2812757,-1.12
우진비앤지(주),18620,Dec-22,UQ,1739993,0.45
원텍(주),336570,Dec-19,UQ,,
원텍(주),336570,Dec-20,UQ,,
원텍(주),336570,Dec-21,UQ,,
원텍(주),336570,Dec-22,UQ,14947456,70.67
원풍물산(주),8290,Dec-12,UQ,-175078,1.71
원풍물산(주),8290,Dec-13,UQ,-1507462,1.67
원풍물산(주),8290,Dec-14,UQ,-744138,1.14
원풍물산(주),8290,Dec-15,UQ,-596643,2.13
원풍물산(주),8290,Dec-16,UQ,1155772,0.82
원풍물산(주),8290,Dec-17,UQ,-484233,1.17
원풍물산(주),8290,Dec-18,UQ,-764278,-0.88
원풍물산(주),8290,Dec-19,UQ,315680,-1.83
원풍물산(주),8290,Dec-20,UQ,-3454207,-18.45
원풍물산(주),8290,Dec-21,UQ,-3730745,-3.22
원풍물산(주),8290,Dec-22,UQ,-2724942,0.43
웰바이오텍(주),10600,Dec-12,UQ,3621747,4.63
웰바이오텍(주),10600,Dec-13,UQ,1784772,6.21
웰바이오텍(주),10600,Dec-14,UQ,-866925,12.73
웰바이오텍(주),10600,Dec-15,UQ,1457073,5.73
웰바이오텍(주),10600,Dec-16,UQ,-2049868,4.74
웰바이오텍(주),10600,Dec-17,UQ,-3707244,-11.86
웰바이오텍(주),10600,Dec-18,UQ,-1485971,0.1
웰바이오텍(주),10600,Dec-19,UQ,4915931,-1.41
웰바이오텍(주),10600,Dec-20,UQ,9128876,-4.63
웰바이오텍(주),10600,Dec-21,UQ,-5949170,-1.5
웰바이오텍(주),10600,Dec-22,UQ,-6761727,-6.18
웰킵스하이텍(주),43590,Dec-12,UQ,11665253,8.27
웰킵스하이텍(주),43590,Dec-13,UQ,-384288,-8.29
웰킵스하이텍(주),43590,Dec-14,UQ,-906511,-5.42
웰킵스하이텍(주),43590,Dec-15,UQ,3129996,-3.53
웰킵스하이텍(주),43590,Dec-16,UQ,5443178,2.23
웰킵스하이텍(주),43590,Dec-17,UQ,2000361,-1.77
웰킵스하이텍(주),43590,Dec-18,UQ,-7003463,-8.7
웰킵스하이텍(주),43590,Dec-19,UQ,-7950646,-2.6
웰킵스하이텍(주),43590,Dec-20,UQ,-2002662,-6.81
웰킵스하이텍(주),43590,Dec-21,UQ,-186521,33.75
웰킵스하이텍(주),43590,Dec-22,UQ,2670728,-57.53
웹케시(주),53580,Dec-19,UQ,7140981,123.99
웹케시(주),53580,Dec-20,UQ,33732888,138.81
웹케시(주),53580,Dec-21,UQ,24108447,220.87
웹케시(주),53580,Dec-22,UQ,8585400,253.85
위더스제약(주),330350,Dec-21,UQ,8020940,15.08
위더스제약(주),330350,Dec-22,UQ,5379612,12.48
위즈코프(주),38620,Dec-12,UQ,584291,999999999
위즈코프(주),38620,Dec-13,UQ,717110,1.22
위즈코프(주),38620,Dec-14,UQ,1383002,1.3
위즈코프(주),38620,Dec-15,UQ,657902,17.16
위즈코프(주),38620,Dec-16,UQ,1333638,999999999
위즈코프(주),38620,Dec-17,UQ,2031965,999999999
위즈코프(주),38620,Dec-18,UQ,1240561,999999999
위즈코프(주),38620,Dec-19,UQ,2110210,210.96
위즈코프(주),38620,Dec-20,UQ,1518456,3.57
위즈코프(주),38620,Dec-21,UQ,1211292,2.55
위즈코프(주),38620,Dec-22,UQ,1639108,6446.68
윙입푸드홀딩스,900340,Dec-18,,24414016,172.71
윙입푸드홀딩스,900340,Dec-19,,9354096,57.77
윙입푸드홀딩스,900340,Dec-20,,20717629,31.63
윙입푸드홀딩스,900340,Dec-21,,27726912,182.23
윙입푸드홀딩스,900340,Dec-22,,14041730,198.07
유아이엘(주),49520,Dec-12,UQ,-2030472,999999999
유아이엘(주),49520,Dec-13,UQ,4849521,130.28
유아이엘(주),49520,Dec-14,UQ,16405297,12.39
유아이엘(주),49520,Dec-15,UQ,30054584,4.5
유아이엘(주),49520,Dec-16,UQ,7926310,-1.82
유아이엘(주),49520,Dec-17,UQ,16553994,999999999
유아이엘(주),49520,Dec-18,UQ,-709514,999999999
유아이엘(주),49520,Dec-19,UQ,3746898,-706.34
유아이엘(주),49520,Dec-20,UQ,4410283,-494.18
유아이엘(주),49520,Dec-21,UQ,1623287,-48.2
유아이엘(주),49520,Dec-22,UQ,604686,7.87
유엔젤(주),72130,Dec-12,UQ,15284,6.86
유엔젤(주),72130,Dec-13,UQ,-361061,7.16
유엔젤(주),72130,Dec-14,UQ,-4811909,-49.75
유엔젤(주),72130,Dec-15,UQ,1959673,9.94
유엔젤(주),72130,Dec-16,UQ,-2957859,-25.01
유엔젤(주),72130,Dec-17,UQ,-1843075,-10.02
유엔젤(주),72130,Dec-18,UQ,3133490,13.62
유엔젤(주),72130,Dec-19,UQ,-8293549,-14.65
유엔젤(주),72130,Dec-20,UQ,7591741,16.02
유엔젤(주),72130,Dec-21,UQ,2407953,25.42
유엔젤(주),72130,Dec-22,UQ,-1452828,7.62
유일에너테크(주),340930,Dec-21,UQ,-23786330,-42.96
유일에너테크(주),340930,Dec-22,UQ,-4123406,-5.61
이노뎁(주),303530,Dec-21,UQ,-1637315,-28.61
이노뎁(주),303530,Dec-22,UQ,-3479645,2.3
이노시스(주),56090,Dec-15,UQ,-4413415,-2.64
이노시스(주),56090,Dec-16,UQ,-3717166,3.91
이노시스(주),56090,Dec-17,UQ,-1666155,-43.35
이노시스(주),56090,Dec-18,UQ,-4995243,-3.94
이노시스(주),56090,Dec-19,UQ,2296612,-0.63
이노시스(주),56090,Dec-20,UQ,5912941,-6.34
이노시스(주),56090,Dec-21,UQ,2899914,-0.06
이노시스(주),56090,Dec-22,UQ,2445194,0.18
이삭엔지니어링(주),351330,Dec-21,UQ,-7470835,-10.75
이삭엔지니어링(주),351330,Dec-22,UQ,-14072359,23.44
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-12,,16777823,26.89
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-13,,1169365,31.33
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-14,,-2403851,2.21
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-15,,-9382679,30.2
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-16,,4058323,26.23
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-17,,9624521,23.67
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-18,,431524,10.03
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-19,,9566977,3.74
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-20,,29826781,0.22
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-21,,4045647,546.7
이스트아시아홀딩스인베스트먼트리미티드,900110,Dec-22,,-82033,999999999
이엠코리아(주),95190,Dec-12,UQ,8603291,0.97
이엠코리아(주),95190,Dec-13,UQ,184189,1.01
이엠코리아(주),95190,Dec-14,UQ,4416967,1.02
이엠코리아(주),95190,Dec-15,UQ,2384413,0.87
이엠코리아(주),95190,Dec-16,UQ,2868373,-1.34
이엠코리아(주),95190,Dec-17,UQ,10045254,1.62
이엠코리아(주),95190,Dec-18,UQ,13730252,2.27
이엠코리아(주),95190,Dec-19,UQ,3332132,-3.73
이엠코리아(주),95190,Dec-20,UQ,9622839,0.16
이엠코리아(주),95190,Dec-21,UQ,11517192,3.13
이엠코리아(주),95190,Dec-22,UQ,-2246993,2.24
이오플로우(주),294090,Dec-20,UQ,-9292202,-203.06
이오플로우(주),294090,Dec-21,UQ,-18125258,-4.85
이오플로우(주),294090,Dec-22,UQ,-19521189,-12.12
이원다이애그노믹스(주),245620,Dec-18,UQ,-7062560,-693.11
이원다이애그노믹스(주),245620,Dec-19,UQ,-7922689,-20.51
이원다이애그노믹스(주),245620,Dec-20,UQ,-8884455,-4.22
이원다이애그노믹스(주),245620,Dec-21,UQ,-3658618,-2.34
이원다이애그노믹스(주),245620,Dec-22,UQ,-12986892,-1.89
이원컴포텍(주),88290,Dec-12,UQ,378479,-0.7
이원컴포텍(주),88290,Dec-13,UQ,-2302857,-67.58
이원컴포텍(주),88290,Dec-14,UQ,-943937,-0.09
이원컴포텍(주),88290,Dec-15,UQ,942230,11.93
이원컴포텍(주),88290,Dec-16,UQ,2703286,-16.55
이원컴포텍(주),88290,Dec-17,UQ,-1352027,-5.46
이원컴포텍(주),88290,Dec-18,UQ,1933451,4.33
이원컴포텍(주),88290,Dec-19,UQ,3432815,4.45
이원컴포텍(주),88290,Dec-20,UQ,-335015,-3.57
이원컴포텍(주),88290,Dec-21,UQ,7681825,0.51
이원컴포텍(주),88290,Dec-22,UQ,8457750,0.31
이지케어텍(주),99750,Mar-19,UQ,2419723,999999999
이지케어텍(주),99750,Mar-20,UQ,-7391900,-53.33
이지케어텍(주),99750,Mar-21,UQ,3322868,-30.46
이지케어텍(주),99750,Mar-22,UQ,-7018478,4.31
이지케어텍(주),99750,Mar-23,UQ,1220569,-16.61
이트론(주),96040,Dec-12,UQ,-881640,999999999
이트론(주),96040,Dec-13,UQ,-969232,3.64
이트론(주),96040,Dec-14,UQ,-1334576,0.26
이트론(주),96040,Dec-15,UQ,-4846554,-17.18
이트론(주),96040,Dec-16,UQ,-4008843,-28.18
이트론(주),96040,Dec-17,UQ,926878,999999999
이트론(주),96040,Dec-18,UQ,-1178680,999999999
이트론(주),96040,Dec-19,UQ,-10685017,-6.28
이트론(주),96040,Dec-20,UQ,2689145,0.13
이트론(주),96040,Dec-21,UQ,-2726972,-2.24
이트론(주),96040,Dec-22,UQ,-4566709,-0.32
이화산업(주),760,Mar-12,UQ,-1576047,-0.11
이화산업(주),760,Mar-13,UQ,1479714,-0.12
이화산업(주),760,Mar-14,UQ,-3021603,-0.8
이화산업(주),760,Mar-15,UQ,-8470839,-0.57
이화산업(주),760,Mar-16,UQ,5141561,0.22
이화산업(주),760,Dec-17,UQ,-1965473,0.32
이화산업(주),760,Dec-18,UQ,106269,0.28
이화산업(주),760,Dec-19,UQ,1375965,-2.95
이화산업(주),760,Dec-20,UQ,1099453,-2.55
이화산업(주),760,Dec-21,UQ,-888044,1.52
이화산업(주),760,Dec-22,UQ,888017,0.52
이화전기공업(주),24810,Dec-12,UQ,-575737,-5.54
이화전기공업(주),24810,Dec-13,UQ,-4364803,-2.5
이화전기공업(주),24810,Dec-14,UQ,-7119923,-5.14
이화전기공업(주),24810,Dec-15,UQ,-5968933,1.36
이화전기공업(주),24810,Dec-16,UQ,-488126,1.08
이화전기공업(주),24810,Dec-17,UQ,3310142,2.68
이화전기공업(주),24810,Dec-18,UQ,-12638404,-18.23
이화전기공업(주),24810,Dec-19,UQ,14653141,2.58
이화전기공업(주),24810,Dec-20,UQ,-5521436,-1.8
이화전기공업(주),24810,Dec-21,UQ,-1184086,-0.9
이화전기공업(주),24810,Dec-22,UQ,8191675,-0.42
인바이오(주),352940,Dec-20,UQ,3798902,5.11
인바이오(주),352940,Dec-21,UQ,-2289145,1.37
인바이오(주),352940,Dec-22,UQ,-8498880,-2.27
일성신약(주),3120,Dec-12,UQ,-11318602,14.02
일성신약(주),3120,Dec-13,UQ,5063948,63.39
일성신약(주),3120,Dec-14,UQ,4190571,8743.43
일성신약(주),3120,Dec-15,UQ,6041135,6490.13
일성신약(주),3120,Dec-16,UQ,-31013470,999999999
일성신약(주),3120,Dec-17,UQ,10158675,431735
일성신약(주),3120,Dec-18,UQ,15091217,225835.5
일성신약(주),3120,Dec-19,UQ,4388673,-230.88
일성신약(주),3120,Dec-20,UQ,1557299,-140.29
일성신약(주),3120,Dec-21,UQ,5704073,-142.29
일성신약(주),3120,Dec-22,UQ,-38966011,102.68
일정실업(주),8500,Dec-12,UQ,-530406,3.4
일정실업(주),8500,Dec-13,UQ,4686592,3.6
일정실업(주),8500,Dec-14,UQ,10064007,14.99
일정실업(주),8500,Dec-15,UQ,3612880,99.51
일정실업(주),8500,Dec-16,UQ,1596197,231.45
일정실업(주),8500,Dec-17,UQ,-2397942,-57.21
일정실업(주),8500,Dec-18,UQ,-9348315,-27.77
일정실업(주),8500,Dec-19,UQ,-9063127,-23.03
일정실업(주),8500,Dec-20,UQ,1192890,-17.07
일정실업(주),8500,Dec-21,QS,-2829892,-34.62
일정실업(주),8500,Dec-22,QU,-4895829,-12.5
자이글(주),234920,Dec-16,UQ,9796581,999999999
자이글(주),234920,Dec-17,UQ,7406257,999999999
자이글(주),234920,Dec-18,UQ,-6432634,-14.02
자이글(주),234920,Dec-19,UQ,-9909519,-22.91
자이글(주),234920,Dec-20,UQ,1302335,1.8
자이글(주),234920,Dec-21,UQ,-4649371,-10.32
자이글(주),234920,Dec-22,UQ,-828997,-7.81
전진바이오팜(주),110020,Dec-18,UQ,-2161233,-16.98
전진바이오팜(주),110020,Dec-19,UQ,-1299046,-6.21
전진바이오팜(주),110020,Dec-20,UQ,-2309949,-3.62
전진바이오팜(주),110020,Dec-21,UQ,-2384589,-3.5
전진바이오팜(주),110020,Dec-22,UQ,-3709985,-1.56
제너셈(주),217190,Dec-15,UQ,3012728,37.05
제너셈(주),217190,Dec-16,UQ,-5669321,-16.12
제너셈(주),217190,Dec-17,UQ,-1676025,-3.06
제너셈(주),217190,Dec-18,UQ,-3651012,-4.26
제너셈(주),217190,Dec-19,UQ,5293383,5.35
제너셈(주),217190,Dec-20,UQ,-4261799,-2.13
제너셈(주),217190,Dec-21,UQ,4389604,10.41
제너셈(주),217190,Dec-22,UQ,6784184,14.12
제룡산업(주),147830,Dec-12,UQ,3849907,47.71
제룡산업(주),147830,Dec-13,UQ,3318877,19.16
제룡산업(주),147830,Dec-14,UQ,5729698,11.14
제룡산업(주),147830,Dec-15,UQ,6098263,25.49
제룡산업(주),147830,Dec-16,UQ,9628423,65.85
제룡산업(주),147830,Dec-17,UQ,-1516471,474.07
제룡산업(주),147830,Dec-18,UQ,1283830,15842.98
제룡산업(주),147830,Dec-19,UQ,3808174,819.55
제룡산업(주),147830,Dec-20,UQ,3740303,1787.92
제룡산업(주),147830,Dec-21,UQ,6128838,3215.76
제룡산업(주),147830,Dec-22,UQ,8369545,3414.8
제룡전기(주),33100,Dec-12,UQ,-279342,4.09
제룡전기(주),33100,Dec-13,UQ,6404651,38.86
제룡전기(주),33100,Dec-14,UQ,6133019,51.8
제룡전기(주),33100,Dec-15,UQ,-273543,33.55
제룡전기(주),33100,Dec-16,UQ,7476849,-49.01
제룡전기(주),33100,Dec-17,UQ,4693361,-18.88
제룡전기(주),33100,Dec-18,UQ,4986548,52.84
제룡전기(주),33100,Dec-19,UQ,7276309,145.7
제룡전기(주),33100,Dec-20,UQ,6848307,208.3
제룡전기(주),33100,Dec-21,UQ,7461200,14.55
제룡전기(주),33100,Dec-22,UQ,-17020269,2479.4
제이스코홀딩스(주),23440,Dec-12,UQ,-13021021,-3.73
제이스코홀딩스(주),23440,Dec-13,UQ,-8397033,-3.01
제이스코홀딩스(주),23440,Dec-14,UQ,-3993255,0.11
제이스코홀딩스(주),23440,Dec-15,UQ,2995882,-2.8
제이스코홀딩스(주),23440,Dec-16,UQ,7805336,0.31
제이스코홀딩스(주),23440,Dec-17,UQ,-706578,1.45
제이스코홀딩스(주),23440,Dec-18,UQ,4737649,1.25
제이스코홀딩스(주),23440,Dec-19,UQ,-1846357,-7.33
제이스코홀딩스(주),23440,Dec-20,UQ,-4960829,-5.39
제이스코홀딩스(주),23440,Dec-21,UQ,-11296819,1.13
제이스코홀딩스(주),23440,Dec-22,UQ,13469972,-0.92
제이엠아이(주),33050,Dec-12,UQ,-9677818,-104.54
제이엠아이(주),33050,Dec-13,UQ,3926107,-54.67
제이엠아이(주),33050,Dec-14,UQ,2620052,8.32
제이엠아이(주),33050,Dec-15,UQ,-176192,-8.03
제이엠아이(주),33050,Dec-16,UQ,2461875,25.96
제이엠아이(주),33050,Dec-17,UQ,5325018,63.18
제이엠아이(주),33050,Dec-18,UQ,-1143113,-11.23
제이엠아이(주),33050,Dec-19,UQ,-1137956,1.68
제이엠아이(주),33050,Dec-20,UQ,2393399,-2.51
제이엠아이(주),33050,Dec-21,UQ,875443,5.67
제이엠아이(주),33050,Dec-22,UQ,4692506,6.38
제이엠티(주),94970,Dec-12,UQ,12763988,5.69
제이엠티(주),94970,Dec-13,UQ,15852429,8.13
제이엠티(주),94970,Dec-14,UQ,21723126,17.08
제이엠티(주),94970,Dec-15,UQ,-1894538,-13.09
제이엠티(주),94970,Dec-16,UQ,-9628446,42.16
제이엠티(주),94970,Dec-17,UQ,-17860393,3.18
제이엠티(주),94970,Dec-18,UQ,30059288,8.2
제이엠티(주),94970,Dec-19,UQ,925347,999999999
제이엠티(주),94970,Dec-20,UQ,6382835,-186.23
제이엠티(주),94970,Dec-21,UQ,6252699,999999999
제이엠티(주),94970,Dec-22,UQ,4490134,999999999
제이준코스메틱(주),25620,Dec-12,UQ,-2305592,-2.63
제이준코스메틱(주),25620,Dec-13,QS,-1464112,-6.48
제이준코스메틱(주),25620,Dec-14,UQ,-5325157,-5.93
제이준코스메틱(주),25620,Dec-15,UQ,-15177481,-15.13
제이준코스메틱(주),25620,Dec-16,UQ,5486732,7.36
제이준코스메틱(주),25620,Dec-17,UQ,-20597799,36.25
제이준코스메틱(주),25620,Dec-18,UQ,-31235061,5.58
제이준코스메틱(주),25620,Dec-19,UQ,4178046,-7.48
제이준코스메틱(주),25620,Dec-20,UQ,-5278438,-3.8
제이준코스메틱(주),25620,Dec-21,UQ,598384,-7.91
제이준코스메틱(주),25620,Dec-22,UQ,-3986186,-21.35
제일전기공업(주),199820,Dec-20,UQ,14794338,61.46
제일전기공업(주),199820,Dec-21,UQ,14820972,59.96
제일전기공업(주),199820,Dec-22,UQ,-6286922,14.59
제주맥주(주),276730,Dec-21,UQ,-6170520,-16.1
제주맥주(주),276730,Dec-22,UQ,-9389216,-20.13
조광아이엘아이(주),44060,Dec-12,UQ,2020820,18.98
조광아이엘아이(주),44060,Dec-13,UQ,2748429,12.72
조광아이엘아이(주),44060,Dec-14,UQ,2752752,42.22
조광아이엘아이(주),44060,Dec-15,UQ,3267974,37.32
조광아이엘아이(주),44060,Dec-16,UQ,8749862,17.53
조광아이엘아이(주),44060,Dec-17,UQ,4414040,108.01
조광아이엘아이(주),44060,Dec-18,UQ,3256674,18505.7
조광아이엘아이(주),44060,Dec-19,UQ,6671448,20.12
조광아이엘아이(주),44060,Dec-20,UQ,2064798,3.14
조광아이엘아이(주),44060,Dec-21,UQ,1828381,2.05
조광아이엘아이(주),44060,Dec-22,UQ,5728886,2.64
조광피혁(주),4700,Dec-12,UQ,24987785,12.61
조광피혁(주),4700,Dec-13,UQ,11042407,31.07
조광피혁(주),4700,Dec-14,UQ,-6177865,45.57
조광피혁(주),4700,Dec-15,UQ,21283559,69.03
조광피혁(주),4700,Dec-16,UQ,20343301,3816.03
조광피혁(주),4700,Dec-17,UQ,32497173,4599.04
조광피혁(주),4700,Dec-18,UQ,19223071,2721.75
조광피혁(주),4700,Dec-19,UQ,29146528,1351.11
조광피혁(주),4700,Dec-20,UQ,21279984,1067.58
조광피혁(주),4700,Dec-21,UQ,-18509093,318.16
조광피혁(주),4700,Dec-22,UQ,15666521,6.88
조선선재(주),120030,Dec-12,UQ,3202160,999999999
조선선재(주),120030,Dec-13,UQ,14941590,29383.47
조선선재(주),120030,Dec-14,UQ,13029601,4220.15
조선선재(주),120030,Dec-15,UQ,18226523,711.53
조선선재(주),120030,Dec-16,UQ,14333739,534.65
조선선재(주),120030,Dec-17,UQ,16081225,288.01
조선선재(주),120030,Dec-18,UQ,9323725,123.57
조선선재(주),120030,Dec-19,UQ,15323314,826.49
조선선재(주),120030,Dec-20,UQ,9131057,1838.36
조선선재(주),120030,Dec-21,UQ,10043888,1332.72
조선선재(주),120030,Dec-22,UQ,6076167,733.11
조아제약(주),34940,Dec-12,UQ,2353687,1.56
조아제약(주),34940,Dec-13,UQ,3530533,5.58
조아제약(주),34940,Dec-14,UQ,400967,-7.82
조아제약(주),34940,Dec-15,UQ,1089655,0.81
조아제약(주),34940,Dec-16,UQ,865193,0.48
조아제약(주),34940,Dec-17,UQ,-685104,1.7
조아제약(주),34940,Dec-18,UQ,1510673,1.23
조아제약(주),34940,Dec-19,UQ,4724218,0.1
조아제약(주),34940,Dec-20,UQ,1948854,-1.42
조아제약(주),34940,Dec-21,UQ,-1195036,-21.12
조아제약(주),34940,Dec-22,UQ,-1527462,0.48
줌인터넷(주),239340,Dec-16,UQ,,
줌인터넷(주),239340,Dec-17,UQ,,
줌인터넷(주),239340,Dec-18,UQ,,
줌인터넷(주),239340,Dec-19,UQ,2859824,5.67
줌인터넷(주),239340,Dec-20,UQ,3117812,57.56
줌인터넷(주),239340,Dec-21,UQ,4967744,35.3
줌인터넷(주),239340,Dec-22,UQ,195752,-18.16
지니너스(주),389030,Dec-21,UQ,-9288968,-7
지니너스(주),389030,Dec-22,UQ,-11937600,-1160.34
지니언스(주),263860,Dec-17,UQ,3069790,9981.48
지니언스(주),263860,Dec-18,UQ,4057498,999999999
지니언스(주),263860,Dec-19,UQ,2609795,628.48
지니언스(주),263860,Dec-20,UQ,4533235,399.63
지니언스(주),263860,Dec-21,UQ,6004891,1266.16
지니언스(주),263860,Dec-22,UQ,9842017,1240.31
지더블유바이텍(주),36180,Dec-12,UQ,162887,-144.11
지더블유바이텍(주),36180,Dec-13,UQ,1391457,999999999
지더블유바이텍(주),36180,Dec-14,UQ,285455,999999999
지더블유바이텍(주),36180,Dec-15,UQ,-571121,208.16
지더블유바이텍(주),36180,Dec-16,UQ,779277,401.39
지더블유바이텍(주),36180,Dec-17,UQ,2097036,999999999
지더블유바이텍(주),36180,Dec-18,UQ,2439898,999999999
지더블유바이텍(주),36180,Dec-19,UQ,448393,0.03
지더블유바이텍(주),36180,Dec-20,UQ,-733538,0.01
지더블유바이텍(주),36180,Dec-21,UQ,1219297,-0.77
지더블유바이텍(주),36180,Dec-22,UQ,-5533251,-2.36
지엘팜텍(주),204840,Dec-14,UQ,,
지엘팜텍(주),204840,Dec-15,UQ,,
지엘팜텍(주),204840,Dec-16,UQ,-3993625,-36.46
지엘팜텍(주),204840,Dec-17,UQ,-3820420,-41.43
지엘팜텍(주),204840,Dec-18,UQ,-1163443,-4.03
지엘팜텍(주),204840,Dec-19,UQ,-626507,-6.03
지엘팜텍(주),204840,Dec-20,UQ,-2584941,-3.96
지엘팜텍(주),204840,Dec-21,UQ,-1712185,-4.21
지엘팜텍(주),204840,Dec-22,UQ,-3203860,-17.32
지오릿에너지(주),270520,Dec-17,UQ,,
지오릿에너지(주),270520,Dec-18,UQ,,
지오릿에너지(주),270520,Dec-19,UQ,,
지오릿에너지(주),270520,Dec-20,UQ,245228,358.91
지오릿에너지(주),270520,Dec-21,UQ,4234276,-194.25
지오릿에너지(주),270520,Dec-22,UQ,1151887,-58.32
지투파워(주),388050,Dec-22,UQ,-2805965,10.47
진양산업(주),3780,Dec-12,UQ,4228118,181.92
진양산업(주),3780,Dec-13,UQ,2204901,86.75
진양산업(주),3780,Dec-14,UQ,2936899,82.78
진양산업(주),3780,Dec-15,UQ,4309394,188.29
진양산업(주),3780,Dec-16,UQ,3347933,224.01
진양산업(주),3780,Dec-17,UQ,4053470,15.72
진양산업(주),3780,Dec-18,UQ,3129482,25.95
진양산업(주),3780,Dec-19,UQ,5024588,59
진양산업(주),3780,Dec-20,UQ,5013098,43.46
진양산업(주),3780,Dec-21,UQ,5944764,42.02
진양산업(주),3780,Dec-22,UQ,6311733,18.87
진양제약(주),7370,Dec-12,UQ,6269335,124.52
진양제약(주),7370,Dec-13,UQ,3129141,1198
진양제약(주),7370,Dec-14,UQ,-3081158,636.61
진양제약(주),7370,Dec-15,UQ,-2756217,-28.1
진양제약(주),7370,Dec-16,UQ,-13469,-29.59
진양제약(주),7370,Dec-17,UQ,-987165,-12.35
진양제약(주),7370,Dec-18,UQ,1058573,3.5
진양제약(주),7370,Dec-19,UQ,5727345,-0.72
진양제약(주),7370,Dec-20,UQ,6244550,21.77
진양제약(주),7370,Dec-21,UQ,1970512,33.43
진양제약(주),7370,Dec-22,UQ,7447724,8.67
진양화학(주),51630,Dec-12,UQ,2697684,251.77
진양화학(주),51630,Dec-13,UQ,4732798,2377.65
진양화학(주),51630,Dec-14,UQ,2943570,3409.01
진양화학(주),51630,Dec-15,UQ,2299512,1280.92
진양화학(주),51630,Dec-16,UQ,1851076,1196.54
진양화학(주),51630,Dec-17,UQ,1162290,-787.14
