,회사명,거래소코드,회계년도,부실판단,기업수명주기
510,(주)세우글로벌,13000,2022,0.0,성숙기
511,(주)스페코,13810,2022,0.0,성숙기
512,메디앙스(주),14100,2022,0.0,성숙기
513,고려제약(주),14570,2022,0.0,성숙기
514,삼륭물산(주),14970,2022,0.0,도입기
515,(주)대림제지,17650,2022,0.0,성숙기
516,(주)에너토크,19990,2022,0.0,쇠퇴기
517,(주)시공테크,20710,2022,0.0,쇠퇴기
518,(주)MH에탄올,23150,2022,0.0,성숙기
519,(주)피엔풍년,24940,2022,0.0,쇠퇴기
520,(주)에스제이엠홀딩스,25530,2022,0.0,성숙기
521,(주)케이씨피드,25880,2022,0.0,성숙기
522,동신건설(주),25950,2022,0.0,성숙기
523,광진실업(주),26910,2022,0.0,성장기
524,(주)코엔텍,29960,2022,0.0,성숙기
525,피에스케이홀딩스(주),31980,2022,0.0,성숙기
526,(주)한국파마,32300,2022,0.0,성숙기
527,티제이미디어(주),32540,2022,0.0,도입기
528,(주)소프트센,32680,2022,0.0,성장기
529,(주)판타지오,32800,2021,0.0,성장기
530,(주)비트컴퓨터,32850,2022,0.0,성숙기
531,(주)동일기연,32960,2022,0.0,성숙기
532,제이엠아이(주),33050,2022,0.0,성숙기
533,제룡전기(주),33100,2022,0.0,쇠퇴기
534,(주)디지틀조선일보,33130,2022,0.0,성숙기
535,(주)블루콤,33560,2022,0.0,성숙기
536,(주)티비씨,33830,2022,0.0,쇠퇴기
537,(주)프럼파스트,35200,2022,0.0,성숙기
538,(주)위지트,36090,2022,0.0,도입기
539,(주)대성미생물연구소,36480,2022,0.0,성숙기
540,(주)에이치알에스,36640,2022,0.0,성숙기
541,(주)파세코,37070,2022,0.0,성장기
542,(주)이지,37370,2022,0.0,도입기
543,(주)쎄니트,37760,2022,0.0,성장기
544,(주)서린바이오사이언스,38070,2022,0.0,도입기
545,위즈코프(주),38620,2022,0.0,성장기
546,에코바이오홀딩스(주),38870,2022,0.0,성숙기
547,(주)케이엘넷,39420,2022,0.0,성숙기
548,화성밸브(주),39610,2022,0.0,쇠퇴기
549,(주)리노스,39980,2022,0.0,성장기
550,한국전자인증(주),41460,2022,0.0,성장기
551,(주)인바디,41830,2022,0.0,성숙기
552,(주)메디아나,41920,2022,0.0,성숙기
553,라온시큐어(주),42510,2022,0.0,성숙기
554,조광아이엘아이(주),44060,2022,0.0,성장기
555,(주)에이치케이,44780,2022,0.0,쇠퇴기
556,(주)이글벳,44960,2022,0.0,쇠퇴기
557,(주)토탈소프트뱅크,45340,2022,0.0,성숙기
558,대아티아이(주),45390,2022,0.0,도입기
559,(주)크린앤사이언스,45520,2022,0.0,성장기
560,(주)삼화네트웍스,46390,2022,0.0,성숙기
561,(주)우리로,46970,2022,0.0,성숙기
562,(주)인트론바이오테크놀로지,48530,2022,0.0,성숙기
563,(주)코메론,49430,2022,0.0,성숙기
564,(주)쎌바이오텍,49960,2022,0.0,성숙기
565,(주)수산아이앤티,50960,2022,0.0,성숙기
566,(주)한네트,52600,2022,0.0,성숙기
567,(주)케이엑스하이텍,52900,2022,0.0,성장기
568,(주)프리엠스,53160,2022,0.0,쇠퇴기
569,(주)구영테크,53270,2022,0.0,성숙기
570,웹케시(주),53580,2022,0.0,성숙기
571,경남제약(주),53950,2022,0.0,성장기
572,한국컴퓨터(주),54040,2022,0.0,성숙기
573,(주)케이피티유,54410,2022,0.0,성장기
574,삼영엠텍(주),54540,2022,0.0,성숙기
575,코위버(주),56360,2022,0.0,쇠퇴기
576,(주)엠게임,58630,2022,0.0,성숙기
577,(주)CMG제약,58820,2022,0.0,성장기
578,(주)메타바이오메드,59210,2022,0.0,성장기
579,국일신동(주),60480,2022,0.0,성숙기
580,(주)영림원소프트랩,60850,2022,0.0,성숙기
581,(주)서울옥션,63170,2022,0.0,도입기
582,(주)이엘피,63760,2022,0.0,성장기
583,(주)브리지텍,64480,2022,0.0,성숙기
584,(주)에프앤가이드,64850,2022,0.0,성숙기
585,(주)위세아이텍,65370,2022,0.0,쇠퇴기
586,(주)빅텍,65450,2022,0.0,성장기
587,(주)휴비츠,65510,2022,0.0,성장기
588,(주)와이어블,65530,2022,0.0,성숙기
589,삼영이엔씨(주),65570,2022,0.0,도입기
590,(주)씨에스,65770,2022,0.0,쇠퇴기
591,(주)큐에스아이,66310,2022,0.0,성숙기
592,(주)와이오엠,66430,2022,0.0,성장기
593,(주)디스플레이테크,66670,2022,0.0,성숙기
594,(주)일신바이오베이스,68330,2022,0.0,성숙기
595,한솔인티큐브(주),70590,2022,0.0,성숙기
596,(주)중앙백신연구소,72020,2022,0.0,성숙기
597,유엔젤(주),72130,2022,0.0,쇠퇴기
598,(주)율호,72770,2022,0.0,도입기
599,빛샘전자(주),72950,2022,0.0,성숙기
600,(주)에이치시티,72990,2022,0.0,성숙기
601,(주)이노와이어리스,73490,2022,0.0,성숙기
602,덕산하이메탈(주),77360,2022,0.0,성장기
603,텔코웨어(주),78000,2022,0.0,성숙기
604,대봉엘에스(주),78140,2022,0.0,성장기
605,대주전자재료(주),78600,2022,0.0,성장기
606,와토스코리아(주),79000,2022,0.0,성숙기
607,한창산업(주),79170,2022,0.0,성숙기
608,(주)케스피온,79190,2022,0.0,도입기
609,(주)이상네트웍스,80010,2022,0.0,성숙기
610,(주)성창오토텍,80470,2022,0.0,성숙기
611,(주)오디텍,80520,2022,0.0,성숙기
612,(주)티플랙스,81150,2022,0.0,도입기
613,에프엔에스테크(주),83500,2022,0.0,성숙기
614,(주)케이엠,83550,2022,0.0,성숙기
615,(주)랩지노믹스,84650,2022,0.0,성장기
616,(주)비엘헬스케어,86220,2022,0.0,성숙기
617,(주)비엠티,86670,2022,0.0,도입기
618,모바일어플라이언스(주),87260,2022,0.0,쇠퇴기
619,(주)진도,88790,2022,0.0,성숙기
620,(주)케이씨티,89150,2022,0.0,성숙기
621,상신이디피(주),91580,2022,0.0,성장기
622,(주)디엔에프,92070,2022,0.0,성숙기
623,럭스피아(주),92590,2022,0.0,도입기
624,(주)엑시콘,92870,2022,0.0,쇠퇴기
625,(주)빅솔론,93190,2022,0.0,성장기
626,(주)케이아이엔엑스,93320,2022,0.0,성숙기
627,(주)매커스,93520,2022,0.0,성숙기
628,(주)칩스앤미디어,94360,2022,0.0,성장기
629,(주)슈프리마에이치큐,94840,2022,0.0,성숙기
630,이엠코리아(주),95190,2022,0.0,도입기
631,(주)아이에스시,95340,2022,0.0,성장기
632,(주)에스코넥,96630,2022,0.0,성장기
633,(주)엘디티,96870,2022,0.0,성숙기
634,(주)마이크로컨텍솔루션,98120,2022,0.0,성숙기
635,(주)에스티오,98660,2022,0.0,성숙기
636,(주)쎄트렉아이,99320,2022,0.0,성장기
637,서암기계공업(주),100660,2022,0.0,성숙기
638,(주)세운메디칼,100700,2022,0.0,성숙기
639,(주)월덱스,101160,2022,0.0,성장기
640,우림피티에스(주),101170,2022,0.0,성숙기
641,씨큐브(주),101240,2022,0.0,성숙기
642,(주)에코앤드림,101360,2022,0.0,성장기
643,(주)에스앤에스텍,101490,2022,0.0,성장기
644,(주)하이드로리튬,101670,2022,0.0,도입기
645,(주)우양,103840,2022,0.0,성장기
646,(주)코렌텍,104540,2022,0.0,성장기
647,디케이락(주),105740,2022,0.0,성장기
648,옵티시스(주),109080,2022,0.0,성숙기
649,(주)디에스케이,109740,2022,0.0,성장기
650,동일금속(주),109860,2022,0.0,성숙기
651,(주)케이씨산업,112190,2022,0.0,도입기
652,(주)인포바인,115310,2022,0.0,성숙기
653,(주)우리넷,115440,2022,0.0,도입기
654,(주)케이씨에스,115500,2022,0.0,성숙기
655,태양기계(주),116100,2022,0.0,성숙기
656,(주)티로보틱스,117730,2022,0.0,성장기
657,(주)포메탈,119500,2022,0.0,성숙기
658,(주)인터로조,119610,2022,0.0,성장기
659,아이텍(주),119830,2022,0.0,성숙기
660,(주)지엔씨에너지,119850,2022,0.0,쇠퇴기
661,조선선재(주),120030,2022,0.0,성숙기
662,대정화금(주),120240,2022,0.0,성숙기
663,(주)나노신소재,121600,2022,0.0,성장기
664,(주)제노레이,122310,2022,0.0,성숙기
665,(주)원포유,122830,2022,0.0,성숙기
666,(주)이엠넷,123570,2022,0.0,성숙기
667,(주)아모그린텍,125210,2022,0.0,성장기
668,비나텍(주),126340,2022,0.0,성장기
669,(주)아시아경제,127710,2022,0.0,성숙기
670,(주)앱코,129890,2022,0.0,도입기
671,(주)티피씨,130740,2022,0.0,쇠퇴기
672,(주)시큐브,131090,2022,0.0,성숙기
673,(주)딜리,131180,2022,0.0,성숙기
674,(주)대한과학,131220,2022,0.0,성숙기
675,알서포트(주),131370,2022,0.0,성숙기
676,(주)화인베스틸,133820,2022,0.0,성숙기
677,(주)이퓨쳐,134060,2022,0.0,성숙기
678,(주)윈스,136540,2022,0.0,성숙기
679,(주)신진에스엠,138070,2022,0.0,성숙기
680,(주)오이솔루션,138080,2022,0.0,쇠퇴기
681,(주)비즈니스온커뮤니케이션,138580,2022,0.0,성장기
682,위월드(주),140660,2022,0.0,성숙기
683,알에스오토메이션(주),140670,2022,0.0,성장기
684,(주)파크시스템스,140860,2022,0.0,성숙기
685,(주)비아트론,141000,2022,0.0,성숙기
686,(주)영우디에스피,143540,2022,0.0,도입기
687,(주)뉴파워프라즈마,144960,2022,0.0,성장기
688,(주)세경하이테크,148150,2022,0.0,쇠퇴기
689,(주)하이로닉,149980,2022,0.0,성숙기
690,(주)파수,150900,2022,0.0,성숙기
691,(주)아톤,158430,2022,0.0,성장기
692,(주)더 미동,161570,2022,0.0,도입기
693,(주)루켄테크놀러지스,162120,2022,0.0,쇠퇴기
694,(주)이루다,164060,2022,0.0,쇠퇴기
695,(주)파이오링크,170790,2022,0.0,성숙기
696,엘티씨(주),170920,2022,0.0,성장기
697,(주)오파스넷,173130,2022,0.0,도입기
698,(주)베셀,177350,2022,0.0,쇠퇴기
699,(주)파버나인,177830,2022,0.0,성숙기
700,(주)엠아이텍,179290,2022,0.0,성숙기
701,(주)유티아이,179900,2022,0.0,성장기
702,(주)코미코,183300,2022,0.0,성숙기
703,에스지에이솔루션즈(주),184230,2022,0.0,성장기
704,(주)그린플러스,186230,2022,0.0,성장기
705,(주)디티앤씨,187220,2022,0.0,성장기
706,(주)신화콘텍,187270,2022,0.0,성숙기
707,(주)인텔리안테크놀로지스,189300,2022,0.0,도입기
708,(주)서전기전,189860,2022,0.0,도입기
709,(주)흥국에프엔비,189980,2022,0.0,성장기
710,테고사이언스(주),191420,2022,0.0,성장기
711,(주)블루탑,191600,2022,0.0,성장기
712,(주)케이사인,192250,2022,0.0,성장기
713,(주)노바렉스,194700,2022,0.0,성장기
714,(주)마니커에프앤지,195500,2022,0.0,쇠퇴기
715,(주)웹스,196700,2022,0.0,성숙기
716,(주)고려시멘트,198440,2022,0.0,쇠퇴기
717,제일전기공업(주),199820,2022,0.0,도입기
718,(주)에이팩트,200470,2022,0.0,성장기
719,(주)에이디테크놀로지,200710,2022,0.0,성장기
720,(주)드림시큐리티,203650,2022,0.0,도입기
721,(주)엑셈,205100,2022,0.0,성숙기
722,휴마시스(주),205470,2022,0.0,성숙기
723,바디텍메드(주),206640,2022,0.0,성숙기
724,에이펙스인텍(주),207490,2022,0.0,성장기
725,미스터블루(주),207760,2022,0.0,성장기
726,(주)지란지교시큐리티,208350,2022,0.0,성장기
727,에이피위성(주),211270,2022,0.0,성숙기
728,덕산네오룩스(주),213420,2022,0.0,성숙기
729,(주)클래시스,214150,2022,0.0,성장기
730,(주)헥토이노베이션,214180,2022,0.0,성숙기
731,(주)케어젠,214370,2022,0.0,쇠퇴기
732,아이쓰리시스템(주),214430,2022,0.0,쇠퇴기
733,(주)파마리서치,214450,2022,0.0,성숙기
734,(주)디알텍,214680,2022,0.0,성장기
735,(주)로보로보,215100,2022,0.0,성장기
736,(주)토박스코리아,215480,2022,0.0,성숙기
737,인바이츠바이오코아(주),216400,2022,0.0,성숙기
738,(주)썬테크,217320,2022,0.0,도입기
739,(주)러셀,217500,2022,0.0,쇠퇴기
740,(주)에스제이켐,217910,2022,0.0,도입기
741,(주)미래생명자원,218150,2022,0.0,성숙기
742,(주)타이거일렉,219130,2022,0.0,성숙기
743,(주)링크제니시스,219420,2022,0.0,성숙기
744,씨아이에스(주),222080,2022,0.0,성장기
745,한국맥널티(주),222980,2022,0.0,도입기
746,(주)에이텍모빌리티,224110,2022,0.0,성숙기
747,(주)삼양옵틱스,225190,2022,0.0,성숙기
748,(주)제놀루션,225220,2022,0.0,성장기
749,케이엠제약(주),225430,2022,0.0,도입기
750,(주)보광산업,225530,2022,0.0,성숙기
751,패션플랫폼(주),225590,2022,0.0,성장기
752,(주)본느,226340,2022,0.0,쇠퇴기
753,(주)엔투텍,227950,2018,,쇠퇴기
754,(주)레이,228670,2022,0.0,도입기
755,(주)에코마케팅,230360,2022,0.0,성숙기
756,(주)메디안디노스틱,233250,2022,0.0,도입기
757,(주)폴라리스세원,234100,2022,0.0,도입기
758,(주)헥토파이낸셜,234340,2022,0.0,성숙기
759,자이글(주),234920,2022,0.0,도입기
760,(주)슈프리마,236200,2022,0.0,성숙기
761,피앤씨테크(주),237750,2022,0.0,성숙기
762,(주)앤디포스,238090,2022,0.0,도입기
763,(주)엔에스엠,238170,2022,0.0,성숙기
764,(주)비피도,238200,2022,0.0,성숙기
765,(주)힘스,238490,2022,0.0,도입기
766,(주)유니테크노,241690,2022,0.0,성숙기
767,오션브릿지(주),241790,2022,0.0,성장기
768,(주)에이스토리,241840,2022,0.0,성숙기
769,나무기술(주),242040,2022,0.0,도입기
770,신흥에스이씨(주),243840,2022,0.0,성장기
771,(주)나눔테크,244880,2022,0.0,성장기
772,(주)씨앤에스링크,245450,2022,0.0,성장기
773,(주)에스엘에스바이오,246250,2022,0.0,성숙기
774,(주)진코스텍,250030,2022,0.0,도입기
775,(주)예선테크,250930,2022,0.0,성장기
776,와이엠티(주),251370,2022,0.0,성장기
777,(주)브이원텍,251630,2022,0.0,쇠퇴기
778,(주)세화피앤씨,252500,2022,0.0,성숙기
779,(주)네오셈,253590,2022,0.0,쇠퇴기
780,(주)수젠텍,253840,2022,0.0,성숙기
781,(주)야스,255440,2022,0.0,도입기
782,(주)한독크린텍,256150,2022,0.0,성숙기
783,(주)포인트엔지니어링,256630,2022,0.0,성장기
784,(주)한국비엔씨,256840,2022,0.0,도입기
785,(주)나우코스,257990,2022,0.0,성장기
786,(주)셀젠텍,258250,2022,0.0,도입기
787,소프트캠프(주),258790,2022,0.0,성장기
788,(주)세종메디칼,258830,2022,0.0,도입기
789,알리코제약(주),260660,2022,0.0,성장기
790,에스케이시그넷(주),260870,2022,0.0,쇠퇴기
791,(주)씨티케이,260930,2022,0.0,도입기
792,(주)덴티스,261200,2022,0.0,성장기
793,덕우전자(주),263600,2022,0.0,성장기
794,(주)디알젬,263690,2022,0.0,성장기
795,(주)디앤씨미디어,263720,2022,0.0,성숙기
796,지니언스(주),263860,2022,0.0,성숙기
797,씨앤지하이테크(주),264660,2022,0.0,성장기
798,(주)이랜시스,264850,2022,0.0,성숙기
799,영화테크(주),265560,2022,0.0,성장기
800,(주)엔에프씨,265740,2022,0.0,성장기
801,(주)파워풀엑스,266870,2022,0.0,쇠퇴기
802,(주)나인테크,267320,2022,0.0,성장기
803,지오릿에너지(주),270520,2022,0.0,성장기
804,(주)뉴트리,270870,2022,0.0,성숙기
805,(주)케이엔제이,272110,2022,0.0,성장기
806,(주)에스에스알,275630,2022,0.0,성숙기
807,(주)인산가,277410,2022,0.0,성숙기
808,(주)티에스아이,277880,2022,0.0,성장기
809,(주)천보,278280,2022,0.0,성장기
810,에이치엘비바이오스텝(주),278650,2022,0.0,성장기
811,(주)이엠비,278990,2022,0.0,성숙기
812,(주)레이크머티리얼즈,281740,2022,0.0,성장기
813,(주)코윈테크,282880,2022,0.0,성장기
814,(주)노바텍,285490,2022,0.0,성숙기
815,(주)제이시스메디칼,287410,2022,,성장기
816,에스퓨얼셀(주),288620,2022,0.0,도입기
817,(주)휴네시온,290270,2022,0.0,성숙기
818,(주)대유,290380,2022,0.0,성장기
819,(주)엘앤씨바이오,290650,2022,0.0,도입기
820,(주)소룩스,290690,2022,0.0,성숙기
821,(주)푸드나무,290720,2022,0.0,도입기
822,(주)엔피,291230,2022,,성숙기
823,(주)알로이스,297570,2022,0.0,성숙기
824,에이치비솔루션(주),297890,2022,0.0,성숙기
825,(주)하나기술,299030,2022,0.0,성장기
826,(주)더블유에스아이,299170,2022,0.0,성숙기
827,(주)에스엠비나,299670,2022,0.0,쇠퇴기
828,(주)위지윅스튜디오,299900,2022,0.0,도입기
829,라온피플(주),300120,2022,0.0,성장기
830,(주)리메드,302550,2022,0.0,성숙기
831,(주)더콘텐츠온,302920,2022,0.0,성숙기
832,(주)지니틱스,303030,2022,0.0,쇠퇴기
833,(주)솔트룩스,304100,2022,0.0,쇠퇴기
834,(주)에스제이그룹,306040,2022,0.0,성숙기
835,(주)원바이오젠,307280,2022,0.0,성숙기
836,(주)국전약품,307750,2022,0.0,도입기
837,(주)비투엔,307870,2022,,도입기
838,(주)오하임앤컴퍼니,309930,2022,0.0,성숙기
839,(주)애니플러스,310200,2022,0.0,성장기
840,디와이씨(주),310870,2022,,성장기
841,(주)네오크레마,311390,2022,0.0,도입기
842,(주)티에스트릴리온,317240,2022,0.0,쇠퇴기
843,(주)덕산테코피아,317330,2022,0.0,성장기
844,(주)엑스페릭스,317770,2022,0.0,성숙기
845,(주)에스피시스템스,317830,2022,0.0,성장기
846,대모엔지니어링(주),317850,2022,0.0,쇠퇴기
847,(주)노드메이슨,317860,2022,0.0,도입기
848,(주)케이비지,318000,2022,0.0,성숙기
849,비비씨(주),318410,2022,0.0,성숙기
850,피에스케이(주),319660,2022,0.0,성숙기
851,(주)프로이천,321260,2022,,성숙기
852,(주)코퍼스코리아,322780,2022,0.0,성장기
853,(주)태성,323280,2022,,쇠퇴기
854,(주)다원넥스뷰,323350,2022,0.0,도입기
855,알에프머트리얼즈(주),327260,2022,0.0,성장기
856,솔트웨어(주),328380,2022,,쇠퇴기
857,(주)네패스아크,330860,2022,0.0,성장기
858,(주)포커스에이치엔에스,331380,2022,,성숙기
859,(주)밸로프,331520,2022,,성장기
860,(주)한국미라클피플사,331660,2022,0.0,성장기
861,(주)누보,332290,2022,,쇠퇴기
862,아이디피(주),332370,2022,0.0,성숙기
863,(주)와이팜,332570,2022,0.0,성장기
864,(주)모코엠시스,333050,2022,,성장기
865,(주)윙스풋,335870,2022,,성숙기
866,(주)비올,335890,2022,0.0,성장기
867,(주)웨이버스,336060,2022,,성숙기
868,원텍(주),336570,2022,,성숙기
869,(주)브랜드엑스코퍼레이션,337930,2022,0.0,성숙기
870,(주)다보링크,340360,2022,,쇠퇴기
871,(주)세림비앤지,340440,2022,,성숙기
872,(주)티앤엘,340570,2022,0.0,성숙기
873,(주)이앤에치,341310,2022,0.0,쇠퇴기
874,(주)센코,347000,2022,0.0,성숙기
875,피엔케이피부임상연구센타(주),347740,2022,0.0,성장기
876,(주)핌스,347770,2022,0.0,성숙기
877,(주)엠투아이코퍼레이션,347890,2022,0.0,성숙기
878,(주)넥스틴,348210,2022,0.0,성숙기
879,(주)위드텍,348350,2022,0.0,성숙기
880,(주)에스에이티이엔지,351320,2022,,성숙기
881,인바이오(주),352940,2022,0.0,도입기
882,(주)휴럼,353190,2022,,도입기
883,(주)씨엔알리서치,359090,2022,,성숙기
884,(주)하이딥,365590,2022,,쇠퇴기
885,(주)블리츠웨이,369370,2022,,도입기
886,차이나크리스탈신소재홀딩스,900250,2022,0.0,성장기
887,헝셩그룹유한회사,900270,2022,0.0,성장기
888,오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2022,0.0,성장기
889,윙입푸드홀딩스,900340,2022,0.0,성장기
