,회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),비유동생물자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),총포괄이익증가율(IFRS연결),매출액총이익률(IFRS연결),매출액정상영업이익률(IFRS연결),매출액순이익률(IFRS연결),총자본사업이익률(IFRS연결),총자본정상영업이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),경영자본정상영업이익률(IFRS연결),경영자본순이익률(IFRS연결),자본금정상영업이익률(IFRS연결),자본금순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),기타손익비률(IFRS연결),금융손익비율(IFRS연결),금융비용부담률(IFRS연결),외환이익 대 매출액비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),세금과공과 대 세금과공과 차감전순이익률(IFRS연결),기업순이익률(IFRS연결),수지비율(관계기업투자손익 제외)(IFRS연결),인건비 대 총비용비율(IFRS연결),R & D 투자효율(IFRS연결),세금과공과 대 총비용비율(IFRS연결),금융비용 대 총비용비율(IFRS연결),감가상각비 대 총비용비율(IFRS연결),감가상각률(IFRS연결),누적감가상각률(IFRS연결),이자부담률(IFRS연결),지급이자율(IFRS연결),차입금평균이자율(IFRS연결),유보율(IFRS연결),적립금비율(재정비율)(IFRS연결),평균배당률(IFRS연결),자기자본배당률(IFRS연결),배당성향(IFRS연결),1주당매출액(IFRS연결)(원),1주당순이익(IFRS연결)(원),1주당 CASH FLOW(IFRS연결)(원),1주당순자산(IFRS연결)(원),1주당정상영업이익(IFRS연결)(원),유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),자기자본배율(IFRS연결),비유동비율(IFRS연결),비유동장기적합률(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매출채권비율(IFRS연결),재고자산 대 순운전자본비율(IFRS연결),매출채권 대 매입채무비율(IFRS연결),"매출채권 대 상,제품비율(IFRS연결)",매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),비유동부채비율(IFRS연결),비유동부채 대 순운전자본비율(IFRS연결),순운전자본비율(IFRS연결),차입금의존도(IFRS연결),차입금비율(IFRS연결),이자보상배율(이자비용)(IFRS연결),이자보상배율(순금융비용)(IFRS연결),유보액대비율(IFRS연결),유보액 대 납입자본배율(IFRS연결),유동자산집중도(IFRS연결),비유동자산집중도(IFRS연결),투자집중도(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결),정상영업이익대비이자보상배율(IFRS연결),총자본회전률(IFRS연결),경영자본회전률(IFRS연결),자기자본회전률(IFRS연결),자본금회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),매입채무회전기간(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),재고자산회전기간(IFRS연결),"상품,제품회전률(IFRS연결)","원,부재료회전률(IFRS연결)",재공품회전률(IFRS연결),매출채권회전률(IFRS연결),매출채권회전기간(IFRS연결),비유동자산회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결),운전자본회전률(IFRS연결),1회전기간(IFRS연결),부가가치(IFRS연결)(백만원),종업원1인당 인건비(IFRS연결)(백만원),노동장비율(IFRS연결),기계장비율(IFRS연결),자본집약도(IFRS연결),총자본투자효율(IFRS연결),설비투자효율(IFRS연결),기계투자효율(IFRS연결),부가가치율(IFRS연결),노동소득분배율(IFRS연결),자본분배율(IFRS연결),이윤분배율(IFRS연결),부가가치(IFRS연결)(백만원).1,법인세비용차감전(계속사업)손익(IFRS연결)(백만원),인건비(IFRS연결)(백만원),금융비용(IFRS연결)(백만원),임차료(IFRS연결)(백만원),세금과공과(IFRS연결)(백만원),감가상각비(IFRS연결)(백만원),종업원1인당 부가가치(IFRS연결)(백만원),총자본투자효율(IFRS연결).1,기계투자효율(IFRS연결).1,부가가치율(IFRS연결).1,종업원수(IFRS연결),PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배),PER,PBR,PCR,PSR,new_feature,매출채권회전률,종업원수증가율,총자산증가율,총자산회전율,영업년수,상장년수,CROE,영업투자현금비율,영업재무현금비율,부실판단,기업수명주기
465,(주)코렌텍,104540,2022,44.5,60.14,0.0,-0.32,69.35,34.55,-6.19,16.09,43.2,54.69,133.12,152.22,62.51,9.15,4.15,4.24,4.02,1.82,8.86,2.91,4.44,2.02,96.7,29.46,37.49,90.85,-5.29,-8.9,5.19,1.11,2.51,-7.54,4.11,94.95,21.81,0.0,0.0,5.09,5.91,17.49,136.55,4.18,7.81,8.3,964.86,89,,,,4951,146,821,,453,66,20,198,53,34,44,56,1065,77,55,172,139,24,140,47,358,193,39,128,88,59,40,63,28,27,62,2,2,40,11,156,72,247,8,16,4,11,2,0,0,1,11,1,12,30,1,1,3,133,4,30,15,3,141,1,2,0,0,0,23870,,,,,14,77,1304,37,60,40,11,23870,2465,14223,3318,10,0,3854,,14,1304,37,,126.0,71.0,3.0,2.0,23.0,13.0,3.0,2.0,163725.0,7720.0,14.0,2.0,598.0,21.0,85.03937007874016,1861.364439548165,13215.40995200122,2191.803035873927,0.5399511736911186,2.58,-1.78,44.50158947040636,0.371959774598899,24.0,11.0,0.0253752022998642,-1.227603982142276,68.3574381364513,0.0,성장기
466,(주)코리아나화장품,27050,2020,-6.64,-3.04,0.0,-22.06,-6.49,-6.99,-14.12,0.49,-26.06,0.0,0.0,0.0,46.24,-0.97,-0.62,-0.31,-0.71,-0.46,-1.09,-0.63,-0.79,-0.5,-4.22,-2.48,53.76,100.97,0.07,-0.35,0.05,0.04,2.43,0.0,-0.42,100.89,14.52,0.0,0.0,0.05,6.19,12.06,115.16,0.1,3.69,3.31,373.8,95,,,,2166,-16,28,,-21,31,40,45,19,69,68,32,393,101,88,146,88,41,61,127,152,124,40,47,31,88,15,107,10,12,18,-2,-18,65,4,43,94,120,11,27,3,4,-21,1,1,1,4,2,13,27,2,4,6,65,12,14,65,10,36,1,1,1,0,0,18379,,,,,16,32,544,21,70,30,-3,18379,-780,12908,40,711,0,5499,,16,544,21,,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,208122.0,2272.0,3.0,5.0,57.0,92.0,-354.2857142857143,2546.7026631449944,178382.7767113373,2289.448169945645,0.5059176616028679,10.22,-39.29,-6.643890109311449,0.7590105753468743,36.0,25.0,-0.0135494420765574,1.363204037833856,-0.4545396958769122,1.0,쇠퇴기
467,(주)코메론,49430,2022,3.94,64.16,0.0,43.65,20.41,-14.76,-11.17,7.12,6.29,-7.72,-19.68,-35.16,34.05,18.54,19.12,8.29,7.53,7.76,8.14,8.45,12.98,13.39,339.04,351.26,65.95,81.46,5.74,6.94,-1.74,5.77,0.0,21.73,7.06,78.55,15.6,1.73,0.0,-1.93,3.74,7.94,69.56,-9.29,2.8,2.89,4209.67,98,,,,9141,1769,2605,,1695,38,27,62,28,62,94,6,4300,66,65,747,548,188,46,31,390,84,12,7,5,91,1,4,33,2,2,124,999999999,92,42,105,142,152,102,303,6,16,0,0,1,0,18,5,37,10,1,1,4,100,7,20,22,8,49,1,2,1,0,0,33033,,,,,16,78,330,40,35,65,48,33033,20089,11598,-1436,0,0,2781,,16,330,40,,6.0,4.0,1.0,0.0,6.0,4.0,2.0,1.0,83861.0,15064.0,23.0,160.0,1665.0,6.0,4.53796889295517,461.4352368501988,3807.907941075025,1085.1867019913918,0.0970233344932744,7.5,2.68,3.94387725483638,0.3981834158456881,41.0,23.0,-0.0364877133164141,-1.2728697189668146,-11.42967216111621,0.0,성숙기
468,(주)코미코,183300,2022,3.11,1.85,0.0,-2.97,8.12,-4.54,-10.52,16.06,12.19,-5.84,-10.99,-21.91,43.87,19.21,14.55,14.95,14.5,10.99,23.1,17.5,16.45,12.46,1105.69,837.62,56.13,80.79,-0.8,-0.96,0.6,-0.52,0.07,27.47,11.44,81.88,34.29,0.0,1.99,0.73,11.78,14.82,54.47,1.22,4.96,4.23,5101.0,96,,,,28779,4213,7849,,5528,37,6,58,34,63,66,34,5143,95,81,165,155,70,372,15,457,992,81,51,33,66,17,79,14,18,27,16,32,66,51,50,82,124,55,104,19,25,32,1,1,1,58,2,34,11,2,2,32,11,81,63,362,9,39,1,1,1,0,0,171359,,,,,44,82,176,59,48,52,24,171359,53078,82220,1739,1296,4780,28246,,44,176,59,,16.0,9.0,3.0,2.0,14.0,8.0,5.0,3.0,437264.0,37260.0,25.0,45.0,3718.0,12.0,10.230239734156184,1676.124518765678,5490.935681533377,1497.6324649397666,0.2880671995666832,9.46,11.33,3.1135079950090057,0.7436271350614674,11.0,7.0,-0.0658788914317977,-1.3824440736998924,-1.5788637647803392,0.0,성숙기
469,(주)코미팜,41960,2014,14.34,11.14,0.0,0.0,4.59,39.62,-7.07,18.87,30.19,-62.39,0.0,0.0,34.08,0.52,-6.24,0.42,0.15,-1.84,0.36,-4.39,0.18,-2.21,3.48,-42.13,65.92,99.48,-11.21,-5.38,5.38,0.37,0.15,0.0,-0.26,110.47,17.07,0.0,0.0,4.76,5.05,4.44,18.32,2.74,3.36,3.66,961.86,90,,,,666,-44,-49,,3,34,23,52,26,66,43,57,1028,154,95,111,85,17,141,234,297,498,48,134,72,48,62,783,3,52,121,0,-1,40,10,105,233,320,1,1,1,2,0,0,0,1,7,1,8,44,1,1,3,109,10,8,13,3,136,0,1,0,0,0,6766,,,,,5,13,72,20,98,2,-32,6766,-3684,6636,1852,0,0,1962,,5,72,20,,0.0,0.0,16.0,10.0,0.0,0.0,17.0,11.0,512630.0,2062.0,6.0,1.0,40.0,249.0,-195.5555555555556,8558.472523079914,-179456.3449926554,13204.726148153495,0.3376903082431051,2.68,9.85,14.339471284298057,0.2769675786448207,52.0,23.0,-0.0419919596888419,0.2063589624373513,-0.1287742869973575,1.0,도입기
470,(주)코세스,89890,2015,-12.4,-5.83,0.0,0.0,-12.85,-11.91,-52.12,-13.71,16.74,0.0,0.0,0.0,19.64,-0.25,-2.06,-0.21,-0.28,-2.25,-2.33,-19.1,-0.28,-2.31,-2.69,-22.03,80.36,100.25,-0.02,-1.3,1.38,0.09,0.0,0.0,-0.75,100.27,16.26,3.99,0.0,1.34,3.42,7.49,20.36,1.71,4.19,3.97,6.93,6,0.0,0.0,0.0,5350,-110,46,88.0,-13,48,31,93,33,52,12,88,107,442,313,58,40,4,168,0,71,697,237,754,713,0,41,0,-35,40,342,0,1,1,0,44,47,84,7,15,6,5,0,1,1,9,11,1,3,115,2,4,5,72,57,71,6,6,59,2,3,1,0,0,9740,52.0,105.0,6.0,268.0,27,68,1283,23,74,26,-9,9740,-119,7179,593,613,0,1508,71.0,27,1283,23,137.0,0.0,0.0,44.0,18.0,83.0,34.0,1.0,0.0,41641.0,1400.0,3.0,2.0,174.0,30.0,-31.818181818181817,6549.214097432393,75714.71721639678,654.1877017844683,0.1989267649356785,6.14,-23.03,-12.400895692691972,1.1721203286716424,30.0,18.0,0.7383179343324461,-6.592881313891891,-0.2216978153243055,1.0,성숙기
471,(주)코센,9730,2018,-2.77,2.07,0.0,0.0,-5.89,-0.45,5.48,-24.32,-4.51,-133.9,-338.27,-652.93,7.85,-0.64,-18.89,-0.02,-0.62,-18.32,-1.36,-40.18,-0.85,-25.09,-1.71,-50.49,92.15,100.64,-18.25,-1.98,1.98,0.09,0.01,0.0,-16.4,92.22,7.79,0.0,0.0,2.1,1.49,9.21,0.0,3.53,5.84,7.07,6.13,14,,,,1311,-250,-76,,-8,59,34,142,39,41,40,60,106,104,68,148,98,3,106,104,0,134,0,151,100,57,51,108,19,44,110,0,-9,2,0,60,43,75,-8,-11,-5,-5,0,1,1,2,3,2,11,33,2,2,5,71,6,55,81,4,85,2,7,1,0,0,-4451,,,,,-8,-54,-95,-8,0,0,0,-4451,-10328,4024,1083,0,0,772,,-8,-95,-8,,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,89069.0,422.0,1.0,0.0,10.0,211.0,-6.361788617886178,2949.3122033920044,-20562.38265392542,1194.1964760561827,0.0849269651763562,4.31,3.9,-2.773406967281084,0.9840541461400806,50.0,34.0,-0.5653868068635106,0.4112895947259561,-0.2920787768143827,1.0,도입기
472,(주)코스나인,82660,2016,1.95,-5.84,0.0,0.0,4.25,-0.47,-6.88,17.11,-21.39,-55.17,-5263.18,-297.1,6.88,1.14,-3.14,1.24,1.21,-3.33,3.65,-10.13,1.22,-3.35,29.8,-82.19,93.12,98.86,-3.98,-1.89,1.66,-0.46,0.0,0.0,-1.57,102.8,11.7,0.0,0.0,1.59,3.73,10.4,57.17,2.62,5.01,4.73,604.86,78,,,,17887,-530,693,,204,48,39,91,29,52,35,65,690,149,125,82,50,11,89,0,70,529,128,185,166,87,19,0,-11,35,101,1,-1,31,6,45,49,95,6,12,4,4,1,1,1,3,26,2,5,67,2,4,5,67,27,30,9,7,53,2,2,1,0,0,30931,,,,,16,34,84,15,82,18,-21,30931,-5882,25285,3432,0,0,8070,,16,84,15,,0.0,0.0,1.0,0.0,19.0,8.0,1.0,0.0,87587.0,2333.0,4.0,1.0,201.0,38.0,-7.388316151202749,623.2307420099613,5375.160420063657,208.3686808751916,0.0740068684886368,6.84,-16.03,1.9498115091206631,1.0507794769460443,23.0,19.0,-0.1174704400981175,-1.598024577720223,3.615319924406048,1.0,성장기
473,(주)코썬바이오,204990,2018,-48.83,-7.75,0.0,0.0,-49.34,-47.99,-4.67,-52.44,-62.82,0.0,0.0,0.0,33.87,-251.7,-624.9,-24.78,-24.81,-61.59,-28.51,-70.79,-26.42,-65.58,-151.72,-376.66,66.13,351.7,-384.53,-0.76,0.76,0.01,0.0,0.0,-61.52,712.82,7.67,3.0,0.0,0.1,2.12,7.06,33.04,0.58,2.36,2.26,244.25,72,,,,301,-1891,-126,,-759,39,9,63,35,61,83,17,343,74,69,363,329,41,742,13,2349,1704,32,21,13,0,8,23,28,7,8,-231,-833,59,2,388,627,632,-87,-223,-15,-103,-330,0,0,0,1,1,9,39,0,0,4,94,9,14,15,0,1044,0,1,0,0,0,-53300,,,,,-81,-794,-2171,-559,0,0,0,-53300,-60689,5416,73,401,0,1499,,-81,-2171,-559,,0.0,0.0,3.0,1.0,0.0,0.0,23.0,6.0,70734.0,-14179.0,-175.0,-371.0,-448.0,0.0,-1.08187134502924,1294.3633004638214,-17633.203552375402,7366.118237568997,2.0904551142705925,0.35,-26.47,-48.82595777973265,0.1455860532058283,18.0,8.0,-0.6153057289947682,-2.0388812109111765,9.487414285714284,1.0,쇠퇴기
474,(주)코아스,71950,2017,2.78,9.11,0.0,0.0,10.82,-4.84,19.52,-4.69,17.46,0.0,0.0,0.0,32.23,0.58,-0.49,0.89,0.85,-0.71,2.73,-3.12,0.91,-0.77,4.27,-4.86,67.77,99.42,-0.96,-1.29,1.29,-0.1,0.46,0.0,1.17,100.38,10.86,0.0,0.0,1.28,2.12,11.06,97.15,2.73,7.52,7.61,51.95,34,,,,3691,-24,-42,,21,48,54,91,22,52,30,70,152,175,135,78,36,2,74,0,70,131,105,234,204,82,30,0,-14,25,85,0,1,10,1,34,35,64,-2,-4,-1,-1,0,1,2,5,7,2,6,66,3,6,6,59,11,14,0,8,45,3,3,1,0,0,15976,,,,,20,46,310,14,78,22,-3,15976,-434,12503,1469,0,0,2440,,20,310,14,,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,54184.0,2716.0,2.0,2.0,88.0,20.0,-37.0,1449.7731673790374,-26732.1950444108,300.7634817216308,0.3184480738546782,8.13,5.86,2.7825517306679086,1.442607007409597,32.0,19.0,0.2550459709481456,0.2026375299726492,-1.8337184064972345,1.0,도입기
475,(주)코엔텍,29960,2022,7.26,7.72,0.0,0.0,7.33,7.18,4.17,9.68,21.85,32.27,33.51,35.63,58.73,53.57,43.84,25.01,24.04,19.67,29.67,24.29,26.14,21.4,193.45,158.34,41.27,46.43,2.07,1.71,-1.71,0.0,0.0,21.19,18.91,45.74,21.4,0.0,0.0,-3.64,18.21,10.33,174.85,-4.03,3.65,3.11,622.42,91,97.0,14.0,61.0,1806,815,988,2912.0,967,47,0,88,47,53,82,18,682,65,58,532,531,339,11635,0,3183,0,366,22,11,35,11,24,38,5,7,118,999999999,75,6,105,118,213,115,385,21,48,0,0,0,1,4,2,176,2,1,1,1122,0,0,0,0,9,41,1,1,1,0,0,65457,105.0,0.0,0.0,0.0,31,71,315,73,14,86,60,65457,50230,9059,-1540,0,0,7708,761.0,31,315,73,86.0,12.0,9.0,3.0,2.0,10.0,7.0,5.0,4.0,329909.0,56072.0,62.0,137.0,1121.0,6.0,9.349693251533742,2234.4300035038327,7711.667512082675,4219.903677431184,0.051662597191664,9.0,1.18,7.259836366866769,0.4335597010619657,31.0,20.0,0.0496203570907456,-1.5735873288107538,-1.712458015787887,0.0,성숙기
476,(주)코윈테크,282880,2022,84.43,48.03,0.0,0.0,39.67,109.1,232.99,20.2,89.14,123.41,-11.38,-8.63,16.75,7.35,4.95,5.88,5.58,3.75,9.7,4.3,5.89,3.97,307.54,102.88,83.25,92.65,-2.11,-2.19,1.04,-1.24,0.0,5.54,4.55,95.01,11.94,0.0,0.0,1.04,1.89,10.5,12.53,1.86,4.64,5.69,2622.43,102,,,,20630,524,317,,1516,73,15,272,62,27,54,46,2574,50,47,172,146,26,113,36,378,359121,30,84,78,83,6,10,31,18,34,5,6,55,39,92,39,163,1,2,0,1,7,1,1,1,42,2,22,17,1,1,8,44,3455,64,10,5,69,3,4,1,0,0,40644,,,,,12,68,259,20,59,41,24,40644,10539,23962,2095,261,0,3787,,12,259,20,,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,261412.0,3242.0,2.0,1.0,332.0,81.0,-107.4766355140187,1201.1586996773192,72627.91221119162,1114.8550751799671,0.0790250239181569,5.32,29.78,84.4333088022338,0.5850690252598505,26.0,5.0,-0.0022704956763931,-0.0304611466568684,0.0319218088361299,0.0,성장기
477,(주)코이즈,121850,2016,-5.31,-29.1,0.0,0.0,-9.92,1.55,74.45,9.01,20.9,0.0,0.0,0.0,17.51,2.52,4.76,1.57,1.41,2.65,2.78,5.24,1.58,2.99,16.17,30.52,82.49,97.48,1.53,-0.55,1.26,0.53,0.0,24.27,3.36,96.2,20.15,1.16,2.18,1.23,8.77,10.91,53.94,1.43,2.47,2.13,539.66,90,,,,3164,157,575,,80,43,33,76,29,57,54,46,600,105,91,115,77,30,92,259,328,238,28,84,69,84,15,149,5,36,66,2,4,49,5,75,105,151,20,25,9,16,2,1,1,1,6,1,16,22,1,2,5,71,14,16,0,5,71,1,1,1,0,0,11706,,,,,21,51,114,37,56,44,13,11706,1276,6501,398,0,703,2829,,21,114,37,,73.0,29.0,4.0,1.0,12.0,5.0,3.0,1.0,60430.0,2641.0,9.0,6.0,266.0,23.0,33.758865248226954,1586.9664545658188,8272.832861526751,1504.288636602469,0.1612440509591061,5.13,1.01,-5.314868362323319,0.572442148778989,18.0,12.0,0.1381584937171088,554.6208769887467,-1.153480669471026,1.0,성숙기
478,(주)코퍼스코리아,322780,2022,29.06,-1.94,0.0,0.0,38.22,20.1,2455.71,-2.52,-13.56,-11.34,0.0,-135.3,54.06,31.18,-4.89,7.36,7.33,-1.15,18.92,-2.97,7.5,-1.18,253.51,-39.78,45.94,68.82,-33.42,-28.32,8.77,-7.51,1.63,0.0,0.91,102.11,13.42,0.0,0.0,8.07,26.46,22.71,0.79,3.37,4.27,4.87,1293.35,100,,,,819,-42,478,,255,47,29,89,34,53,34,66,1314,156,148,73,52,22,39,0,301,188336,13,195,189,97,5,0,-17,44,128,4,1,33,13,207,219,466,12,19,8,39,4,0,0,1,8,0,10,36,0,1,3,123,78,0,3,3,117,0,73,0,0,0,14602,,,,,10,3659,5117,50,29,71,-10,14602,-656,4270,2567,0,0,8421,,10,5117,50,,0.0,0.0,4.0,2.0,13.0,6.0,13.0,6.0,125033.0,6222.0,61.0,3.0,174.0,20.0,-63.83720930232558,2089.1613752167104,5816.014982039294,3398.1453402136267,0.3464299684953505,3.13,-12.5,29.060996301537028,0.2086165413748199,5.0,5.0,-0.2157699441741468,-0.4921595677523175,1.5040096356847503,0.0,성장기
479,(주)퀀타매트릭스,317690,2022,-28.49,-11.94,0.0,0.0,11.74,-34.87,40.01,-31.7,133.9,0.0,0.0,0.0,43.73,-1556.68,-1495.97,-35.1,-36.61,-35.18,-40.74,-39.15,-37.2,-35.75,-242.96,-233.49,56.27,1656.68,55.27,52.76,-51.3,1.46,33.1,0.0,-36.39,959.83,50.11,150.65,1.25,-3.06,11.03,29.26,93.48,-11.89,10.39,9.03,383.99,77,,,,78,-1167,-1007,,-1215,79,5,368,74,21,87,13,484,24,23,871,824,49,15,6,39,32,39,14,10,46,4,5,70,4,4,-120,999999999,69,4,3534,718,3413,-276,-986,-35,-1228,0,0,0,0,0,0,3,116,0,0,1,467,1,7,3,7,51,0,0,0,0,0,-6519,,,,,-14,-154,-645,-507,0,0,0,-6519,-19307,10801,-660,0,270,2377,,-14,-645,-507,,0.0,0.0,4.0,2.0,0.0,0.0,148.0,62.0,76481.0,-14831.0,-1216.0,-126.0,-900.0,0.0,-4.671385237613752,1909.1239222372103,-4589.479427965553,59205.899229664974,14.3481565770014,7.15,10.78,-28.4939797787963,0.0282020442882106,14.0,4.0,-0.0786076930027906,-1.5719591277385148,18.22672711111501,1.0,쇠퇴기
480,(주)큐로컴,40350,2018,-20.1,1573.42,0.0,0.0,-15.48,-46.64,54.52,-13.96,9.71,0.0,0.0,0.0,19.87,-75.58,-208.56,-8.98,-9.93,-27.41,-15.43,-34.81,-44.98,-124.12,-19.69,-45.33,80.13,175.58,-132.98,-11.18,11.18,0.31,0.47,0.0,-25.94,56.34,112.71,0.0,0.0,17.01,2.29,9.91,0.0,4.12,11.08,9.04,18.86,15,,,,128,-223,-71,,-96,10,11,11,9,90,65,35,118,140,129,33,29,10,61,0,23,63,263,55,47,94,8,0,-20,25,38,-4,-18,7,0,96,665,145,-19,-27,-7,-45,-7,0,1,0,0,0,7,55,1,1,17,21,18,621,0,12,31,0,5,0,0,0,-16945,,,,,-18,-1302,-10771,-122,0,0,0,-16945,-29021,10310,1556,0,0,210,,-18,-10771,-122,,0.0,0.0,5.0,2.0,278.0,103.0,34.0,13.0,158312.0,-870.0,-8.0,0.0,-8.0,0.0,-5.8108108108108105,2319.4668125919466,-18176.52158734995,10117.635440013906,0.1974231903942583,11.71,-16.67,-20.1002764391656,0.1479574206041973,27.0,22.0,-0.0655414919449094,-1.1110277581228882,-12.916089291759006,1.0,쇠퇴기
481,(주)큐로홀딩스,51780,2014,0.58,-37.76,0.0,0.0,1.7,-11.7,-3.91,-16.69,-16.64,0.0,0.0,0.0,28.97,-0.57,-23.04,-0.1,-0.1,-3.95,-0.3,-17.99,-0.14,-5.78,-0.68,-27.48,71.03,100.57,-30.98,-33.98,32.49,13.3,0.01,0.0,1.62,118.87,8.39,0.0,0.0,23.29,9.98,3.81,0.0,8.31,10.83,9.47,81.63,72,,,,604,-140,32,,-3,7,47,8,4,93,42,58,135,221,194,14,7,2,83,0,354,83,23,138,124,89,14,0,-45,51,122,0,0,34,2,46,538,397,-1,-1,-1,-3,0,0,0,1,1,0,27,14,2,4,5,75,5,0,201,5,68,0,14,0,0,0,3485,,,,,5,481,1042,27,44,56,-87,3485,-4141,1535,4264,0,0,1828,,5,1042,27,,70.0,28.0,1.0,0.0,100.0,39.0,3.0,1.0,50467.0,1040.0,10.0,0.0,48.0,49.0,32.523809523809526,479.553256891092,22120.790674833275,1177.256530271104,0.2641858514150457,5.33,-50.0,0.576634560660804,0.1708638673264515,37.0,23.0,0.0693417263047383,-2.6748596420009343,-33.569835624339134,1.0,성숙기
482,(주)큐리언트,115180,2018,175.52,-38.93,0.0,0.0,68.44,178.98,0.0,171.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.7,-56.69,-55.76,-61.88,-60.87,-57.16,-56.23,-387.2,-380.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.75,5578.37,14.44,0.0,0.09,-1.73,0.56,19.56,73.64,-11.76,0.0,0.0,714.74,85,0.0,0.0,0.0,0,-2109,-1824,5142.0,-2206,98,0,5123,98,2,91,9,815,2,2,1137,1137,197,0,0,0,0,0,10,9,0,0,0,89,0,0,999999999,999999999,80,7,0,0,0,-348,0,-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13859,121.0,0.0,0.0,0.0,-32,-21668,-67490,0,0,0,0,-13859,-16428,2416,-290,335,14,94,-693.0,-32,-67490,0,20.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,162528.0,-16593.0,0.0,0.0,-2193.0,0.0,-9.4357515410147,4884.967839667744,-13944.362523567706,,,0.0,17.65,175.51845268946596,0.0,16.0,8.0,0.0186922416562962,0.550480151613183,-0.3352230111927528,1.0,도입기
483,(주)큐에스아이,66310,2022,6.37,-5.22,0.0,0.0,21.09,-12.93,6.4,9.97,-22.74,-31.79,349.65,156.05,31.63,8.13,30.87,3.69,2.21,8.4,2.38,9.03,3.51,13.32,39.96,151.76,68.37,91.87,29.79,5.93,-5.31,2.29,0.03,18.57,6.96,73.08,33.03,0.0,0.0,-5.14,11.9,13.28,150.09,-20.65,5.08,2.85,1655.4,95,,,,2450,757,570,,199,35,31,55,24,65,95,5,1753,68,67,1102,761,280,52,34,1266,120,4,6,3,15,2,7,32,1,1,72,999999999,89,17,144,223,219,143,1340,8,30,0,0,0,0,5,4,24,15,1,1,2,147,6,11,7,5,80,0,1,1,0,0,17943,,,,,21,109,148,79,43,57,39,17943,8607,7750,-1205,0,0,2791,,21,148,79,,40.0,12.0,3.0,1.0,68.0,20.0,12.0,3.0,81753.0,3502.0,15.0,378.0,378.0,23.0,13.24438202247191,1075.8807411688056,16547.44156156315,3851.6958924823375,0.1987310687374867,4.57,-10.57,6.365635144149162,0.2639820724167521,24.0,18.0,0.066083440845715,-1.0429465775305224,-6.710261454426767,0.0,성숙기
