,회사명,거래소코드,회계년도,new_feature
442,(주)이앤에치,341310,2022/12,0.1912918325980395
443,(주)이엠비,278990,2015/12,0.23611980593952547
444,(주)이엠비,278990,2016/12,0.1535321838339944
445,(주)이엠비,278990,2017/12,0.1664464952322975
446,(주)이엠비,278990,2018/12,0.12017014289579447
447,(주)이엠비,278990,2019/12,0.10692243441234156
448,(주)이엠비,278990,2020/12,0.12999783848615848
449,(주)이엠비,278990,2021/12,0.1503483848275622
450,(주)이엠비,278990,2022/12,0.1309987437004891
451,(주)제노텍,66830,2013/12,0.2505031717478052
452,(주)제노텍,66830,2014/12,0.21852054240534516
453,(주)제노텍,66830,2015/12,0.2779324416618221
454,(주)제노텍,66830,2016/12,0.33400460432084134
455,(주)제노텍,66830,2017/12,0.32187163914900563
456,(주)제노텍,66830,2018/12,0.47695322081298175
457,(주)제노텍,66830,2019/12,0.4620749212150985
458,(주)제노텍,66830,2020/12,0.1990836420354845
459,(주)제노텍,66830,2021/12,0.23164076076791612
460,(주)제노텍,66830,2022/12,0.30436172311411097
461,(주)제이엠멀티,254160,2018/12,0.20891460487403343
462,(주)제이엠멀티,254160,2019/12,0.29781551630117603
463,(주)제이엠멀티,254160,2020/12,0.2979349303454483
464,(주)제이엠멀티,254160,2021/12,0.3675466970570998
465,(주)제이엠멀티,254160,2022/12,0.3436498777140206
466,(주)젬,248020,2015/12,0.2589015017309931
467,(주)젬,248020,2016/12,0.3490271347012337
468,(주)젬,248020,2017/12,0.31037361817935005
469,(주)젬,248020,2018/12,0.3391869762959712
470,(주)젬,248020,2019/12,0.35662607215932246
471,(주)젬,248020,2020/12,0.3469755439062877
472,(주)젬,248020,2021/12,0.41061174151645546
473,(주)젬,248020,2022/12,0.32486615713241535
474,(주)지슨,289860,2015/12,0.42285823838170294
475,(주)지슨,289860,2016/12,0.5891577550290433
476,(주)지슨,289860,2020/12,0.874464519393869
477,(주)지슨,289860,2021/12,0.6735123442869025
478,(주)지슨,289860,2022/12,0.9784906622021117
479,(주)지앤이헬스케어,299480,2015/12,0.36272195285069386
480,(주)지앤이헬스케어,299480,2016/12,0.3241022609891956
